p cnf 155 659
-46 54 -75 0
-137 -46 83 0
-93 46 20 0
-11 -46 60 0
-46 62 143 0
76 -46 -37 0
-46 -114 -73 0
46 -14 134 0
-125 46 7 0
-125 -46 115 0
-72 46 73 0
-46 -99 142 0
46 -20 44 0
47 -90 -75 0
47 -20 -60 0
-28 47 52 0
-115 47 105 0
51 -47 -135 0
-89 -47 -30 0
-48 39 -151 0
-48 13 45 0
48 140 -113 0
108 48 21 0
-48 36 -90 0
129 48 150 0
-56 48 107 0
-92 -48 13 0
48 138 -107 0
32 48 -20 0
-24 -48 -149 0
-154 48 88 0
34 -48 -67 0
48 -124 -107 0
-70 49 -22 0
49 46 -142 0
-153 49 -30 0
-8 49 22 0
-49 -146 -113 0
144 49 104 0
103 49 18 0
49 -90 -22 0
49 41 -91 0
78 -49 -3 0
-49 -147 15 0
-50 -12 44 0
-34 50 -92 0
50 -40 75 0
50 130 63 0
50 61 -53 0
50 138 -134 0
16 -50 -112 0
76 -50 24 0
68 50 18 0
-50 124 65 0
-50 -12 4 0
-50 -116 -147 0
-50 95 -31 0
119 50 135 0
-51 70 -130 0
51 -12 -149 0
-51 58 104 0
127 -51 99 0
144 -51 26 0
-51 136 10 0
51 76 -67 0
-51 -58 -19 0
-51 149 151 0
51 -1 100 0
51 57 39 0
51 -47 -135 0
51 94 5 0
84 52 -37 0
-146 53 14 0
57 -53 -82 0
-153 -53 -112 0
-100 53 -135 0
-141 54 -20 0
-46 54 -75 0
-12 -54 -90 0
-38 54 -45 0
-77 54 6 0
-130 54 140 0
34 55 132 0
55 -106 -121 0
146 55 -45 0
-55 -106 66 0
55 20 -23 0
25 -55 -37 0
-138 55 105 0
-111 -55 61 0
-108 -55 -52 0
55 -123 -52 0
-55 -150 75 0
85 -56 82 0
-56 88 74 0
-119 56 -104 0
-56 48 107 0
-86 -56 7 0
136 -56 52 0
126 56 -97 0
56 -12 90 0
-108 56 96 0
56 72 -82 0
108 56 13 0
94 56 -130 0
102 -57 63 0
57 114 -45 0
-111 57 87 0
57 -53 -82 0
103 57 53 0
43 -57 113 0
-118 57 -60 0
-57 -41 31 0
-152 -57 6 0
51 57 39 0
-57 141 12 0
92 -57 -36 0
8 57 -109 0
58 -108 99 0
-58 -79 6 0
129 58 -21 0
-51 58 104 0
-58 -35 -96 0
-58 -141 88 0
-51 -58 -19 0
-58 -103 143 0
58 -80 -20 0
-110 58 38 0
-58 96 -82 0
137 58 -124 0
-58 70 -56 0
-8 59 99 0
-59 35 134 0
59 -34 -50 0
59 -1 125 0
-59 -95 -28 0
59 -148 -5 0
59 103 -89 0
-59 -94 -99 0
59 12 -67 0
-59 154 -113 0
59 -125 -64 0
59 101 -75 0
-59 -27 -73 0
59 152 22 0
59 -11 -46 0
-28 -60 52 0
-8 60 -37 0
131 -61 -30 0
-70 61 -22 0
50 61 -53 0
-38 -62 -30 0
-100 62 134 0
-11 -62 96 0
-21 62 36 0
-46 62 143 0
62 134 -120 0
62 -20 -135 0
-130 -62 -30 0
63 5 20 0
-63 91 -104 0
-27 63 91 0
-103 63 120 0
27 63 64 0
9 -63 74 0
69 64 -122 0
-76 64 -135 0
-25 64 37 0
-3 64 114 0
-33 -64 -14 0
64 81 -150 0
131 -64 23 0
-26 65 -83 0
102 65 52 0
-19 -66 -83 0
32 -66 30 0
92 66 -135 0
-66 121 -150 0
-155 66 -45 0
-17 -66 -15 0
-149 -67 112 0
-110 68 116 0
-68 -76 4 0
76 68 12 0
68 75 -82 0
68 50 18 0
68 70 -81 0
-68 87 115 0
-68 -139 -71 0
-68 69 -151 0
-68 115 88 0
-68 -141 -133 0
8 -69 151 0
69 64 -122 0
-69 -155 73 0
-69 -86 89 0
69 -154 15 0
69 116 149 0
69 -89 104 0
69 146 -124 0
-69 -6 60 0
35 69 -2 0
69 -109 -97 0
25 69 30 0
-68 69 -151 0
-70 49 -22 0
-70 -21 143 0
-51 70 -130 0
-43 -70 106 0
-70 -82 -52 0
-70 61 -22 0
70 4 -112 0
76 70 45 0
-34 -70 64 0
68 70 -81 0
-70 -133 -114 0
-70 -87 -79 0
-58 70 -56 0
71 -23 -67 0
-71 4 44 0
71 -45 97 0
-71 -89 -105 0
116 71 -14 0
-137 71 -38 0
139 71 -66 0
71 12 73 0
71 89 55 0
71 122 75 0
71 -21 -65 0
148 -72 22 0
-8 72 -120 0
56 72 -82 0
-72 46 73 0
-141 72 67 0
100 73 22 0
-19 73 -28 0
-43 73 -15 0
-41 73 -97 0
-12 -73 -105 0
111 73 66 0
141 -73 105 0
123 73 -67 0
89 -73 47 0
-93 -73 -122 0
-128 -73 -30 0
141 -74 -67 0
146 74 -53 0
79 -74 52 0
-109 74 -151 0
-18 -74 -45 0
-93 74 37 0
135 74 37 0
68 75 -82 0
76 -106 83 0
-76 -18 73 0
-76 37 90 0
76 70 45 0
76 -46 -37 0
-76 33 -13 0
-68 -76 4 0
76 32 -105 0
76 68 12 0
76 -50 24 0
76 5 82 0
51 76 -67 0
-137 -76 60 0
76 -93 33 0
-76 115 64 0
-76 64 -135 0
-76 -129 -100 0
-76 -86 22 0
34 77 -122 0
110 -77 155 0
77 14 -134 0
77 18 101 0
-77 54 6 0
-77 -100 -124 0
-110 77 -2 0
-78 -44 23 0
78 125 -120 0
78 -21 12 0
-117 -78 101 0
-24 -78 6 0
-78 116 -23 0
-78 -115 -82 0
78 -49 -3 0
-139 -78 -107 0
-153 -78 135 0
152 -78 89 0
-58 -79 6 0
79 -74 52 0
94 -79 -5 0
24 -79 -142 0
-79 31 83 0
-79 -148 -30 0
79 -135 -23 0
-109 -79 -29 0
154 79 -53 0
79 -31 -23 0
147 -79 53 0
19 -79 47 0
-16 79 75 0
-115 80 -151 0
58 -80 -20 0
81 135 52 0
145 -81 -47 0
81 151 67 0
-43 -81 -37 0
64 81 -150 0
81 -149 31 0
-70 -82 -52 0
30 82 142 0
114 -82 112 0
133 -83 112 0
114 -83 -52 0
84 -124 -60 0
-84 -149 -60 0
-84 -33 83 0
93 -84 73 0
93 84 -61 0
-84 41 81 0
-84 -141 -22 0
-84 -10 -37 0
84 52 -37 0
-84 86 21 0
144 84 61 0
84 -26 134 0
-84 -125 -155 0
85 -56 82 0
-137 -85 86 0
-119 -85 -65 0
85 -153 33 0
-85 -124 -7 0
-85 -9 49 0
-85 -151 30 0
85 89 -39 0
85 31 -37 0
110 -85 43 0
-86 41 -30 0
110 86 45 0
94 86 -23 0
-69 -86 89 0
-27 86 -99 0
-86 -135 -82 0
-86 -56 7 0
86 36 -90 0
-84 86 21 0
87 -86 -45 0
-76 -86 22 0
-87 -6 7 0
128 -87 -96 0
-87 13 14 0
-110 87 90 0
-70 -87 -79 0
-68 87 115 0
-24 -87 -14 0
129 -87 86 0
87 -86 -45 0
87 140 -20 0
87 -98 90 0
108 -88 82 0
139 88 -39 0
11 -88 151 0
9 88 -140 0
-56 88 74 0
-136 88 -47 0
4 88 66 0
133 -88 74 0
-147 -88 83 0
-34 88 -151 0
-119 88 65 0
116 89 -150 0
89 135 75 0
-71 -89 -105 0
69 -89 104 0
85 89 -39 0
40 -89 61 0
10 -89 36 0
71 89 55 0
89 -73 47 0
-89 -14 -105 0
-89 -47 -30 0
-89 13 82 0
-117 -89 64 0
100 89 -104 0
-26 89 39 0
-25 89 -135 0
47 -90 -75 0
49 -90 -22 0
105 90 15 0
-17 91 44 0
-63 91 -104 0
-117 91 -97 0
-14 91 -52 0
-92 29 13 0
92 66 -135 0
-92 -48 13 0
92 -39 -66 0
-92 -124 135 0
92 -57 -36 0
-93 46 20 0
-93 113 -91 0
93 -84 73 0
8 -93 -15 0
93 84 -61 0
76 -93 33 0
-93 26 -89 0
-93 146 12 0
-93 -73 -122 0
-93 74 37 0
-93 -94 -121 0
-93 147 -6 0
94 86 -23 0
94 -79 -5 0
100 -94 -48 0
-59 -94 -99 0
34 -94 -53 0
-145 -94 -88 0
-154 94 -123 0
-94 -13 -66 0
-125 -94 -47 0
94 56 -130 0
-93 -94 -121 0
51 94 5 0
95 4 -141 0
95 154 41 0
95 -125 -2 0
-129 95 -49 0
-59 -95 -28 0
95 99 143 0
95 147 132 0
95 135 37 0
-127 -95 -20 0
-50 95 -31 0
126 95 19 0
-119 95 61 0
128 95 21 0
-101 96 60 0
-14 96 -150 0
96 -121 97 0
-58 96 -82 0
-101 96 -37 0
154 96 -15 0
4 96 -142 0
-98 5 23 0
87 -98 90 0
-28 -99 14 0
95 99 143 0
119 99 7 0
-46 -99 142 0
115 -99 -80 0
100 73 22 0
-100 62 134 0
-100 -108 -133 0
108 100 -73 0
100 -94 -48 0
43 100 65 0
-100 53 -135 0
-77 -100 -124 0
100 89 -104 0
-101 96 60 0
101 -12 6 0
-101 -147 -18 0
-101 20 -36 0
-101 115 -62 0
101 20 53 0
101 44 -75 0
-43 -101 138 0
-108 -101 106 0
101 -104 -36 0
-101 96 -37 0
-103 -101 38 0
59 101 -75 0
-117 101 14 0
3 101 83 0
102 -26 60 0
-102 130 -80 0
102 -57 63 0
102 -131 -143 0
-102 16 -115 0
-102 -118 45 0
102 -128 -32 0
-102 146 30 0
102 111 5 0
102 65 52 0
103 114 -91 0
-153 -103 142 0
103 10 89 0
103 -124 -99 0
-34 -103 -112 0
103 26 -74 0
103 13 112 0
103 57 53 0
59 103 -89 0
103 49 18 0
-103 63 120 0
119 103 54 0
-103 44 120 0
-137 -103 15 0
-58 -103 143 0
-103 -130 -79 0
103 -13 120 0
103 146 52 0
-103 -101 38 0
-103 -150 -134 0
118 -104 45 0
101 -104 -36 0
127 -105 45 0
105 90 15 0
76 -106 83 0
2 106 -142 0
55 -106 -121 0
-41 -106 -73 0
126 106 -91 0
-55 -106 66 0
-127 106 -37 0
-144 106 15 0
27 -106 113 0
32 107 -112 0
39 -107 -75 0
42 107 61 0
-128 -107 120 0
107 -5 -112 0
145 -107 -67 0
108 -88 82 0
42 -108 -124 0
58 -108 99 0
-100 -108 -133 0
108 48 21 0
108 100 -73 0
108 -147 107 0
118 -108 112 0
-108 56 96 0
-108 -55 -52 0
-108 -101 106 0
-108 6 60 0
119 -108 123 0
108 56 13 0
-108 -146 -82 0
-109 -122 13 0
-128 -109 138 0
-109 74 -151 0
109 -23 7 0
-109 -79 -29 0
-155 109 90 0
69 -109 -97 0
110 43 -63 0
-110 68 116 0
110 11 -23 0
110 -77 155 0
110 131 3 0
110 86 45 0
-110 -118 -48 0
110 -146 130 0
-110 87 90 0
-110 -125 -66 0
-152 -110 -103 0
-110 58 38 0
-110 -40 54 0
110 154 13 0
110 -85 43 0
-110 77 -2 0
111 -128 -36 0
-111 57 87 0
111 -38 135 0
111 116 90 0
111 -26 -151 0
-111 -55 61 0
111 73 66 0
-111 3 149 0
-111 116 -142 0
102 111 5 0
-118 -111 88 0
-17 -112 37 0
-26 -112 30 0
-93 113 -91 0
-43 -113 14 0
-10 113 112 0
103 114 -91 0
57 114 -45 0
114 -83 -52 0
-148 -114 -140 0
114 -82 112 0
-46 -114 -73 0
-141 114 -22 0
-115 80 -151 0
-101 115 -62 0
-115 47 105 0
-78 -115 -82 0
-115 -6 -22 0
-76 115 64 0
123 -115 64 0
115 5 23 0
-68 115 88 0
115 -99 -80 0
116 89 -150 0
69 116 149 0
111 116 90 0
-119 116 -115 0
-78 116 -23 0
32 116 132 0
116 71 -14 0
-50 -116 -147 0
3 116 113 0
116 41 -114 0
-111 116 -142 0
118 116 26 0
-41 116 -148 0
-8 -117 -37 0
-117 123 -20 0
-25 117 -6 0
-117 -78 101 0
-117 -125 -45 0
-119 117 52 0
117 -18 135 0
-117 91 -97 0
152 117 73 0
-128 -117 29 0
-145 -117 -33 0
-117 101 14 0
129 117 106 0
-117 -89 64 0
-117 125 -47 0
-42 118 -64 0
118 -141 -134 0
118 11 133 0
136 118 13 0
118 31 -23 0
-110 -118 -48 0
136 118 -40 0
8 -118 141 0
118 -108 112 0
-118 57 -60 0
118 40 30 0
-102 -118 45 0
118 -150 134 0
118 132 75 0
118 -104 45 0
118 116 26 0
119 118 -149 0
-118 3 20 0
-118 -111 88 0
-119 -85 -65 0
-127 119 -13 0
-119 56 -104 0
-119 116 -115 0
-119 133 -143 0
-119 154 66 0
-119 117 52 0
119 -1 -97 0
119 103 54 0
-119 -40 15 0
119 -153 -41 0
-25 119 45 0
119 99 7 0
119 118 -149 0
119 -19 -75 0
119 50 135 0
119 -108 123 0
-119 88 65 0
-119 95 61 0
119 9 -73 0
-131 120 -75 0
-5 121 -36 0
27 -121 52 0
-66 121 -150 0
96 -121 97 0
-109 -122 13 0
71 122 75 0
-8 -123 62 0
-117 123 -20 0
-154 123 66 0
-133 -123 150 0
-144 -123 -148 0
42 123 -83 0
123 12 -44 0
55 -123 -52 0
123 -115 64 0
123 73 -67 0
-144 123 -37 0
-19 123 60 0
124 38 135 0
84 -124 -60 0
-43 124 -3 0
-85 -124 -7 0
103 -124 -99 0
-50 124 65 0
125 124 -3 0
-131 -124 4 0
10 124 -97 0
-92 -124 135 0
124 -4 46 0
124 -148 150 0
48 -124 -107 0
78 125 -120 0
95 -125 -2 0
125 -11 89 0
125 124 -3 0
-117 -125 -45 0
-125 46 7 0
-110 -125 -66 0
-125 -46 115 0
-125 -33 -5 0
-125 -94 -47 0
59 -125 -64 0
-84 -125 -155 0
-117 125 -47 0
-126 -40 -99 0
126 -27 148 0
126 106 -91 0
126 32 123 0
126 56 -97 0
126 10 67 0
-126 155 -37 0
126 -10 123 0
126 -3 73 0
126 95 19 0
-127 -148 15 0
127 -51 99 0
-127 119 -13 0
-127 106 -37 0
127 -105 45 0
127 -139 -115 0
-127 -95 -20 0
-127 -1 135 0
127 -3 88 0
-25 127 151 0
111 -128 -36 0
128 -87 -96 0
-128 -109 138 0
128 -15 -134 0
-128 -107 120 0
102 -128 -32 0
-128 -117 29 0
-128 -73 -30 0
128 95 21 0
-129 -20 74 0
-129 -24 -32 0
129 58 -21 0
-129 95 -49 0
-129 9 33 0
129 48 150 0
129 28 -143 0
-129 -10 79 0
129 -16 -82 0
152 -129 21 0
129 -2 116 0
-129 33 -55 0
129 -87 86 0
-76 -129 -100 0
129 117 106 0
2 130 113 0
-102 130 -80 0
50 130 63 0
-130 148 -45 0
130 -18 -21 0
-130 148 105 0
-103 -130 -79 0
-32 -130 64 0
-130 54 140 0
1 130 66 0
-130 -62 -30 0
131 -61 -30 0
110 131 3 0
102 -131 -143 0
-152 131 -106 0
131 -31 -37 0
1 -131 -120 0
-131 -30 -37 0
-131 120 -75 0
131 38 7 0
-131 -124 4 0
131 -64 23 0
-27 132 67 0
-132 23 135 0
118 132 75 0
-27 -132 -66 0
40 133 150 0
133 -83 112 0
9 133 134 0
-133 -123 150 0
-119 133 -143 0
-70 -133 -114 0
133 -88 74 0
-2 133 -22 0
27 133 53 0
62 134 -120 0
21 134 -75 0
-29 135 -37 0
81 135 52 0
89 135 75 0
-86 -135 -82 0
79 -135 -23 0
138 135 -97 0
95 135 37 0
135 74 37 0
-136 -148 135 0
-137 -136 -15 0
136 118 13 0
136 118 -40 0
-136 88 -47 0
-51 136 10 0
-136 140 -120 0
136 -56 52 0
136 -33 5 0
136 -35 10 0
1 136 122 0
-137 -85 86 0
-137 -46 83 0
-137 -136 -15 0
-8 137 83 0
-137 -76 60 0
137 145 -154 0
-137 18 149 0
-137 71 -38 0
-137 -103 15 0
-137 -144 10 0
137 58 -124 0
-138 -23 120 0
-138 -13 -82 0
50 138 -134 0
-138 -3 -90 0
138 38 -55 0
138 135 -97 0
-138 -7 -120 0
-138 55 105 0
48 138 -107 0
-27 138 151 0
-138 37 -97 0
139 88 -39 0
139 71 -66 0
127 -139 -115 0
-139 33 -97 0
-139 31 -30 0
-139 -78 -107 0
-68 -139 -71 0
-139 -11 -99 0
48 140 -113 0
8 140 28 0
-136 140 -120 0
87 140 -20 0
-141 54 -20 0
141 -74 -67 0
118 -141 -134 0
155 -141 -148 0
-33 -141 -142 0
-58 -141 88 0
-84 -141 -22 0
-141 114 -22 0
-57 141 12 0
141 -73 105 0
-68 -141 -133 0
-141 72 67 0
-9 -143 -53 0
-144 -123 -148 0
144 -51 26 0
144 49 104 0
144 -3 122 0
-144 106 15 0
-137 -144 10 0
-144 -18 -14 0
144 43 -142 0
-144 123 -37 0
-144 20 -45 0
144 84 61 0
-145 -32 -101 0
145 -81 -47 0
137 145 -154 0
-145 -44 -142 0
1 -145 107 0
145 -27 -6 0
-145 -94 -88 0
145 -107 -67 0
-145 -117 -33 0
146 12 44 0
-146 -45 -30 0
-146 53 14 0
146 55 -45 0
146 74 -53 0
110 -146 130 0
-49 -146 -113 0
69 146 -124 0
-93 146 12 0
103 146 52 0
-102 146 30 0
-108 -146 -82 0
-101 -147 -18 0
147 -21 52 0
24 147 -142 0
108 -147 107 0
95 147 132 0
19 -147 105 0
147 -79 53 0
-147 -88 83 0
-147 -5 -83 0
34 -147 135 0
-93 147 -6 0
-49 -147 15 0
-136 -148 135 0
148 -72 22 0
-127 -148 15 0
-130 148 -45 0
-148 -114 -140 0
59 -148 -5 0
-79 -148 -30 0
-130 148 105 0
3 -148 -5 0
-41 -148 -36 0
124 -148 150 0
-149 -67 112 0
-84 -149 -60 0
8 149 -88 0
-51 149 151 0
-155 -149 -44 0
81 -149 31 0
118 -150 134 0
21 150 143 0
-55 -150 75 0
-103 -150 -134 0
81 151 67 0
-85 -151 30 0
-152 131 -106 0
152 154 63 0
-152 -57 6 0
152 -129 21 0
152 117 73 0
-152 -110 -103 0
-34 152 -28 0
152 -78 89 0
59 152 22 0
-153 49 -30 0
85 -153 33 0
-153 -103 142 0
-153 -53 -112 0
119 -153 -41 0
-153 -78 135 0
95 154 41 0
-154 123 66 0
152 154 63 0
69 -154 15 0
16 -154 -73 0
-119 154 66 0
154 79 -53 0
-59 154 -113 0
-154 94 -123 0
110 154 13 0
154 96 -15 0
-154 48 88 0
-19 -155 -30 0
155 -141 -148 0
-69 -155 73 0
155 -20 31 0
-155 66 -45 0
-19 -155 65 0
-155 109 90 0
-126 155 -37 0
-155 -149 -44 0
