p cnf 160 680
32 141 -61 0
9 -32 -101 0
144 32 37 0
32 -65 105 0
103 32 -6 0
-32 -55 7 0
-32 -125 56 0
-32 79 96 0
-32 -49 -113 0
93 -32 -138 0
33 115 13 0
-51 -33 -75 0
-40 -33 86 0
34 -33 -120 0
33 -13 -114 0
68 33 -55 0
-33 106 12 0
124 33 -31 0
-87 33 -61 0
42 -34 47 0
34 130 134 0
34 -159 -120 0
34 112 82 0
-34 -153 -126 0
34 -33 -120 0
-34 118 48 0
-34 66 -82 0
-35 124 -41 0
-35 -117 13 0
35 141 99 0
-35 -123 -31 0
-35 -77 -75 0
144 -35 19 0
129 35 82 0
-35 -41 -29 0
35 -124 20 0
35 -160 -83 0
-128 -35 142 0
35 128 12 0
-77 -35 -114 0
1 -35 13 0
-35 -36 151 0
35 -114 -45 0
-129 36 -105 0
-119 36 52 0
-36 -82 45 0
-116 -36 -82 0
-35 -36 151 0
-27 37 82 0
-114 37 -90 0
38 74 66 0
38 55 -47 0
155 38 98 0
-10 -38 -99 0
-95 38 14 0
-81 38 22 0
136 38 -75 0
68 38 31 0
48 -38 -159 0
-131 39 -88 0
-46 39 91 0
-70 39 -151 0
-62 -39 -142 0
-39 121 -67 0
-40 -131 132 0
40 26 159 0
-40 79 -80 0
40 140 -113 0
40 135 -53 0
40 28 -75 0
-40 -33 86 0
-118 40 116 0
40 -143 -31 0
-154 41 -151 0
137 41 -29 0
-42 41 29 0
41 64 135 0
41 -124 -52 0
41 80 -120 0
-41 -20 -142 0
-35 -41 -29 0
41 81 157 0
-136 41 -74 0
41 -159 97 0
76 41 143 0
41 63 121 0
-2 -41 147 0
42 -34 47 0
-42 5 66 0
-42 41 29 0
-42 -125 115 0
42 125 67 0
-42 111 -160 0
-43 145 16 0
144 -43 -123 0
43 -141 -29 0
-43 84 130 0
-43 -126 -26 0
-43 101 -13 0
-43 50 -105 0
43 -5 -30 0
8 -43 20 0
-43 23 159 0
-43 19 -53 0
-43 70 159 0
76 -44 96 0
-96 -44 61 0
157 -44 23 0
46 -114 -61 0
-46 39 91 0
145 46 -52 0
-46 52 -7 0
-95 -46 -62 0
127 46 150 0
160 46 -20 0
-58 46 104 0
46 -148 158 0
4 -46 14 0
-46 88 132 0
-127 -47 67 0
-127 47 7 0
-47 65 61 0
71 -47 107 0
-47 28 7 0
54 47 143 0
-48 -149 -91 0
50 -48 -63 0
-48 140 45 0
48 -155 22 0
48 107 66 0
-48 107 -112 0
-145 48 155 0
108 48 -30 0
-51 -48 156 0
58 48 -71 0
10 48 -5 0
129 48 132 0
-48 -130 21 0
58 48 -115 0
-118 48 13 0
48 147 -74 0
-48 60 -151 0
48 -38 -159 0
49 5 -52 0
-1 -49 83 0
49 26 -75 0
118 -49 -18 0
49 123 28 0
8 49 6 0
-32 -49 130 0
146 49 37 0
49 -78 -140 0
49 27 133 0
-32 -49 -113 0
-129 50 -157 0
50 -48 -63 0
110 -50 -88 0
145 50 126 0
50 90 -7 0
50 -126 -98 0
50 71 -150 0
50 -139 87 0
-50 -70 30 0
-119 50 -57 0
-50 124 67 0
50 3 122 0
-50 -57 -29 0
-43 50 -105 0
-50 5 -67 0
51 -18 -36 0
-51 -26 101 0
51 -65 14 0
-51 147 157 0
51 55 121 0
-51 87 20 0
-51 -158 -104 0
-51 -33 -75 0
-51 -10 -125 0
51 144 -81 0
51 129 62 0
-51 128 54 0
-51 -48 156 0
51 -102 105 0
51 153 44 0
-51 77 -60 0
51 -24 -35 0
-6 -52 -37 0
-46 52 -7 0
-56 53 82 0
-128 -53 105 0
-78 -53 52 0
-8 -53 -105 0
-102 -53 -91 0
-23 -53 -112 0
-73 -53 -142 0
-160 54 67 0
-26 54 -66 0
76 54 -83 0
-98 54 120 0
-108 54 13 0
58 54 -75 0
-25 -54 -83 0
54 47 143 0
79 -54 112 0
-94 -55 -39 0
55 73 157 0
55 122 113 0
38 55 -47 0
51 55 121 0
108 -55 -107 0
-24 55 158 0
-32 -55 7 0
56 -18 -134 0
-56 53 82 0
69 56 -14 0
-79 56 -7 0
-10 -56 -63 0
56 -156 74 0
117 -56 138 0
19 -56 133 0
-102 -57 -29 0
57 11 -29 0
-57 81 54 0
-144 57 -46 0
-57 94 -18 0
19 57 -30 0
-50 -57 -29 0
128 -57 -146 0
1 -58 -124 0
-58 -79 73 0
-58 88 150 0
58 -63 115 0
58 -71 149 0
-58 -87 154 0
58 -10 -120 0
-58 147 -28 0
58 48 -71 0
-58 46 104 0
-58 -124 -89 0
58 -95 22 0
58 54 -75 0
-84 58 -132 0
58 48 -115 0
58 132 20 0
58 130 86 0
145 58 123 0
58 -130 140 0
-58 -9 6 0
-59 -98 64 0
-59 -18 46 0
59 -3 -66 0
-59 -16 -156 0
59 -1 106 0
59 -16 135 0
-59 86 -13 0
59 -11 138 0
-48 60 -151 0
98 61 143 0
135 -61 -75 0
-106 -61 -75 0
-80 -61 -74 0
13 -61 -44 0
-68 -61 45 0
-155 -61 -104 0
71 -61 -67 0
-129 -62 -90 0
77 -62 151 0
-12 -62 -66 0
-62 -39 -142 0
-63 -73 91 0
-118 -63 -75 0
63 143 159 0
-63 158 -120 0
32 63 -73 0
-115 -63 -47 0
58 -63 115 0
-160 -63 -83 0
-63 98 91 0
-137 -63 55 0
-130 63 114 0
152 -63 89 0
-63 135 22 0
41 63 121 0
-139 -64 -23 0
41 64 135 0
128 -64 -75 0
64 98 -90 0
-64 -158 -91 0
100 -64 -29 0
51 -65 14 0
-65 91 -75 0
21 -65 121 0
-47 65 61 0
32 -65 105 0
-18 -65 88 0
-128 66 -37 0
108 66 -22 0
-34 66 -82 0
-102 -67 15 0
-68 119 -21 0
68 -19 -64 0
-68 -84 -113 0
68 -94 -99 0
-68 16 114 0
68 18 21 0
-68 -77 -157 0
68 33 -55 0
-68 -61 45 0
68 38 31 0
-8 68 -156 0
68 14 7 0
69 100 159 0
-129 69 10 0
69 -12 -107 0
69 56 -14 0
69 -160 60 0
-9 69 -78 0
69 91 -82 0
-118 69 6 0
-69 114 61 0
-69 -115 -121 0
-69 28 -30 0
-127 -70 91 0
70 -26 -82 0
-70 -124 -6 0
-70 39 -151 0
70 81 -142 0
-50 -70 30 0
1 -70 18 0
-70 -116 -41 0
70 150 66 0
70 -72 -36 0
70 -138 -45 0
-70 -99 82 0
-43 70 159 0
136 -71 -156 0
71 20 13 0
9 71 -13 0
58 -71 149 0
154 -71 7 0
50 71 -150 0
78 71 55 0
-127 -71 -143 0
71 -47 107 0
71 21 -159 0
-1 -71 74 0
137 -71 106 0
71 -61 -67 0
-145 -72 -88 0
95 -72 -159 0
-72 -107 -104 0
-72 121 104 0
10 -72 61 0
72 -99 -97 0
136 72 39 0
147 -72 -31 0
26 -72 142 0
70 -72 -36 0
72 21 47 0
-72 -150 -90 0
-63 -73 91 0
55 73 157 0
145 73 -37 0
107 73 143 0
-73 -53 -142 0
38 74 66 0
100 -74 -142 0
-135 -74 30 0
-92 75 -45 0
76 -44 96 0
76 -119 -6 0
76 137 -140 0
76 54 -83 0
76 137 35 0
-137 -76 65 0
76 10 -56 0
76 109 -135 0
76 9 -89 0
76 41 143 0
76 18 -149 0
76 131 46 0
-76 153 -50 0
77 -62 151 0
-77 95 49 0
-35 -77 -75 0
-77 108 -114 0
-102 -77 -113 0
-77 -35 -114 0
-68 -77 -157 0
-51 77 -60 0
-77 -95 -54 0
77 117 -104 0
-78 -53 52 0
125 -78 -80 0
-78 -106 -120 0
78 71 55 0
49 -78 -140 0
25 78 122 0
-58 -79 73 0
79 21 -148 0
-40 79 -80 0
-79 56 -7 0
-10 -79 -149 0
-145 79 20 0
-32 79 96 0
79 -54 112 0
-2 80 -53 0
41 80 -120 0
80 113 -121 0
-80 -61 -74 0
9 81 -15 0
10 -81 -113 0
-57 81 54 0
41 81 157 0
-152 81 83 0
70 81 -142 0
81 22 45 0
-81 38 22 0
81 88 134 0
-36 -82 45 0
103 -83 -36 0
-9 83 37 0
84 -117 -96 0
84 130 -7 0
-84 -26 73 0
-68 -84 -113 0
-43 84 130 0
-85 84 -61 0
-129 84 7 0
84 157 75 0
-84 58 -132 0
-8 -84 45 0
-84 103 -70 0
-85 -4 46 0
-85 -18 -65 0
85 -106 -83 0
85 160 72 0
-85 -103 118 0
-85 84 -61 0
-85 -128 109 0
-85 11 38 0
85 132 -61 0
-85 136 -117 0
125 -86 140 0
3 -86 -66 0
-11 86 -158 0
-86 -3 -23 0
131 86 -82 0
-100 -86 -104 0
-59 86 -13 0
86 -113 -151 0
86 120 -67 0
-87 29 -65 0
-51 87 20 0
87 13 -31 0
-58 -87 154 0
129 87 -20 0
-87 28 -83 0
111 -87 -121 0
-8 -87 -52 0
-17 -87 -151 0
-100 87 82 0
-87 33 -61 0
-58 88 150 0
-149 -88 45 0
24 -88 -120 0
11 88 -143 0
81 88 134 0
-88 13 30 0
-46 88 132 0
-89 150 -142 0
-89 -157 112 0
50 90 -7 0
91 -150 96 0
-65 91 -75 0
69 91 -82 0
152 -91 151 0
-125 91 61 0
-92 75 -45 0
92 -32 -140 0
-92 141 -73 0
-92 -27 -113 0
-92 29 -30 0
-92 -160 23 0
-129 92 65 0
-92 136 -109 0
127 92 -56 0
93 -144 113 0
93 -24 154 0
-119 -93 -136 0
93 9 -151 0
-93 -24 -7 0
-93 -24 160 0
93 -116 12 0
93 -32 -138 0
-94 -55 -39 0
68 -94 -99 0
-57 94 -18 0
-94 156 -105 0
32 94 157 0
-1 -94 -104 0
111 -94 133 0
-116 94 142 0
145 94 -113 0
95 -72 -159 0
-77 95 49 0
131 -95 81 0
-95 116 -112 0
-95 38 14 0
-95 -46 -62 0
58 -95 22 0
95 -101 74 0
-77 -95 -54 0
111 95 6 0
-116 96 112 0
-5 -96 67 0
-96 -44 61 0
-59 -98 64 0
98 61 143 0
-100 98 -82 0
-26 -98 143 0
-17 98 112 0
-63 98 91 0
64 98 -90 0
-155 -98 -83 0
-17 98 97 0
127 98 149 0
-98 54 120 0
-117 98 -6 0
99 -15 -37 0
-99 -132 112 0
72 -99 -97 0
-70 -99 82 0
-100 115 15 0
100 -74 -142 0
69 100 159 0
-100 98 -82 0
100 115 151 0
-100 -20 135 0
1 -100 11 0
-100 -86 -104 0
100 -64 -29 0
100 150 -97 0
100 124 -75 0
-100 87 82 0
100 115 -39 0
-101 149 122 0
126 101 -156 0
19 -101 140 0
-43 101 -13 0
95 -101 74 0
-101 23 82 0
125 -101 6 0
-101 -104 45 0
-102 -57 -29 0
-102 -145 87 0
-102 144 59 0
-102 -53 -91 0
102 154 -62 0
-102 -77 -113 0
51 -102 105 0
-102 -110 149 0
-102 -133 135 0
-102 -67 15 0
152 103 139 0
-103 -140 -22 0
17 103 28 0
103 -140 -44 0
-103 -155 97 0
-118 -103 100 0
-85 -103 118 0
-103 -9 -72 0
103 -83 -36 0
103 -140 -28 0
-144 -103 -109 0
103 32 -6 0
-103 158 120 0
153 103 -80 0
-84 103 -70 0
-103 -16 30 0
-111 -104 -135 0
104 113 -97 0
-101 -104 45 0
16 105 -90 0
-141 -106 -28 0
139 106 135 0
85 -106 -83 0
-106 -61 -75 0
-78 -106 -120 0
111 106 148 0
-33 106 12 0
-115 -106 -88 0
106 -159 -7 0
-72 -107 -104 0
-2 107 157 0
-128 107 47 0
-26 107 -22 0
48 107 66 0
-48 107 -112 0
139 107 -14 0
107 73 143 0
-108 -138 -56 0
-24 -108 82 0
108 66 -22 0
108 -55 -107 0
108 158 151 0
-108 -156 98 0
-119 108 115 0
-77 108 -114 0
118 -108 -125 0
108 48 -30 0
108 -28 140 0
152 -108 -151 0
-108 54 13 0
108 26 -105 0
-154 -108 150 0
108 -10 -26 0
144 108 -87 0
-145 109 44 0
109 -132 7 0
-109 -3 -55 0
-155 109 121 0
76 109 -135 0
-11 -109 83 0
-109 -148 96 0
109 3 138 0
-110 -144 70 0
110 -50 -88 0
110 -26 -159 0
110 31 143 0
-110 -156 -89 0
-102 -110 149 0
-110 139 -123 0
-118 -111 -109 0
111 26 80 0
111 -19 -133 0
127 -111 19 0
-42 111 -160 0
-111 -104 -135 0
111 106 148 0
111 -94 133 0
111 -87 -121 0
-111 130 -156 0
111 95 6 0
34 112 82 0
-121 113 -74 0
80 113 -121 0
16 -113 90 0
104 113 -97 0
86 -113 -151 0
-123 114 105 0
46 -114 -61 0
-69 114 61 0
35 -114 -45 0
-114 37 -90 0
-100 115 15 0
8 115 -60 0
100 115 151 0
33 115 13 0
-115 -63 -47 0
27 -115 46 0
-69 -115 -121 0
-115 -106 -88 0
100 115 -39 0
-116 96 112 0
-95 116 -112 0
-116 18 97 0
-116 -36 -82 0
10 116 121 0
-70 -116 -41 0
3 -116 -30 0
-116 94 142 0
116 -148 -96 0
93 -116 12 0
-129 -117 -37 0
84 -117 -96 0
-35 -117 13 0
145 -117 106 0
-117 23 -150 0
117 -19 -82 0
131 -117 19 0
-17 -117 21 0
117 -56 138 0
-117 -27 -45 0
-117 156 53 0
-129 -117 -63 0
-117 98 -6 0
77 117 -104 0
-118 -111 -109 0
-118 -63 -75 0
118 147 -148 0
-127 118 -33 0
118 -49 -18 0
-118 -103 100 0
118 -160 98 0
118 -108 -125 0
-118 69 6 0
-34 118 48 0
-118 40 116 0
-118 -19 -61 0
-118 48 13 0
118 -123 88 0
119 130 132 0
-119 14 159 0
-68 119 -21 0
76 -119 -6 0
119 149 23 0
-119 36 52 0
119 -20 -132 0
-119 -93 -136 0
-119 108 115 0
152 119 27 0
-119 -13 -90 0
119 -12 -143 0
-119 -139 -71 0
-119 50 -57 0
119 -12 -148 0
119 -9 112 0
119 8 39 0
86 120 -67 0
16 -121 7 0
-72 121 104 0
125 121 22 0
-121 113 -74 0
-12 121 66 0
-39 121 -67 0
19 -122 151 0
55 122 113 0
139 122 31 0
12 122 -151 0
122 28 -82 0
-155 122 -44 0
154 -122 -22 0
-123 114 105 0
-35 -123 -31 0
49 123 28 0
-32 -123 -31 0
123 -140 36 0
-153 123 -62 0
123 -133 6 0
118 -123 88 0
-126 -124 -66 0
-35 124 -41 0
-124 -130 11 0
41 -124 -52 0
-124 31 97 0
-70 -124 -6 0
35 -124 20 0
124 -133 5 0
-124 -132 -22 0
-124 31 142 0
-58 -124 -89 0
27 -124 142 0
-17 124 -151 0
-50 124 67 0
100 124 -75 0
-145 -124 151 0
124 33 -31 0
-124 12 -158 0
-1 124 114 0
125 -78 -80 0
-42 -125 115 0
125 -86 140 0
125 121 22 0
42 125 67 0
128 125 98 0
-154 125 -101 0
-32 -125 56 0
-125 91 61 0
-125 29 -6 0
125 -101 6 0
-126 -124 -66 0
-126 28 120 0
126 101 -156 0
50 -126 -98 0
-43 -126 -26 0
126 -16 -159 0
-127 -70 91 0
127 -21 -96 0
127 152 -53 0
127 -144 142 0
-127 118 -33 0
127 3 -141 0
127 -111 19 0
127 -145 -92 0
-127 -47 67 0
-127 47 7 0
127 46 150 0
127 98 149 0
-127 -71 -143 0
-127 -132 -121 0
127 92 -56 0
-128 -53 105 0
-128 66 -37 0
-128 107 47 0
128 -31 -121 0
128 -64 -75 0
128 125 98 0
-152 -128 28 0
-51 128 54 0
-85 -128 109 0
-128 -35 142 0
35 128 12 0
128 -57 -146 0
24 -128 140 0
-129 -117 -37 0
-129 -62 -90 0
-129 36 -105 0
-129 50 -157 0
-129 69 10 0
129 3 -75 0
129 35 82 0
51 129 62 0
129 87 -20 0
129 11 61 0
-129 84 7 0
-129 -117 -63 0
-129 92 65 0
129 48 132 0
84 130 -7 0
119 130 132 0
34 130 134 0
-124 -130 11 0
-153 -130 -107 0
139 -130 -123 0
26 -130 141 0
-130 63 114 0
-48 -130 21 0
58 130 86 0
58 -130 140 0
-111 130 -156 0
-131 138 155 0
-40 -131 132 0
131 -95 81 0
-131 39 -88 0
131 -117 19 0
131 86 -82 0
131 -154 -14 0
9 131 146 0
76 131 46 0
17 131 151 0
-12 132 -90 0
109 -132 7 0
153 132 83 0
-124 -132 -22 0
-99 -132 112 0
-127 -132 -121 0
-19 -132 -36 0
85 132 -61 0
58 132 20 0
124 -133 5 0
123 -133 6 0
-102 -133 135 0
-133 -30 45 0
135 -61 -75 0
-135 -74 30 0
40 135 -53 0
-14 135 143 0
-63 135 22 0
-137 135 60 0
149 -135 -52 0
145 135 75 0
136 -71 -156 0
-136 -12 134 0
-136 24 -97 0
-136 41 -74 0
152 -136 -151 0
136 72 39 0
136 38 -75 0
-85 136 -117 0
-92 136 -109 0
-17 136 -29 0
137 41 -29 0
76 137 -140 0
17 137 -91 0
76 137 35 0
-137 -76 65 0
-137 -63 55 0
137 -146 138 0
-137 135 60 0
137 -71 106 0
-131 138 155 0
-108 -138 -56 0
-32 -138 -47 0
154 138 -74 0
144 138 91 0
9 -138 124 0
-11 -138 -6 0
70 -138 -45 0
139 23 -121 0
-139 -64 -23 0
139 122 31 0
139 106 135 0
139 107 -14 0
-153 -139 138 0
50 -139 87 0
139 -130 -123 0
24 139 -54 0
-119 -139 -71 0
-110 139 -123 0
-103 -140 -22 0
103 -140 -44 0
-48 140 45 0
-25 -140 107 0
40 140 -113 0
103 -140 -28 0
123 -140 36 0
35 141 99 0
-141 -106 -28 0
43 -141 -29 0
-92 141 -73 0
-141 157 82 0
32 141 -61 0
-3 142 45 0
-155 -142 -7 0
63 143 159 0
-10 -143 67 0
40 -143 -31 0
-143 7 151 0
-110 -144 70 0
-144 8 -27 0
127 -144 142 0
144 -43 -123 0
93 -144 113 0
-144 25 -41 0
144 -35 19 0
-102 144 59 0
144 138 91 0
51 144 -81 0
-8 -144 3 0
-144 57 -46 0
-144 -12 45 0
144 -24 148 0
144 -154 -15 0
144 145 117 0
-144 -103 -109 0
144 -29 -134 0
144 32 37 0
-144 25 -113 0
144 108 -87 0
-145 109 44 0
-43 145 16 0
-102 -145 87 0
-145 -72 -88 0
145 50 126 0
145 -117 106 0
145 73 -37 0
127 -145 -92 0
-145 79 20 0
145 46 -52 0
-145 48 155 0
144 145 117 0
-145 -124 151 0
-145 21 -120 0
145 58 123 0
145 94 -113 0
145 135 75 0
1 -146 -55 0
146 49 37 0
24 146 -96 0
137 -146 138 0
146 -3 -20 0
146 -20 -15 0
118 147 -148 0
-51 147 157 0
153 -147 89 0
-58 147 -28 0
147 -72 -31 0
-25 -147 -140 0
48 147 -74 0
-153 148 -21 0
-156 148 -75 0
9 148 -6 0
46 -148 158 0
-27 -148 104 0
-109 -148 96 0
116 -148 -96 0
-48 -149 -91 0
119 149 23 0
-101 149 122 0
-149 -88 45 0
149 -135 -52 0
-89 150 -142 0
91 -150 96 0
70 150 66 0
100 150 -97 0
-72 -150 -90 0
152 150 -22 0
152 103 139 0
127 152 -53 0
-152 -15 -90 0
152 119 27 0
-152 -128 28 0
-152 81 83 0
152 -91 151 0
152 11 -20 0
152 -136 -151 0
152 -108 -151 0
152 -63 89 0
152 25 91 0
152 157 112 0
152 150 -22 0
-153 148 -21 0
153 -11 -97 0
-34 -153 -126 0
-153 -10 81 0
153 -147 89 0
153 132 83 0
-153 -139 138 0
-153 -130 -107 0
-153 154 -81 0
-153 123 -62 0
153 20 140 0
51 153 44 0
153 103 -80 0
-76 153 -50 0
-154 41 -151 0
154 138 -74 0
102 154 -62 0
154 -71 7 0
131 -154 -14 0
144 -154 -15 0
-153 154 -81 0
-154 125 -101 0
-154 -108 150 0
154 -122 -22 0
-154 155 31 0
155 -12 -105 0
25 -155 -98 0
-103 -155 97 0
48 -155 22 0
-155 109 121 0
155 38 98 0
-155 -3 -5 0
-155 -98 -83 0
19 -155 -33 0
-155 122 -44 0
-155 -142 -7 0
-155 -61 -104 0
-154 155 31 0
-156 148 -75 0
-108 -156 98 0
19 -156 73 0
56 -156 74 0
-110 -156 -89 0
-2 156 -5 0
-94 156 -105 0
-117 156 53 0
-141 157 82 0
157 -44 23 0
84 157 75 0
-89 -157 112 0
152 157 112 0
-17 157 -158 0
108 158 151 0
-63 158 -120 0
-51 -158 -104 0
-64 -158 -91 0
-103 158 120 0
2 158 -112 0
34 -159 -120 0
9 -159 -134 0
-21 -159 82 0
41 -159 97 0
106 -159 -7 0
-160 54 67 0
69 -160 60 0
160 -26 -75 0
85 160 72 0
1 -160 -113 0
-160 -63 -83 0
118 -160 98 0
35 -160 -83 0
160 46 -20 0
-92 -160 23 0
