p cnf 170 723
27 54 -151 0
88 28 97 0
28 150 30 0
95 28 -74 0
58 28 14 0
28 -44 97 0
88 28 -7 0
-28 165 164 0
28 140 97 0
-46 -28 -122 0
27 28 -120 0
-28 6 -134 0
168 -28 67 0
102 28 120 0
28 -30 -52 0
-125 29 52 0
29 -112 -7 0
-29 5 -22 0
-2 -29 -167 0
92 -29 -61 0
-130 29 112 0
-108 -30 -82 0
28 -30 -52 0
-146 -31 15 0
34 -31 -36 0
-106 31 14 0
-32 27 70 0
-32 74 113 0
32 123 90 0
-103 32 86 0
32 4 47 0
77 -32 12 0
162 -32 14 0
32 18 91 0
-32 -101 -140 0
32 38 90 0
17 -32 6 0
-137 -32 -37 0
-162 -32 29 0
-93 -33 -157 0
153 -33 -22 0
-146 33 -120 0
-33 156 23 0
33 -167 -157 0
-136 33 98 0
33 -156 106 0
-108 33 96 0
-86 -33 31 0
-169 -33 67 0
136 -33 22 0
34 20 -142 0
137 -34 -132 0
34 -60 -67 0
34 62 97 0
34 46 164 0
-34 -62 151 0
34 135 143 0
-34 109 -5 0
34 102 -3 0
-34 4 -167 0
34 20 -74 0
144 -34 -101 0
-34 100 -75 0
34 -31 -36 0
34 -163 13 0
35 118 -79 0
-35 41 -74 0
35 167 15 0
35 136 15 0
35 9 136 0
35 -64 -115 0
-93 35 53 0
-16 -35 -11 0
35 78 -30 0
-58 -35 -167 0
35 -61 -23 0
-35 -154 165 0
-35 154 -122 0
35 83 -120 0
-35 -109 -21 0
36 83 -90 0
-170 36 159 0
36 -82 45 0
-99 -36 37 0
157 37 -15 0
-115 -38 -60 0
38 150 -53 0
-119 38 -140 0
32 38 90 0
-69 38 -36 0
38 -83 82 0
-117 38 54 0
38 81 -167 0
39 6 -159 0
39 -44 113 0
-40 95 -52 0
170 40 167 0
40 -115 67 0
-40 155 66 0
40 -21 -133 0
-93 40 122 0
-119 40 -109 0
169 40 112 0
40 18 -164 0
17 -40 -168 0
58 -40 123 0
108 40 21 0
93 -40 -120 0
125 40 113 0
40 -44 -61 0
-51 -40 23 0
-35 41 -74 0
-77 41 -61 0
-41 -155 12 0
41 148 150 0
163 -41 52 0
-42 118 -5 0
-42 -5 -23 0
42 -138 -165 0
42 128 67 0
42 -84 146 0
42 -105 -151 0
51 -42 -89 0
42 -161 -4 0
42 -161 -116 0
-42 108 113 0
42 157 -6 0
-42 -58 -47 0
110 42 138 0
43 156 73 0
43 148 132 0
-43 100 -130 0
43 -19 -49 0
1 43 -106 0
-76 -43 -162 0
-145 43 20 0
-126 43 150 0
43 150 104 0
-43 147 13 0
43 3 -123 0
-43 -83 104 0
-43 -50 89 0
28 -44 97 0
-140 -44 -150 0
-50 -44 -23 0
55 -44 60 0
39 -44 113 0
40 -44 -61 0
108 44 -97 0
111 44 45 0
-91 -45 82 0
80 -45 52 0
76 46 -37 0
117 -46 -123 0
-27 46 -99 0
161 -46 -135 0
34 46 164 0
93 46 -159 0
-84 46 -82 0
56 -46 52 0
-46 -28 -122 0
126 -46 -54 0
2 -46 -65 0
-163 -46 88 0
-117 47 -135 0
73 -47 96 0
87 47 104 0
51 -48 -112 0
-86 -48 91 0
-27 -48 -31 0
-87 48 -73 0
25 48 121 0
48 -148 120 0
48 -65 -52 0
48 79 31 0
48 -11 158 0
-103 -49 120 0
-49 -18 122 0
49 139 -41 0
-170 49 -55 0
-49 -99 45 0
49 169 -121 0
-16 49 -96 0
78 49 -151 0
-58 -49 -167 0
-49 147 -48 0
49 94 -99 0
-49 -133 6 0
-49 -156 -164 0
-1 -49 -125 0
50 160 91 0
50 107 121 0
-50 138 -48 0
50 99 -52 0
16 50 -91 0
-9 -50 -123 0
-59 -50 67 0
-1 -50 -154 0
-50 -44 -23 0
50 88 -20 0
50 66 -22 0
-43 -50 89 0
153 -50 -128 0
51 50 -40 0
51 -122 -66 0
51 -48 -112 0
51 69 3 0
51 98 -97 0
51 2 -138 0
-51 -101 112 0
51 124 22 0
-51 -11 -89 0
-51 -9 -128 0
51 -42 -89 0
-127 -51 135 0
51 54 61 0
-51 -40 23 0
51 50 -40 0
-118 52 -151 0
-125 52 90 0
-139 53 -164 0
-4 53 -158 0
-80 53 60 0
114 -53 112 0
146 53 37 0
-66 53 112 0
-99 53 -36 0
-57 53 -60 0
-141 -54 -164 0
110 -54 -61 0
130 -54 -45 0
51 54 61 0
-84 -54 -151 0
27 54 -151 0
-24 55 -37 0
-101 -55 6 0
2 55 -14 0
-71 55 21 0
-12 -55 -13 0
136 55 104 0
-78 -55 6 0
55 74 134 0
94 55 -54 0
55 -89 -37 0
55 -44 60 0
-111 -55 -23 0
-2 -56 -67 0
-56 132 -91 0
-24 -56 62 0
-56 -149 66 0
-95 56 30 0
56 -46 52 0
56 -167 -157 0
57 91 -142 0
-57 133 83 0
-57 148 121 0
85 -57 45 0
-68 -57 99 0
-136 57 150 0
-57 -101 134 0
-57 106 -54 0
-57 139 -124 0
-57 53 -60 0
68 -57 112 0
-25 57 120 0
-58 72 143 0
-58 99 113 0
-58 99 -60 0
-58 -49 -167 0
58 28 14 0
-58 -1 66 0
58 -40 123 0
-58 -35 -167 0
-58 -116 135 0
58 -106 -80 0
-58 -111 147 0
-42 -58 -47 0
59 -16 -107 0
59 9 -73 0
-59 139 -30 0
-59 -69 132 0
-59 -10 101 0
-59 2 -5 0
-59 -50 67 0
-59 9 -142 0
-59 106 28 0
34 -60 -67 0
95 61 105 0
-160 61 -121 0
166 61 60 0
26 61 -90 0
35 -61 -23 0
80 -61 -15 0
166 62 121 0
110 -62 -158 0
156 -62 96 0
34 62 97 0
-88 62 -31 0
-34 -62 151 0
-62 -91 97 0
-168 -62 90 0
-63 -167 -149 0
63 -13 -122 0
-18 63 -7 0
-152 63 -6 0
-63 -13 -66 0
168 64 -44 0
108 -64 -74 0
-163 -64 -20 0
-137 64 -151 0
131 64 112 0
35 -64 -115 0
170 -64 -113 0
-100 65 113 0
154 65 151 0
-65 -135 -105 0
48 -65 -52 0
65 -83 82 0
-65 14 -165 0
-77 65 7 0
-66 113 -105 0
66 -151 -164 0
-66 53 112 0
50 66 -22 0
-16 -66 -14 0
68 116 138 0
68 -128 -101 0
-68 -57 99 0
68 85 -3 0
68 -160 -55 0
68 -57 112 0
68 88 -62 0
69 150 -104 0
-69 -149 14 0
51 69 3 0
-59 -69 132 0
69 -131 -142 0
69 70 101 0
-69 38 -36 0
-162 69 101 0
-17 -70 55 0
69 70 101 0
-25 -70 13 0
-127 70 -86 0
-70 -156 6 0
-70 -154 65 0
146 -70 -151 0
125 70 56 0
-71 55 21 0
71 141 -52 0
71 150 113 0
-129 -71 -105 0
-169 71 112 0
71 -80 -91 0
-71 141 74 0
16 72 64 0
-72 165 7 0
-58 72 143 0
-72 159 -134 0
-72 -21 -30 0
-109 72 -20 0
-92 -72 -107 0
-147 -72 96 0
73 -47 96 0
10 73 -83 0
-130 73 28 0
-125 73 66 0
-32 74 113 0
-74 -150 -75 0
156 -74 -159 0
-10 74 159 0
55 74 134 0
-128 74 -150 0
17 75 134 0
-89 75 -37 0
76 46 -37 0
-76 87 75 0
-76 -142 -7 0
-76 -43 -162 0
76 -146 62 0
76 3 66 0
76 -18 116 0
-76 165 37 0
-77 146 -148 0
-152 77 -97 0
77 -81 -20 0
-77 41 -61 0
-77 121 151 0
77 -32 12 0
77 95 -167 0
77 169 80 0
-25 77 -75 0
-152 77 136 0
77 -79 96 0
77 -109 13 0
77 80 53 0
-77 -141 149 0
-162 -77 45 0
-77 65 7 0
-10 -78 -13 0
78 49 -151 0
-24 -78 168 0
-16 -78 67 0
-110 78 158 0
-78 89 -47 0
78 166 -83 0
-78 -55 6 0
78 120 -75 0
78 -88 -44 0
78 -167 -91 0
35 78 -30 0
-16 78 -116 0
78 -87 -27 0
-78 132 -28 0
-79 -157 -158 0
79 -168 75 0
-144 -79 135 0
-8 -79 -166 0
77 -79 96 0
-103 79 -67 0
84 79 38 0
48 79 31 0
-79 133 80 0
127 -79 99 0
-80 53 60 0
71 -80 -91 0
80 -45 52 0
80 23 -60 0
77 80 53 0
80 -61 -15 0
-81 -99 -5 0
137 -81 -88 0
-81 -157 44 0
77 -81 -20 0
17 -81 -83 0
-81 96 45 0
-160 -81 15 0
38 81 -167 0
-139 81 -30 0
133 -81 112 0
36 -82 45 0
36 83 -90 0
-144 -83 -121 0
-140 83 37 0
65 -83 82 0
38 -83 82 0
-43 -83 104 0
11 83 -45 0
35 83 -120 0
-84 167 96 0
-84 46 -82 0
42 -84 146 0
-85 -84 146 0
84 79 38 0
-84 -54 -151 0
-85 8 141 0
-85 135 -113 0
-85 -160 -6 0
85 -57 45 0
-8 85 112 0
68 85 -3 0
-85 -84 146 0
85 102 78 0
86 143 67 0
-86 -48 91 0
153 -86 61 0
-86 -33 31 0
-86 155 99 0
-111 87 -54 0
153 -87 122 0
126 -87 -78 0
-87 -10 -63 0
-76 87 75 0
-87 -157 -47 0
-87 48 -73 0
-87 116 -105 0
87 98 -73 0
111 -87 -72 0
87 154 28 0
87 150 135 0
125 87 -23 0
170 87 -7 0
78 -87 -27 0
87 47 104 0
88 28 97 0
-123 88 -83 0
-88 62 -31 0
88 28 -7 0
78 -88 -44 0
50 88 -20 0
68 88 -62 0
152 -89 -82 0
-89 14 -60 0
-89 75 -37 0
16 -89 150 0
-108 -89 99 0
21 -89 -165 0
155 -89 65 0
-78 89 -47 0
125 89 134 0
117 -89 -157 0
168 -89 52 0
55 -89 -37 0
-130 -89 -166 0
-99 90 7 0
57 91 -142 0
27 91 -75 0
91 -14 74 0
-145 -91 142 0
95 91 -104 0
-62 -91 97 0
-91 -45 82 0
101 -91 82 0
92 9 40 0
92 -100 -154 0
92 131 115 0
92 109 5 0
92 -116 -30 0
-92 -72 -107 0
-92 20 140 0
-127 92 -116 0
92 117 -148 0
-152 -92 23 0
-92 -18 -122 0
92 -145 -169 0
92 -29 -61 0
92 -117 -63 0
-93 -33 -157 0
144 -93 29 0
93 162 90 0
93 -27 62 0
93 -17 -1 0
93 46 -159 0
93 12 -166 0
-93 40 122 0
93 11 -31 0
-93 35 53 0
93 -40 -120 0
93 147 48 0
-93 -133 -44 0
-93 26 62 0
-94 -12 123 0
94 55 -54 0
94 -149 -82 0
-145 94 159 0
49 94 -99 0
24 95 -100 0
-40 95 -52 0
95 61 105 0
95 28 -74 0
95 -4 -61 0
119 -95 79 0
103 -95 -99 0
95 91 -104 0
95 -124 4 0
77 95 -167 0
-95 56 30 0
-95 104 -158 0
-95 -11 -166 0
95 123 -44 0
148 -96 -53 0
-81 96 45 0
163 -97 -105 0
-153 -98 112 0
100 -98 132 0
51 98 -97 0
87 98 -73 0
-129 -98 -36 0
-81 -99 -5 0
-58 99 113 0
-58 99 -60 0
-49 -99 45 0
50 99 -52 0
99 135 113 0
99 -150 -142 0
-99 53 -36 0
-126 -99 134 0
-99 -36 37 0
-99 90 7 0
92 -100 -154 0
-100 65 113 0
-43 100 -130 0
100 -98 132 0
144 100 -22 0
-34 100 -75 0
-145 -100 112 0
131 -101 6 0
-101 116 23 0
-101 -55 6 0
-101 116 -4 0
-169 -101 80 0
-101 -15 -120 0
-32 -101 -140 0
131 -101 143 0
16 101 -89 0
-51 -101 112 0
-101 160 -167 0
-57 -101 134 0
101 135 164 0
-108 -101 -75 0
101 -91 82 0
-102 -16 -160 0
102 26 14 0
102 -16 -159 0
102 2 -90 0
-102 -19 -165 0
34 102 -3 0
-102 11 165 0
102 28 120 0
85 102 78 0
-103 -49 120 0
103 -169 115 0
-103 24 -30 0
-103 32 86 0
103 -95 -99 0
103 166 135 0
-103 -155 47 0
-118 103 149 0
-103 -136 -162 0
-103 79 -67 0
-127 -103 154 0
103 167 132 0
-103 128 -40 0
103 -167 62 0
103 -112 90 0
-13 104 -105 0
104 -150 -30 0
161 104 83 0
-12 104 -53 0
-95 104 -158 0
42 -105 -151 0
162 105 37 0
21 105 -45 0
-138 -106 -31 0
-108 -106 74 0
106 157 82 0
-106 135 165 0
146 106 -52 0
-57 106 -54 0
111 -106 74 0
137 -106 -39 0
58 -106 -80 0
-59 106 28 0
-106 31 14 0
50 107 121 0
146 107 -73 0
-20 -107 75 0
148 -107 36 0
-108 -30 -82 0
-108 -89 99 0
108 -64 -74 0
-108 -106 74 0
-108 33 96 0
137 108 -165 0
-8 108 -29 0
108 40 21 0
-108 -147 -63 0
-108 -101 -75 0
-42 108 113 0
-153 108 -115 0
108 44 -97 0
108 -146 115 0
92 109 5 0
144 -109 -88 0
-109 72 -20 0
-34 109 -5 0
109 -133 120 0
77 -109 13 0
144 -109 22 0
-118 -109 63 0
109 -156 142 0
-25 -109 165 0
-35 -109 -21 0
-110 8 -105 0
110 -169 168 0
110 -62 -158 0
110 -139 -143 0
-110 27 -155 0
110 -54 -61 0
-110 78 158 0
-110 147 -90 0
-110 162 -113 0
-110 115 -104 0
-110 -167 -14 0
-110 145 -156 0
163 -110 -132 0
110 -24 -30 0
-137 -110 150 0
110 42 138 0
110 -152 106 0
-111 87 -54 0
111 10 -26 0
111 -87 -72 0
111 -106 74 0
-58 -111 147 0
111 155 83 0
-111 -55 -23 0
111 44 45 0
29 -112 -7 0
103 -112 90 0
-169 113 -52 0
-113 -135 105 0
-66 113 -105 0
114 -53 112 0
118 -114 -132 0
124 -115 -157 0
-115 -38 -60 0
40 -115 67 0
-110 115 -104 0
-144 -115 -104 0
129 115 64 0
-101 116 23 0
68 116 138 0
-101 116 -4 0
92 -116 -30 0
8 116 141 0
-87 116 -105 0
-116 12 -75 0
-116 156 -47 0
-58 -116 135 0
-9 -116 21 0
160 -116 -15 0
-117 47 -135 0
-119 117 66 0
131 117 60 0
117 -46 -123 0
117 -89 -157 0
92 117 -148 0
-19 117 139 0
-117 38 54 0
118 117 -151 0
92 -117 -63 0
-117 -165 -91 0
-42 118 -5 0
35 118 -79 0
-118 52 -151 0
-1 118 22 0
-162 118 122 0
-118 103 149 0
-127 118 -147 0
118 -114 -132 0
-152 -118 -90 0
118 20 -96 0
118 117 -151 0
-118 -109 63 0
-119 117 66 0
119 146 -143 0
-119 152 -32 0
119 -95 79 0
137 119 169 0
119 -153 28 0
-119 38 -140 0
-119 -139 -72 0
-119 40 -109 0
119 25 150 0
-119 -3 120 0
-119 17 -106 0
-119 -131 -138 0
120 22 -7 0
78 120 -75 0
144 121 142 0
-77 121 151 0
122 -149 15 0
51 -122 -66 0
-8 122 -151 0
122 14 22 0
-122 -150 30 0
162 -122 -112 0
122 -140 -164 0
-123 88 -83 0
32 123 90 0
-1 -123 -82 0
-10 -123 -66 0
95 123 -44 0
124 -115 -157 0
128 -124 66 0
-124 148 105 0
1 124 56 0
95 -124 4 0
51 124 22 0
124 148 61 0
18 -124 -81 0
-125 29 52 0
125 27 66 0
-125 52 90 0
-145 125 90 0
125 89 134 0
125 4 -74 0
125 40 113 0
-125 73 66 0
125 87 -23 0
125 169 73 0
125 150 66 0
125 70 56 0
126 -87 -78 0
126 -24 -109 0
-126 43 150 0
126 160 159 0
126 -130 47 0
126 -46 -54 0
-153 -126 161 0
-126 -99 134 0
-127 7 -134 0
127 -11 -37 0
127 17 -151 0
-127 -165 96 0
-127 92 -116 0
-127 118 -147 0
127 -169 -54 0
-127 -103 154 0
-127 -51 135 0
-127 -148 120 0
-127 70 -86 0
127 -79 99 0
128 -124 66 0
68 -128 -101 0
42 128 67 0
-128 74 -150 0
-128 11 -60 0
-103 128 -40 0
-129 135 45 0
129 -19 107 0
-129 -71 -105 0
129 149 -14 0
129 146 169 0
129 115 64 0
129 8 84 0
-129 -98 -36 0
8 -130 -13 0
-130 140 31 0
130 -54 -45 0
-146 -130 47 0
126 -130 47 0
-130 73 28 0
-130 -89 -166 0
-130 29 112 0
-131 -2 11 0
131 -101 6 0
92 131 115 0
131 117 60 0
-8 -131 38 0
131 154 -54 0
-16 -131 36 0
131 -101 143 0
69 -131 -142 0
131 64 112 0
-153 -131 -18 0
-119 -131 -138 0
27 -132 -159 0
-56 132 -91 0
-78 132 -28 0
163 132 22 0
-18 -132 -121 0
-57 133 83 0
109 -133 120 0
-49 -133 6 0
-79 133 80 0
-93 -133 -44 0
-2 -133 -166 0
-24 133 151 0
133 -81 112 0
-129 135 45 0
-85 135 -113 0
-113 -135 105 0
34 135 143 0
140 -135 67 0
-65 -135 -105 0
99 135 113 0
-106 135 165 0
101 135 164 0
-136 -167 -67 0
-136 -139 33 0
136 158 66 0
136 55 104 0
-136 33 98 0
-136 -162 121 0
35 136 15 0
-103 -136 -162 0
17 -136 65 0
-136 57 150 0
-136 -139 142 0
136 -33 22 0
137 -34 -132 0
137 -81 -88 0
137 119 169 0
-137 64 -151 0
17 -137 87 0
137 108 -165 0
137 -138 -96 0
-137 -152 135 0
137 -106 -39 0
-137 -110 150 0
-137 -32 -37 0
17 -138 36 0
-154 138 20 0
-50 138 -48 0
-138 -106 -31 0
42 -138 -165 0
137 -138 -96 0
138 150 -67 0
8 -138 -47 0
-139 53 -164 0
-59 139 -30 0
49 139 -41 0
110 -139 -143 0
-136 -139 33 0
-119 -139 -72 0
146 -139 -164 0
-139 -10 -56 0
-136 -139 142 0
-57 139 -124 0
-139 81 -30 0
-130 140 31 0
28 140 97 0
-140 83 37 0
140 -135 67 0
-140 -44 -150 0
-146 -140 -13 0
122 -140 -164 0
-141 -54 -164 0
-145 141 7 0
71 141 -52 0
-154 141 -80 0
-71 141 74 0
-1 141 -120 0
-77 -141 149 0
141 14 -7 0
-76 -142 -7 0
86 143 67 0
160 143 15 0
-144 3 123 0
144 21 -53 0
144 19 22 0
144 -93 29 0
144 -109 -88 0
144 121 142 0
144 -158 22 0
-144 -79 135 0
-144 -83 -121 0
-25 -144 87 0
144 100 -22 0
144 -34 -101 0
144 -109 22 0
-144 -115 -104 0
-144 -170 -158 0
-145 -91 142 0
-145 141 7 0
-145 125 90 0
-145 43 20 0
-145 24 149 0
-145 94 159 0
145 24 101 0
-110 145 -156 0
92 -145 -169 0
-145 -100 112 0
146 160 -75 0
-146 33 -120 0
-77 146 -148 0
119 146 -143 0
-146 -148 -88 0
-10 -146 -116 0
76 -146 62 0
146 53 37 0
146 -139 -164 0
-146 -130 47 0
146 107 -73 0
146 158 -159 0
162 146 147 0
10 -146 -65 0
146 106 -52 0
-146 -31 15 0
129 146 169 0
-146 -140 -13 0
-169 -146 56 0
146 26 121 0
108 -146 115 0
146 -70 -151 0
147 21 81 0
-110 147 -90 0
-43 147 13 0
-49 147 -48 0
-147 -72 96 0
-108 -147 -63 0
93 147 48 0
-2 -147 23 0
43 148 132 0
163 -148 63 0
-124 148 105 0
-146 -148 -88 0
-57 148 121 0
148 -96 -53 0
124 148 61 0
48 -148 120 0
-127 -148 120 0
41 148 150 0
148 -107 36 0
2 149 -159 0
122 -149 15 0
-69 -149 14 0
-4 149 74 0
-56 -149 66 0
129 149 -14 0
-16 149 96 0
94 -149 -82 0
-152 -149 60 0
8 149 -13 0
13 -149 -120 0
69 150 -104 0
28 150 30 0
-74 -150 -75 0
168 150 22 0
38 150 -53 0
104 -150 -30 0
71 150 113 0
43 150 104 0
-158 -150 -151 0
138 150 -67 0
-1 150 -97 0
-122 -150 30 0
87 150 135 0
99 -150 -142 0
125 150 66 0
66 -151 -164 0
152 -89 -82 0
-152 77 -97 0
-119 152 -32 0
-152 77 136 0
-152 -118 -90 0
-137 -152 135 0
-152 -149 60 0
-152 -92 23 0
-152 63 -6 0
-152 156 91 0
110 -152 106 0
153 -33 -22 0
-153 -98 112 0
153 -87 122 0
8 -153 104 0
153 10 -142 0
8 -153 -15 0
-153 167 44 0
119 -153 28 0
153 -86 61 0
-153 -126 161 0
-153 -131 -18 0
-153 108 -115 0
153 -50 -128 0
-154 138 20 0
16 -154 -95 0
131 154 -54 0
-154 141 -80 0
154 65 151 0
87 154 28 0
-35 -154 165 0
-70 -154 65 0
-35 154 -122 0
154 18 6 0
-163 155 -157 0
155 -89 65 0
-41 -155 12 0
-103 -155 47 0
-40 155 66 0
24 -155 7 0
8 155 -82 0
-86 155 99 0
111 155 83 0
43 156 73 0
-33 156 23 0
156 -62 96 0
156 -74 -159 0
156 5 37 0
33 -156 106 0
-116 156 -47 0
-152 156 91 0
-156 -166 -83 0
-70 -156 6 0
-49 -156 -164 0
109 -156 142 0
19 -156 -164 0
157 37 -15 0
-79 -157 -158 0
-81 -157 44 0
-87 -157 -47 0
-169 -157 -159 0
-27 -157 -53 0
106 157 82 0
42 157 -6 0
13 157 -66 0
157 -23 -15 0
161 158 67 0
144 -158 22 0
136 158 66 0
146 158 -159 0
-158 -150 -151 0
-72 159 -134 0
50 160 91 0
146 160 -75 0
-11 160 149 0
-160 61 -121 0
160 4 36 0
-85 -160 -6 0
-162 160 -98 0
126 160 159 0
-101 160 -167 0
68 -160 -55 0
-160 -81 15 0
160 -116 -15 0
160 143 15 0
161 158 67 0
161 -46 -135 0
161 104 83 0
161 3 -165 0
-163 161 -18 0
42 -161 -4 0
42 -161 -116 0
162 12 -6 0
25 -162 26 0
93 162 90 0
-162 160 -98 0
-162 118 122 0
162 -32 14 0
17 -162 -67 0
-136 -162 121 0
1 -162 -138 0
-162 -10 27 0
162 146 147 0
-110 162 -113 0
162 105 37 0
-162 3 56 0
162 -122 -112 0
-17 162 -28 0
-162 -77 45 0
-162 69 101 0
-162 -32 29 0
163 -148 63 0
-163 155 -157 0
-163 10 -160 0
-163 -64 -20 0
163 -97 -105 0
-163 161 -18 0
163 -110 -132 0
163 -41 52 0
17 -163 50 0
163 132 22 0
34 -163 13 0
-163 -46 88 0
21 -164 -7 0
-72 165 7 0
-2 165 -121 0
-127 -165 96 0
-28 165 164 0
26 -165 -104 0
4 165 159 0
-117 -165 -91 0
-76 165 37 0
166 62 121 0
166 61 60 0
103 166 135 0
78 166 -83 0
-156 -166 -83 0
-63 -167 -149 0
-136 -167 -67 0
33 -167 -157 0
-84 167 96 0
-153 167 44 0
35 167 15 0
78 -167 -91 0
-167 -14 134 0
-110 -167 -14 0
103 167 132 0
103 -167 62 0
56 -167 -157 0
168 64 -44 0
168 150 22 0
79 -168 75 0
169 168 141 0
168 -89 52 0
168 -28 67 0
-168 -62 90 0
110 -169 168 0
-169 113 -52 0
103 -169 115 0
-169 -101 80 0
49 169 -121 0
169 168 141 0
77 169 80 0
169 40 112 0
127 -169 -54 0
-169 -157 -159 0
-169 71 112 0
-169 5 114 0
-169 -33 67 0
125 169 73 0
-169 -146 56 0
170 40 167 0
-170 36 159 0
-170 49 -55 0
170 87 -7 0
170 -64 -113 0
1 170 -45 0
-144 -170 -158 0
