p cnf 150 638
-43 -46 132 0
117 -46 -122 0
126 -46 -134 0
-101 46 99 0
-103 46 -30 0
-71 -46 -149 0
-147 -46 65 0
-98 47 -91 0
147 -47 -82 0
108 -47 150 0
51 -47 66 0
146 -47 -31 0
-9 -48 -37 0
-48 -123 104 0
117 -48 -30 0
-25 -48 149 0
100 48 -132 0
48 -41 -30 0
-10 -48 -38 0
-131 -48 46 0
49 139 45 0
78 -49 4 0
-76 49 56 0
-49 123 -60 0
-49 55 75 0
-137 49 -72 0
-49 80 60 0
-49 -3 -122 0
-131 -49 -140 0
-50 -117 11 0
-50 95 135 0
-50 32 120 0
-50 -70 -62 0
50 -117 3 0
-8 50 20 0
-102 -50 -63 0
50 -16 87 0
50 -84 -107 0
50 38 14 0
25 50 134 0
-137 -50 -36 0
-17 50 104 0
50 22 -134 0
-51 -13 -36 0
51 -78 -2 0
51 -86 -99 0
-51 -91 -121 0
51 90 67 0
-85 -51 -43 0
-51 131 -38 0
51 -118 131 0
51 -146 -94 0
51 -34 -69 0
51 3 -46 0
51 -76 87 0
-51 -81 -15 0
-51 26 90 0
-51 106 -53 0
51 -70 -49 0
51 -47 66 0
-117 52 -82 0
-126 52 142 0
87 53 31 0
-53 -121 134 0
53 22 -60 0
-103 54 39 0
-25 54 150 0
-54 114 -134 0
54 62 -66 0
-125 55 -99 0
-100 -55 -45 0
-55 -72 114 0
-63 -55 47 0
35 55 -149 0
-49 55 75 0
106 55 -13 0
8 56 -52 0
8 -56 -54 0
-43 56 64 0
-57 56 15 0
-56 -149 7 0
-18 56 -47 0
-56 -75 67 0
-84 56 -88 0
-56 63 80 0
87 56 -142 0
-93 56 -75 0
92 57 -86 0
-57 -100 -97 0
84 -57 53 0
-57 116 -48 0
17 57 12 0
-57 56 15 0
-57 109 75 0
118 -57 -37 0
24 -57 -146 0
42 58 87 0
-58 -95 -146 0
-59 -58 -83 0
58 3 -114 0
-58 -111 -21 0
-58 86 -60 0
-58 -149 -96 0
-1 58 -5 0
-58 -130 -55 0
-59 -71 -79 0
-59 126 82 0
-59 -58 -83 0
-59 103 -62 0
-25 59 -50 0
-59 -145 -115 0
-59 -66 142 0
-132 -60 -45 0
-96 -61 66 0
-86 61 60 0
-140 -61 -6 0
96 61 67 0
-100 61 -45 0
-63 61 82 0
-62 107 80 0
-126 62 97 0
54 62 -66 0
-144 62 -90 0
-119 -62 -96 0
-102 63 -44 0
-63 -28 143 0
-2 63 7 0
102 -63 14 0
146 63 -55 0
-63 -55 47 0
-93 63 -23 0
-63 -14 36 0
-63 -89 149 0
71 63 -6 0
110 -63 -123 0
-56 63 80 0
-63 61 82 0
-64 -36 -60 0
76 -64 -89 0
9 -64 88 0
-77 -64 -150 0
-125 -64 -104 0
-128 64 -123 0
78 64 -122 0
-141 -64 114 0
-136 65 -30 0
65 99 36 0
-130 65 60 0
100 -65 -22 0
-119 65 96 0
-133 -65 66 0
16 65 62 0
-26 66 90 0
66 -22 -134 0
-59 -66 142 0
-67 -45 -105 0
109 -67 15 0
139 -67 -105 0
-76 68 -1 0
68 32 56 0
68 102 -149 0
68 149 -65 0
68 11 12 0
-68 8 -23 0
-68 88 -66 0
68 88 -37 0
-110 68 56 0
68 9 89 0
-68 104 22 0
-17 -69 -61 0
-69 -141 133 0
-69 -109 -79 0
69 89 -21 0
-69 41 -98 0
35 69 -19 0
34 69 -2 0
69 78 -143 0
70 31 -134 0
-50 -70 -62 0
70 10 124 0
-27 70 105 0
70 -98 37 0
-1 -70 -130 0
70 -26 114 0
-24 -70 26 0
40 70 -123 0
-70 -108 107 0
51 -70 -49 0
42 70 141 0
70 90 -52 0
131 70 -48 0
35 70 -134 0
-70 -26 -104 0
40 70 -63 0
42 -71 11 0
87 71 -28 0
-95 71 150 0
-59 -71 -79 0
102 71 -55 0
71 -113 22 0
-92 71 -143 0
109 -71 -120 0
111 -71 121 0
71 63 -6 0
-71 -46 -149 0
-98 -72 -121 0
72 115 5 0
-41 -72 -45 0
-55 -72 114 0
-24 72 64 0
-77 72 91 0
-127 -72 14 0
-29 73 -20 0
-73 91 -6 0
84 -73 -52 0
-73 114 82 0
-21 -73 -88 0
132 -73 150 0
78 -74 -23 0
111 74 82 0
-76 74 121 0
42 75 -112 0
93 75 30 0
-56 -75 67 0
-76 68 -1 0
76 -126 84 0
-76 -5 -53 0
76 -64 -89 0
-76 49 56 0
76 42 114 0
76 114 -23 0
-76 147 -130 0
76 24 -31 0
-76 124 -122 0
51 -76 87 0
76 148 -91 0
76 -25 52 0
-76 74 121 0
76 26 -22 0
93 -76 56 0
77 11 -13 0
-77 72 91 0
77 6 97 0
77 46 -132 0
77 -147 135 0
9 -77 -101 0
119 -77 -26 0
85 77 -96 0
145 -77 134 0
-34 77 -15 0
77 -40 -115 0
-77 103 -7 0
-77 -141 22 0
93 77 -56 0
-77 -64 -150 0
77 114 -75 0
77 147 -28 0
-77 121 -150 0
-78 -3 73 0
78 -74 -23 0
-110 -78 149 0
-108 -78 133 0
103 -78 -109 0
78 -49 4 0
51 -78 -2 0
-25 -78 99 0
78 4 64 0
-78 81 53 0
40 -78 -148 0
17 -78 55 0
-78 -109 122 0
-40 -78 15 0
78 64 -122 0
69 78 -143 0
79 106 -21 0
95 79 -80 0
79 4 38 0
9 -79 65 0
79 -133 61 0
-85 -80 75 0
5 80 74 0
-80 -104 112 0
-146 80 -23 0
-49 80 60 0
-129 80 105 0
131 -80 96 0
42 81 31 0
127 -81 -65 0
-137 81 -143 0
-137 -81 67 0
-78 81 53 0
-51 -81 -15 0
-33 -81 -106 0
123 81 37 0
3 -81 -44 0
32 -82 45 0
-82 15 -75 0
42 83 -60 0
-83 -31 -6 0
-40 -83 120 0
-83 -45 22 0
108 -83 -105 0
-84 95 -104 0
84 -57 53 0
127 -84 -101 0
84 -73 -52 0
50 -84 -107 0
17 -84 -50 0
127 84 -80 0
-17 -84 54 0
85 -84 -116 0
-84 56 -88 0
-84 -40 22 0
-85 -80 75 0
17 -85 10 0
-85 -51 -43 0
85 77 -96 0
-85 137 116 0
-85 -148 -53 0
-85 29 -31 0
85 -84 -116 0
-85 95 -5 0
85 -5 -121 0
110 -85 -117 0
27 -86 82 0
87 86 -135 0
110 86 -97 0
51 -86 -99 0
-144 86 30 0
86 -107 53 0
-86 -21 113 0
111 -86 -130 0
-86 91 67 0
145 -86 47 0
-86 -115 -61 0
34 -86 -149 0
-86 61 60 0
-58 86 -60 0
86 138 -54 0
-86 -123 -53 0
93 86 -36 0
-9 86 -88 0
87 86 -135 0
87 71 -28 0
87 53 31 0
-102 87 -81 0
-127 87 -12 0
-87 -131 5 0
-8 87 37 0
87 99 15 0
-93 87 -55 0
87 -91 -134 0
87 56 -142 0
148 -88 -36 0
-68 88 -66 0
68 88 -37 0
-118 88 -6 0
88 31 67 0
69 89 -21 0
117 89 14 0
-63 -89 149 0
-138 89 122 0
-89 -28 31 0
124 -89 52 0
51 90 67 0
70 90 -52 0
-95 91 36 0
91 104 -67 0
-51 -91 -121 0
-73 91 -6 0
-86 91 67 0
87 -91 -134 0
-119 -92 70 0
-119 -92 -101 0
92 57 -86 0
-92 146 -13 0
-129 92 -118 0
-92 125 -96 0
93 -92 -54 0
111 -92 -53 0
128 92 107 0
92 -145 141 0
-119 -92 33 0
-92 71 -143 0
92 -35 -148 0
92 -116 -123 0
92 109 -63 0
93 -92 -54 0
-93 -27 -96 0
-93 63 -23 0
93 75 30 0
-93 -21 -150 0
93 128 104 0
93 -130 74 0
-93 87 -55 0
93 77 -56 0
93 86 -36 0
-93 -11 86 0
-93 56 -75 0
93 -76 56 0
-24 94 -75 0
-94 -122 97 0
94 -4 -99 0
18 94 -120 0
94 39 -22 0
-2 94 -148 0
42 94 -106 0
103 -94 -62 0
-95 91 36 0
-50 95 135 0
95 79 -80 0
95 130 -38 0
-95 71 150 0
95 -122 22 0
-84 95 -104 0
95 117 -133 0
95 39 -37 0
-95 4 104 0
-58 -95 -146 0
95 6 31 0
95 40 -38 0
-85 95 -5 0
10 -95 -31 0
-146 96 30 0
-96 -61 66 0
96 61 67 0
-28 97 15 0
-98 -72 -121 0
19 -98 36 0
102 98 -105 0
70 -98 37 0
137 98 -44 0
-98 47 -91 0
-147 -99 30 0
33 99 -90 0
-26 -99 -53 0
145 -99 -53 0
21 -99 37 0
65 99 36 0
87 99 15 0
107 -99 53 0
-38 99 -23 0
127 100 21 0
-8 -100 -130 0
-57 -100 -97 0
-100 -55 -45 0
-100 33 -55 0
-100 -115 -60 0
103 -100 46 0
-100 -2 -104 0
-100 38 -22 0
100 48 -132 0
100 -65 -22 0
128 100 39 0
100 -113 -53 0
-100 61 -45 0
101 140 -113 0
-129 -101 15 0
101 113 -15 0
117 101 -88 0
-9 101 -147 0
-101 135 97 0
18 101 -141 0
-101 46 99 0
34 101 63 0
-102 -4 -36 0
-102 63 -44 0
102 98 -105 0
68 102 -149 0
-102 87 -81 0
102 -63 14 0
-102 134 82 0
-102 -50 -63 0
-110 102 36 0
-102 113 37 0
102 71 -55 0
-102 25 -50 0
102 -14 -120 0
129 102 25 0
-102 -109 -80 0
-103 54 39 0
-103 -150 60 0
-103 -40 -142 0
103 -78 -109 0
24 103 19 0
-103 114 14 0
103 -100 46 0
-103 106 -107 0
-59 103 -62 0
-77 103 -7 0
-103 141 -140 0
-103 11 7 0
-103 35 41 0
103 -94 -62 0
-103 46 -30 0
-127 103 141 0
-103 -108 72 0
-103 -147 61 0
103 -14 -52 0
-103 13 -149 0
91 104 -67 0
-113 -104 112 0
-80 -104 112 0
-10 104 113 0
26 -104 -120 0
-68 104 22 0
138 105 -7 0
-14 105 -22 0
-33 105 45 0
79 106 -21 0
106 -122 -96 0
-103 106 -107 0
-51 106 -53 0
106 55 -13 0
-62 107 80 0
86 -107 53 0
107 -135 -75 0
107 5 36 0
125 -107 -67 0
-107 134 67 0
107 -99 53 0
119 107 30 0
-108 -78 133 0
10 -108 -91 0
108 -83 -105 0
108 -47 150 0
-70 -108 107 0
-34 -108 -142 0
-103 -108 72 0
-144 109 33 0
109 -67 15 0
-25 109 91 0
-69 -109 -79 0
-24 -109 45 0
109 -71 -120 0
-78 -109 122 0
-102 -109 -80 0
-57 109 75 0
92 109 -63 0
109 -29 88 0
110 -17 60 0
-110 -78 149 0
-110 147 28 0
110 86 -97 0
110 -39 61 0
110 -10 -44 0
-110 125 12 0
-110 102 36 0
-110 -147 121 0
110 -39 -107 0
110 6 -52 0
-110 68 56 0
110 146 -54 0
110 -63 -123 0
110 -85 -117 0
-119 111 -62 0
111 -92 -53 0
-118 111 61 0
111 -86 -130 0
42 111 -40 0
111 74 82 0
111 -12 -30 0
-58 -111 -21 0
111 -71 121 0
111 133 14 0
-1 112 45 0
-9 -112 67 0
35 113 82 0
-113 -104 112 0
-113 31 -150 0
101 113 -15 0
-102 113 37 0
-17 -113 83 0
-137 -113 105 0
-25 -113 83 0
71 -113 22 0
100 -113 -53 0
-141 -114 -61 0
-139 -114 -120 0
76 114 -23 0
137 114 121 0
130 114 60 0
-103 114 14 0
-54 114 -134 0
-73 114 82 0
-3 114 31 0
77 114 -75 0
138 115 5 0
72 115 5 0
115 20 52 0
-100 -115 -60 0
-86 -115 -61 0
115 -39 -96 0
145 -115 150 0
25 115 -60 0
24 -115 -28 0
116 115 150 0
-145 -116 115 0
8 -116 -12 0
125 -116 106 0
144 -116 121 0
-57 116 -48 0
-9 -116 113 0
116 -133 -45 0
92 -116 -123 0
-139 116 -22 0
116 115 150 0
-50 -117 11 0
50 -117 3 0
-117 52 -82 0
95 117 -133 0
117 -48 -30 0
117 101 -88 0
117 -32 66 0
117 -46 -122 0
117 89 14 0
-117 -12 74 0
-117 4 -91 0
-118 -131 96 0
118 148 52 0
118 -32 23 0
118 -10 -95 0
-118 111 61 0
51 -118 131 0
118 130 39 0
-118 9 -61 0
118 -57 -37 0
-118 88 -6 0
8 -118 149 0
-119 -92 70 0
119 123 60 0
-119 -92 -101 0
-119 131 55 0
-119 111 -62 0
-119 121 -134 0
119 4 -149 0
119 -11 -7 0
119 -77 -26 0
-119 -92 33 0
-119 65 96 0
-119 -62 -96 0
119 107 30 0
-119 121 -134 0
-53 -121 134 0
-77 121 -150 0
95 -122 22 0
-94 -122 97 0
122 -132 90 0
106 -122 -96 0
125 -122 91 0
12 -122 -149 0
2 122 -75 0
119 123 60 0
-8 123 73 0
-48 -123 104 0
-49 123 -60 0
18 123 -83 0
43 -123 97 0
-86 -123 -53 0
123 81 37 0
-141 -123 -31 0
-26 -123 5 0
-144 -124 56 0
-144 124 122 0
-76 124 -122 0
124 -33 15 0
19 -124 -94 0
124 -89 52 0
125 14 75 0
-125 55 -99 0
125 10 72 0
2 125 -114 0
-125 -21 -36 0
125 -116 106 0
125 -32 28 0
-92 125 -96 0
125 3 -97 0
125 -29 -38 0
-110 125 12 0
125 -107 -67 0
125 -122 91 0
-125 -64 -104 0
76 -126 84 0
-126 52 142 0
-59 126 82 0
-126 62 97 0
126 41 29 0
-126 38 -4 0
126 -46 -134 0
-127 -24 126 0
127 -81 -65 0
127 100 21 0
-8 127 -96 0
144 -127 -74 0
127 35 -29 0
-127 87 -12 0
127 -133 120 0
127 -84 -101 0
-127 -41 -147 0
127 84 -80 0
127 38 -61 0
-127 -72 14 0
-127 103 141 0
-127 11 96 0
128 92 107 0
93 128 104 0
-128 10 -78 0
-128 -147 -80 0
128 100 39 0
35 -128 -73 0
128 44 -120 0
-128 64 -123 0
-128 133 91 0
-129 -32 88 0
-129 92 -118 0
-129 -101 15 0
-129 18 44 0
129 102 25 0
144 -129 67 0
-129 80 105 0
95 130 -38 0
130 21 29 0
-130 -147 143 0
130 38 5 0
43 130 -134 0
-9 -130 97 0
130 114 60 0
-130 65 60 0
118 130 39 0
-130 -46 -62 0
93 -130 74 0
131 130 52 0
19 130 94 0
-58 -130 -55 0
-118 -131 96 0
-119 131 55 0
34 131 109 0
146 -131 22 0
-87 -131 5 0
-51 131 -38 0
-139 131 89 0
-144 -131 -71 0
131 -147 -73 0
131 130 52 0
131 70 -48 0
-131 -49 -140 0
-131 -48 46 0
131 -80 96 0
-132 -60 -45 0
-43 -132 60 0
-132 -36 60 0
122 -132 90 0
144 132 74 0
43 -132 -22 0
-40 132 -107 0
132 -73 150 0
27 -133 13 0
-133 149 52 0
127 -133 120 0
-35 -133 73 0
116 -133 -45 0
-133 36 142 0
79 -133 61 0
-133 -65 66 0
-128 133 91 0
111 133 14 0
-102 134 82 0
-107 134 67 0
-19 134 105 0
107 -135 -75 0
-101 135 97 0
29 135 -90 0
-136 65 -30 0
136 20 122 0
136 18 -91 0
-136 -11 -89 0
-137 -17 -127 0
-137 81 -143 0
137 -46 -140 0
137 114 121 0
-137 -81 67 0
137 98 -44 0
-137 -113 105 0
-85 137 116 0
137 139 -3 0
-137 -50 -36 0
-137 49 -72 0
138 115 5 0
-138 4 -80 0
139 138 6 0
138 105 -7 0
-138 3 -96 0
35 138 114 0
86 138 -54 0
-138 89 122 0
49 139 45 0
139 -28 75 0
-139 -114 -120 0
139 138 6 0
-139 -12 63 0
-139 131 89 0
137 139 -3 0
139 -67 -105 0
139 -18 107 0
-139 116 -22 0
101 140 -113 0
-43 -140 132 0
-140 -61 -6 0
-10 140 62 0
-141 -114 -61 0
-10 141 -7 0
26 141 -65 0
-69 -141 133 0
-103 141 -140 0
-77 -141 22 0
43 141 -13 0
-141 -123 -31 0
-141 -64 114 0
-20 143 52 0
144 -127 -74 0
-144 -124 56 0
-144 109 33 0
144 -12 -44 0
-144 124 122 0
144 -146 64 0
144 -116 121 0
-144 86 30 0
144 132 74 0
-144 -131 -71 0
144 -129 67 0
144 -40 64 0
-144 62 -90 0
-144 -146 40 0
145 5 -28 0
-145 -116 115 0
145 -99 -53 0
17 -145 96 0
145 24 -65 0
145 -86 47 0
92 -145 141 0
145 -77 134 0
145 9 -26 0
145 -115 150 0
-59 -145 -115 0
-24 145 -81 0
146 20 120 0
-92 146 -13 0
-146 96 30 0
146 -131 22 0
146 -26 -12 0
144 -146 64 0
146 63 -55 0
51 -146 -94 0
-146 80 -23 0
110 146 -54 0
-144 -146 40 0
-146 -147 -140 0
146 -47 -31 0
147 -3 61 0
-147 -99 30 0
-110 147 28 0
-130 -147 143 0
17 147 -101 0
-40 -147 45 0
-76 147 -130 0
77 -147 135 0
41 -147 -4 0
-110 -147 121 0
131 -147 -73 0
-128 -147 -80 0
147 -47 -82 0
147 12 -39 0
77 147 -28 0
16 147 113 0
-147 -46 65 0
-103 -147 61 0
-146 -147 -140 0
118 148 52 0
148 -88 -36 0
2 148 -80 0
-85 -148 -53 0
76 148 -91 0
35 -148 74 0
-4 -149 104 0
68 149 -65 0
-133 149 52 0
40 149 121 0
-56 -149 7 0
-58 -149 -96 0
-103 -150 60 0
18 150 97 0
