p cnf 170 723
-24 -16 -87 0
-127 24 -140 0
-25 24 101 0
-24 -40 104 0
129 -24 131 0
24 132 -54 0
-85 24 49 0
-24 33 89 0
-110 -24 -80 0
-25 125 104 0
25 37 -45 0
25 -47 66 0
25 -107 -150 0
-152 25 37 0
-25 34 -13 0
-25 -41 -83 0
129 -25 -99 0
-25 -100 73 0
-25 24 101 0
-25 154 151 0
-25 -31 -74 0
-25 -162 -121 0
25 50 -3 0
25 168 -159 0
25 -43 -40 0
51 25 -47 0
-138 -26 -80 0
19 26 80 0
-155 26 30 0
76 -26 -155 0
-69 26 -147 0
-26 166 -142 0
26 -33 -3 0
58 -26 -150 0
26 21 -39 0
26 -114 53 0
-26 -148 -83 0
-27 26 -61 0
-27 -149 66 0
-27 -32 -159 0
27 94 -96 0
27 -148 74 0
-27 -2 -29 0
27 -138 -14 0
27 75 -37 0
-27 26 -61 0
27 -48 -66 0
-27 -39 -14 0
-28 -73 -165 0
144 28 31 0
-147 28 80 0
28 22 -45 0
-28 -166 105 0
3 29 -74 0
-86 -29 -157 0
-29 -106 -44 0
125 29 121 0
-29 -23 90 0
-29 114 -149 0
-170 29 158 0
38 -29 -114 0
1 -29 -90 0
29 -5 -105 0
-63 -29 -28 0
-29 -65 -73 0
-110 -30 82 0
38 30 97 0
-167 31 82 0
-68 -31 66 0
19 31 -105 0
54 31 -7 0
-25 -31 -74 0
-11 31 -22 0
-31 158 82 0
-126 -32 54 0
-27 -32 -159 0
1 -32 107 0
125 -32 139 0
-59 -32 30 0
32 108 -38 0
-16 32 62 0
-59 32 -120 0
33 48 -94 0
26 -33 -3 0
-103 33 130 0
-24 33 89 0
33 -5 151 0
33 21 -157 0
18 33 -83 0
33 166 149 0
33 38 134 0
-85 -34 -146 0
34 -43 23 0
-34 139 72 0
-34 48 -106 0
34 -84 -134 0
34 8 91 0
-34 -116 65 0
-25 34 -13 0
34 40 -156 0
-34 128 -40 0
34 4 6 0
-34 115 -20 0
-34 154 107 0
34 124 53 0
34 -10 81 0
163 -34 -135 0
34 163 -141 0
-34 153 -165 0
-34 -138 -123 0
-35 -41 81 0
35 -81 12 0
-35 -41 -74 0
152 -35 -112 0
35 149 114 0
-51 -35 -37 0
-50 36 -91 0
-128 -36 105 0
25 37 -45 0
-87 -38 150 0
103 -38 62 0
38 -114 143 0
161 38 -135 0
-70 38 -121 0
38 75 -112 0
-38 -62 88 0
-38 -149 82 0
38 -5 -143 0
38 -29 -114 0
-102 38 159 0
-117 38 73 0
38 30 97 0
33 38 134 0
-76 39 -31 0
161 -39 -52 0
39 112 159 0
39 164 142 0
133 -39 -113 0
114 -39 120 0
-39 13 -14 0
-8 39 -7 0
-27 -39 -14 0
9 40 -88 0
40 -168 135 0
40 148 63 0
34 40 -156 0
-40 130 -64 0
-24 -40 104 0
42 -40 30 0
-110 40 -95 0
-40 19 -47 0
-40 46 -120 0
-35 -41 81 0
-101 41 -72 0
-41 -86 151 0
-35 -41 -74 0
108 41 -44 0
-25 -41 -83 0
130 -41 113 0
-41 155 -72 0
42 -6 -120 0
-42 -118 154 0
-42 -168 -151 0
42 83 -45 0
-42 59 43 0
-42 -113 60 0
-42 1 11 0
-42 -170 75 0
42 -95 -156 0
-42 50 -73 0
42 -147 -48 0
42 -40 30 0
42 81 107 0
-59 42 -78 0
-42 -111 -38 0
42 -133 141 0
93 42 62 0
34 -43 23 0
163 43 70 0
43 10 100 0
43 78 -47 0
-43 143 164 0
-43 160 -37 0
25 -43 -40 0
-68 44 -151 0
147 -44 -112 0
10 -44 60 0
-160 -44 -112 0
-153 44 83 0
141 44 -60 0
-13 -44 82 0
-81 -44 -7 0
-125 -44 105 0
-48 -46 6 0
57 -46 -99 0
46 -122 60 0
10 46 -62 0
-136 -46 -142 0
51 -46 140 0
-46 63 6 0
-40 46 -120 0
78 -46 -113 0
25 -47 66 0
1 -47 -30 0
100 48 -6 0
-34 48 -106 0
1 48 -26 0
48 -62 80 0
-48 -46 6 0
33 48 -94 0
48 -156 89 0
-108 48 -158 0
27 -48 -66 0
119 48 -133 0
-137 -49 -5 0
49 -5 -120 0
-49 124 134 0
119 -49 -48 0
-58 49 101 0
49 -10 29 0
-162 -49 -30 0
-49 20 96 0
49 79 37 0
118 49 -146 0
49 -143 91 0
49 161 -150 0
49 11 4 0
-49 -18 74 0
152 -49 -26 0
-50 36 -91 0
103 -50 -158 0
50 69 86 0
50 61 -112 0
-50 -78 149 0
-42 50 -73 0
-50 -145 -88 0
25 50 -3 0
50 136 -95 0
-51 -109 123 0
-51 157 143 0
-137 -51 16 0
-51 -116 -37 0
51 -110 100 0
-51 -87 -164 0
51 -46 140 0
51 -71 113 0
51 101 -142 0
51 -19 -150 0
-51 -35 -37 0
51 125 4 0
51 25 -47 0
-51 135 37 0
-110 -51 -60 0
160 52 -105 0
-160 53 121 0
-131 -53 134 0
-19 54 -135 0
54 31 -7 0
136 54 105 0
-139 -55 13 0
-71 55 -104 0
55 12 39 0
138 -55 112 0
16 -55 -107 0
-76 55 -90 0
-55 -96 165 0
89 55 -61 0
119 -55 47 0
-101 -55 -60 0
-71 55 -98 0
127 -56 -47 0
-101 56 -148 0
-136 56 -133 0
-145 -56 -37 0
-56 -141 -62 0
-56 167 -74 0
68 -56 -150 0
119 -56 134 0
8 -56 53 0
56 -94 91 0
87 -56 28 0
137 -57 -80 0
57 -46 -99 0
-69 -57 159 0
57 -94 105 0
57 124 -143 0
-57 89 166 0
57 6 -151 0
-57 104 44 0
57 132 -164 0
-58 -84 -10 0
17 -58 -77 0
58 -19 168 0
144 58 49 0
129 58 -21 0
-58 4 47 0
-58 49 101 0
-137 -58 165 0
58 -26 -150 0
58 -111 -138 0
8 -58 49 0
-58 84 -168 0
58 7 -90 0
-42 59 43 0
59 140 -158 0
59 -108 38 0
-59 -32 30 0
59 161 -39 0
59 -103 -9 0
-59 42 -78 0
-59 32 -120 0
59 84 -2 0
-59 168 -113 0
-24 -60 82 0
50 61 -112 0
-145 -61 -105 0
-63 -61 -7 0
10 -61 -15 0
48 -62 80 0
-38 -62 88 0
110 62 158 0
-131 -62 113 0
-62 91 -121 0
168 62 -53 0
11 -62 151 0
4 -63 -156 0
17 63 104 0
-63 -104 -135 0
-63 -61 -7 0
-46 63 6 0
-127 -63 81 0
117 63 -134 0
63 -72 -39 0
-63 -29 -28 0
68 64 150 0
64 -166 80 0
125 64 -28 0
-64 141 -91 0
64 65 -74 0
-64 -148 -113 0
-17 -64 -104 0
-100 -64 114 0
-64 -122 135 0
-65 -114 -113 0
64 65 -74 0
-156 65 -166 0
137 65 60 0
-117 65 -66 0
-65 140 -36 0
-71 65 143 0
-29 -65 -73 0
-65 80 -164 0
-66 -135 -36 0
79 66 15 0
92 -66 121 0
-11 -67 97 0
-17 -67 -7 0
68 64 150 0
110 -68 79 0
-68 2 -66 0
68 -100 -49 0
-68 44 -151 0
-129 68 75 0
-68 128 82 0
-68 -31 66 0
-68 -148 73 0
68 -133 28 0
68 -71 67 0
68 -56 -150 0
68 -81 -158 0
-68 156 74 0
69 -6 -37 0
69 3 86 0
126 69 29 0
-69 -111 133 0
50 69 86 0
-69 26 -147 0
-69 -57 159 0
93 -69 -161 0
-69 -154 -120 0
-163 -69 155 0
-69 18 -46 0
-69 103 101 0
-69 4 150 0
-69 -77 -50 0
70 155 -47 0
137 -70 109 0
84 -70 -95 0
16 70 23 0
85 -70 169 0
-70 38 -121 0
145 70 160 0
-70 -122 91 0
70 11 54 0
70 -158 164 0
-71 55 -104 0
160 -71 54 0
-85 71 -14 0
118 -71 -104 0
-92 71 -91 0
-71 -107 -6 0
1 -71 156 0
68 -71 67 0
84 71 56 0
51 -71 113 0
-71 65 143 0
-71 55 -98 0
-126 -72 135 0
-138 72 7 0
-17 -72 80 0
-72 140 113 0
111 72 -165 0
78 -72 73 0
63 -72 -39 0
73 143 151 0
-28 -73 -165 0
98 73 31 0
-132 -73 150 0
20 -73 -15 0
170 -74 31 0
74 -158 -104 0
2 74 135 0
-85 74 37 0
121 74 -104 0
38 75 -112 0
27 75 -37 0
-76 39 -31 0
76 109 -166 0
76 -26 -155 0
-76 55 -90 0
76 119 150 0
76 154 -105 0
-76 103 -54 0
-76 125 166 0
-76 77 -151 0
-76 -19 39 0
76 -147 -150 0
76 2 -164 0
77 4 -120 0
127 -77 -155 0
77 -150 -120 0
110 77 146 0
-76 77 -151 0
77 84 -74 0
77 -103 41 0
-69 -77 -50 0
-17 78 -114 0
152 78 -60 0
127 -78 120 0
-50 -78 149 0
-78 166 -53 0
-85 -78 75 0
-78 130 -99 0
43 78 -47 0
-144 -78 53 0
78 -72 73 0
9 78 120 0
-111 -78 14 0
78 -46 -113 0
2 -79 98 0
-131 79 47 0
118 -79 -106 0
128 79 155 0
79 66 15 0
49 79 37 0
-84 79 150 0
79 -155 140 0
-99 80 104 0
2 -80 13 0
-80 149 157 0
-65 80 -164 0
35 -81 12 0
-81 -44 -7 0
-152 81 150 0
68 -81 -158 0
42 81 107 0
3 -81 133 0
170 -81 60 0
42 83 -45 0
-12 -83 -67 0
-169 83 -104 0
-83 23 159 0
-84 140 -112 0
-58 -84 -10 0
84 14 151 0
34 -84 -134 0
84 -70 -95 0
-102 -84 154 0
-84 -122 -83 0
84 103 71 0
-92 84 -55 0
-119 -84 -143 0
84 71 56 0
-84 95 -108 0
-84 -87 80 0
-84 79 150 0
77 84 -74 0
-58 84 -168 0
59 84 -2 0
-85 -34 -146 0
85 1 74 0
-85 -131 30 0
-85 71 -14 0
85 19 -38 0
93 85 77 0
85 115 -38 0
-85 8 160 0
85 -141 30 0
85 -70 169 0
-85 -78 75 0
85 123 140 0
-85 74 37 0
-85 -144 -105 0
-85 24 49 0
85 98 66 0
85 -143 -159 0
85 -101 122 0
-85 93 -125 0
163 85 139 0
-41 -86 151 0
-86 -29 -157 0
129 86 -4 0
16 -86 38 0
-86 121 -30 0
93 -87 165 0
-87 -38 150 0
-87 133 -143 0
102 -87 -66 0
-87 168 164 0
-153 -87 121 0
-51 -87 -164 0
-19 87 52 0
87 5 -91 0
-84 -87 80 0
163 -87 -12 0
87 -56 28 0
-103 -88 -90 0
88 -150 -7 0
-133 -88 151 0
146 -88 -30 0
-139 -88 96 0
-92 -88 6 0
-88 -150 134 0
-148 88 158 0
-2 -88 -112 0
160 -89 62 0
-57 89 166 0
89 55 -61 0
-5 -91 -7 0
-100 91 90 0
-62 91 -121 0
-129 92 -52 0
-136 92 13 0
-92 71 -91 0
92 -117 -123 0
-92 109 -44 0
92 16 14 0
92 155 -164 0
-92 84 -55 0
8 92 -150 0
92 -103 89 0
-92 -88 6 0
-137 92 48 0
92 -66 121 0
-1 -92 -115 0
93 168 64 0
93 -87 165 0
93 85 77 0
-93 130 30 0
93 -69 -161 0
-93 12 -65 0
-93 168 56 0
93 -11 -89 0
93 -143 -15 0
93 161 15 0
-85 93 -125 0
93 42 62 0
94 -150 -91 0
154 -94 -150 0
27 94 -96 0
128 -94 56 0
57 -94 105 0
56 -94 91 0
144 -95 159 0
42 -95 -156 0
152 95 -67 0
-84 95 -108 0
-127 95 13 0
95 106 112 0
-139 95 108 0
-96 159 60 0
-126 -96 -61 0
-55 -96 165 0
133 98 39 0
11 98 52 0
98 73 31 0
85 98 66 0
-167 98 -66 0
-99 80 104 0
-99 -157 -113 0
-125 -99 104 0
-119 -99 -7 0
-161 99 37 0
100 48 -6 0
103 100 -147 0
68 -100 -49 0
-100 -161 132 0
-100 116 -21 0
-2 100 80 0
-100 146 -149 0
-100 -14 -82 0
-25 -100 73 0
-152 100 -23 0
100 116 -82 0
110 -100 -31 0
100 107 -67 0
-100 91 90 0
-100 -132 60 0
137 100 -3 0
-100 -64 114 0
-101 12 134 0
-101 41 -72 0
101 -122 -158 0
-101 56 -148 0
102 101 157 0
-1 101 141 0
-147 101 97 0
51 101 -142 0
-101 130 4 0
85 -101 122 0
-101 -55 -60 0
-102 -168 13 0
-102 19 7 0
102 13 -150 0
102 -87 -66 0
102 -18 -141 0
-102 -84 154 0
102 -133 -38 0
102 101 157 0
102 -18 -30 0
-102 -132 -104 0
102 -17 54 0
102 153 86 0
102 3 121 0
-102 38 159 0
-102 154 -74 0
102 -5 -113 0
-103 -88 -90 0
103 100 -147 0
103 -38 62 0
103 -50 -158 0
118 103 149 0
84 103 71 0
-76 103 -54 0
103 -116 -91 0
-103 111 -36 0
92 -103 89 0
-103 33 130 0
59 -103 -9 0
-69 103 101 0
103 150 -22 0
103 108 -139 0
77 -103 41 0
121 -104 -37 0
-154 104 97 0
-9 -104 -67 0
-63 -104 -135 0
-57 104 44 0
117 106 -45 0
-29 -106 -44 0
-161 -106 -65 0
106 13 31 0
-17 106 -74 0
-110 106 -36 0
-117 -106 -66 0
-108 -106 80 0
95 106 112 0
25 -107 -150 0
-71 -107 -6 0
140 -107 61 0
-169 -107 150 0
100 107 -67 0
108 -109 28 0
108 41 -44 0
59 -108 38 0
32 108 -38 0
-108 -135 -36 0
-129 -108 168 0
-108 48 -158 0
-108 -106 80 0
103 108 -139 0
-108 109 46 0
-51 -109 123 0
76 109 -166 0
137 109 -89 0
-119 109 148 0
-109 -166 112 0
109 -157 -134 0
-111 -109 142 0
-92 109 -44 0
108 -109 28 0
-109 156 149 0
109 -143 83 0
-144 -109 -150 0
-162 -109 -36 0
-108 109 46 0
110 -17 116 0
110 -68 79 0
110 126 -37 0
-163 -110 -40 0
-110 -30 82 0
110 77 146 0
110 -12 -143 0
-137 -110 -80 0
51 -110 100 0
110 62 158 0
-110 151 -97 0
129 110 -47 0
-110 106 -36 0
-110 40 -95 0
17 -110 -170 0
110 -100 -31 0
-110 -24 -80 0
-110 -51 -60 0
-69 -111 133 0
-111 -109 142 0
-111 -2 -96 0
-111 18 -55 0
-111 153 84 0
-103 111 -36 0
111 72 -165 0
58 -111 -138 0
-42 -111 -38 0
-111 -78 14 0
-111 -140 -36 0
39 112 159 0
-116 112 30 0
13 -112 151 0
-42 -113 60 0
38 -114 143 0
-65 -114 -113 0
-114 20 135 0
-29 114 -149 0
114 -39 120 0
26 -114 53 0
123 -114 -151 0
119 114 -143 0
147 -115 30 0
85 115 -38 0
-34 115 -20 0
-127 -115 166 0
-100 116 -21 0
-34 -116 65 0
-116 112 30 0
-1 -116 -66 0
117 -116 133 0
-139 -116 -105 0
-116 141 122 0
-51 -116 -37 0
103 -116 -91 0
116 149 83 0
-138 116 -12 0
100 116 -82 0
117 106 -45 0
-139 -117 -169 0
92 -117 -123 0
117 -116 133 0
162 117 159 0
117 168 -14 0
-117 -106 -66 0
-119 117 116 0
-117 65 -66 0
117 63 -134 0
-117 38 73 0
-42 -118 154 0
-153 118 2 0
118 -79 -106 0
-118 23 -91 0
118 -71 -104 0
118 103 149 0
118 49 -146 0
118 139 -52 0
-119 11 29 0
-119 109 148 0
119 -49 -48 0
76 119 150 0
-119 -99 -7 0
119 -19 -86 0
-163 119 -80 0
119 120 159 0
-119 -84 -143 0
-119 -127 -7 0
119 -56 134 0
119 -55 47 0
-119 117 116 0
-119 163 -98 0
-127 119 47 0
119 114 -143 0
-119 -139 -2 0
119 48 -133 0
161 120 -164 0
-145 120 -90 0
-132 120 15 0
119 120 159 0
121 -104 -37 0
-127 121 31 0
-86 121 -30 0
121 74 -104 0
101 -122 -158 0
46 -122 60 0
-84 -122 -83 0
-70 -122 91 0
-136 122 164 0
-122 158 134 0
-64 -122 135 0
-136 -123 96 0
85 123 140 0
126 123 149 0
-147 -123 -37 0
-8 123 164 0
-128 -123 80 0
123 -114 -151 0
-136 -124 46 0
155 -124 -147 0
57 124 -143 0
-49 124 134 0
124 132 157 0
34 124 53 0
124 157 -113 0
-25 125 104 0
125 -155 -62 0
125 64 -28 0
125 29 121 0
-125 -130 -122 0
125 -32 139 0
-125 -99 104 0
-127 125 -63 0
125 -12 135 0
129 125 123 0
-76 125 166 0
-125 -44 105 0
-125 148 65 0
125 3 130 0
51 125 4 0
-126 -32 54 0
-137 126 -31 0
126 161 97 0
-126 -72 135 0
110 126 -37 0
126 69 29 0
-126 -96 -61 0
-126 -147 -81 0
144 -126 -79 0
126 123 149 0
145 -126 -21 0
127 -56 -47 0
127 -77 -155 0
-127 132 -44 0
127 -130 -54 0
-152 127 -74 0
127 -78 120 0
127 160 -20 0
-127 24 -140 0
-127 125 -63 0
-127 121 31 0
127 -5 -121 0
127 -136 -30 0
-119 -127 -7 0
-127 -63 81 0
-127 147 -104 0
-127 95 13 0
-127 119 47 0
-127 -115 166 0
127 153 -31 0
128 133 14 0
-128 -168 82 0
128 -94 56 0
-68 128 82 0
-34 128 -40 0
128 79 155 0
-128 -36 105 0
-128 -16 156 0
-128 -123 80 0
-128 -2 113 0
-129 92 -52 0
-129 68 75 0
-129 -169 -56 0
129 58 -21 0
129 -25 -99 0
129 86 -4 0
-129 -139 -143 0
129 125 123 0
129 -24 131 0
129 137 166 0
129 110 -47 0
-129 -108 168 0
144 130 -141 0
127 -130 -54 0
-93 130 30 0
-125 -130 -122 0
-40 130 -64 0
-78 130 -99 0
130 -41 113 0
-101 130 4 0
-85 -131 30 0
-131 79 47 0
-131 -53 134 0
-131 156 30 0
-131 -62 113 0
-127 132 -44 0
-132 135 -142 0
-132 -73 150 0
-102 -132 -104 0
-132 120 15 0
24 132 -54 0
124 132 157 0
57 132 -164 0
-100 -132 60 0
-8 133 7 0
128 133 14 0
-16 133 -63 0
-87 133 -143 0
-133 -88 151 0
133 98 39 0
68 -133 28 0
102 -133 -38 0
133 156 -74 0
133 -39 -113 0
42 -133 141 0
134 151 -120 0
-132 135 -142 0
-66 -135 -36 0
-108 -135 -36 0
-51 135 37 0
136 151 -7 0
-136 92 13 0
-136 -124 46 0
-136 -123 96 0
-136 56 -133 0
162 136 -135 0
136 146 106 0
137 -136 108 0
-136 -46 -142 0
127 -136 -30 0
136 54 105 0
-136 122 164 0
136 -3 88 0
136 -143 -150 0
50 136 -95 0
137 -57 -80 0
-137 126 -31 0
137 -70 109 0
137 109 -89 0
-137 -51 16 0
-137 -49 -5 0
-137 -58 165 0
137 -136 108 0
-137 -110 -80 0
129 137 166 0
137 65 60 0
-137 92 48 0
137 100 -3 0
137 148 -75 0
-138 -26 -80 0
138 166 -47 0
1 -138 -6 0
9 138 -140 0
138 -6 -165 0
-138 72 7 0
138 -55 112 0
-138 -166 105 0
27 -138 -14 0
-138 -150 105 0
3 138 53 0
-138 116 -12 0
-138 -4 14 0
138 -23 -53 0
-34 -138 -123 0
-138 -156 -13 0
-34 139 72 0
-139 -55 13 0
-139 3 74 0
-170 -139 -41 0
-139 -117 -169 0
-139 -116 -105 0
-129 -139 -143 0
-139 -88 96 0
118 139 -52 0
-139 95 108 0
145 139 -44 0
-119 -139 -2 0
-84 140 -112 0
-10 140 142 0
59 140 -158 0
140 -107 61 0
-72 140 113 0
-65 140 -36 0
-111 -140 -36 0
16 141 -7 0
-64 141 -91 0
85 -141 30 0
-116 141 122 0
-16 -141 105 0
141 44 -60 0
-56 -141 -62 0
149 -142 -164 0
73 143 151 0
109 -143 83 0
93 -143 -15 0
49 -143 91 0
-43 143 164 0
85 -143 -159 0
136 -143 -150 0
144 -95 159 0
144 130 -141 0
-144 9 130 0
144 58 49 0
144 -153 -96 0
144 28 31 0
144 -126 -79 0
-85 -144 -105 0
144 156 140 0
-144 -78 53 0
-144 -109 -150 0
144 148 -121 0
144 -152 -148 0
145 -10 55 0
170 -145 -11 0
-145 120 -90 0
-145 -56 -37 0
-145 -61 -105 0
145 70 160 0
145 -160 30 0
145 -153 -164 0
-50 -145 -88 0
-145 169 -95 0
-145 19 -46 0
145 -126 -21 0
-145 -13 -20 0
145 139 -44 0
-9 -146 79 0
2 -146 157 0
-100 146 -149 0
146 -88 -30 0
170 146 31 0
136 146 106 0
146 23 -53 0
17 146 -166 0
147 -115 30 0
147 -44 -112 0
-126 -147 -81 0
42 -147 -48 0
-147 28 80 0
-147 101 97 0
-127 147 -104 0
147 167 -114 0
-147 -123 -37 0
76 -147 -150 0
-147 -4 -112 0
8 148 134 0
27 -148 74 0
40 148 63 0
-68 -148 73 0
-64 -148 -113 0
-11 148 -72 0
-125 148 65 0
-148 88 158 0
-26 -148 -83 0
144 148 -121 0
137 148 -75 0
-27 -149 66 0
-80 149 157 0
-168 149 53 0
149 -142 -164 0
-38 -149 82 0
116 149 83 0
35 149 114 0
94 -150 -91 0
88 -150 -7 0
23 -150 -90 0
1 150 -151 0
77 -150 -120 0
-138 -150 105 0
-88 -150 134 0
103 150 -22 0
136 151 -7 0
-162 -151 -75 0
-110 151 -97 0
134 151 -120 0
154 151 -67 0
152 78 -60 0
-152 25 37 0
152 -35 -112 0
-152 127 -74 0
152 95 -67 0
-152 167 -54 0
-152 100 -23 0
-152 161 2 0
-152 81 150 0
144 -152 -148 0
152 -49 -26 0
-153 118 2 0
-153 44 83 0
144 -153 -96 0
-111 153 84 0
-153 -87 121 0
145 -153 -164 0
-16 153 122 0
102 153 86 0
-34 153 -165 0
127 153 -31 0
154 -94 -150 0
161 -154 18 0
-154 104 97 0
-69 -154 -120 0
76 154 -105 0
-25 154 151 0
19 154 65 0
-34 154 107 0
-102 154 -74 0
154 151 -67 0
155 -20 -104 0
70 155 -47 0
125 -155 -62 0
-155 26 30 0
155 -124 -147 0
92 155 -164 0
-155 157 31 0
-41 155 -72 0
79 -155 140 0
-162 -156 -30 0
-19 -156 157 0
-109 156 149 0
-156 65 -166 0
-131 156 30 0
133 156 -74 0
-18 -156 31 0
48 -156 89 0
144 156 140 0
-68 156 74 0
-138 -156 -13 0
-51 157 143 0
109 -157 -134 0
-157 164 159 0
-99 -157 -113 0
-17 -157 114 0
-155 157 31 0
163 -157 159 0
124 157 -113 0
12 158 97 0
74 -158 -104 0
19 -158 75 0
70 -158 164 0
-122 158 134 0
-31 158 82 0
-96 159 60 0
160 -71 54 0
160 -89 62 0
-160 53 121 0
160 5 13 0
-160 167 62 0
-160 -44 -112 0
127 160 -20 0
145 -160 30 0
-43 160 -37 0
160 52 -105 0
1 -160 -81 0
126 161 97 0
161 -154 18 0
-100 -161 132 0
161 38 -135 0
161 -39 -52 0
-161 -106 -65 0
161 120 -164 0
-152 161 2 0
59 161 -39 0
-161 99 37 0
49 161 -150 0
93 161 15 0
-162 -156 -30 0
-162 -10 54 0
-162 -151 -75 0
162 136 -135 0
162 117 159 0
-162 -49 -30 0
-25 -162 -121 0
-162 -109 -36 0
-17 -162 47 0
163 43 70 0
-163 -110 -40 0
-163 -69 155 0
-163 119 -80 0
163 -9 -13 0
-119 163 -98 0
163 -12 -114 0
163 -87 -12 0
163 -34 -135 0
163 85 139 0
34 163 -141 0
163 -157 159 0
-157 164 159 0
39 164 142 0
138 166 -47 0
64 -166 80 0
-109 -166 112 0
-26 166 -142 0
-78 166 -53 0
-138 -166 105 0
33 166 149 0
-28 -166 105 0
-24 -167 -73 0
-160 167 62 0
-167 31 82 0
-152 167 -54 0
-56 167 -74 0
147 167 -114 0
-167 98 -66 0
4 -167 -122 0
93 168 64 0
-102 -168 13 0
-42 -168 -151 0
40 -168 135 0
-128 -168 82 0
-11 168 -107 0
8 168 -30 0
-87 168 164 0
-93 168 56 0
-168 149 53 0
117 168 -14 0
168 62 -53 0
25 168 -159 0
-59 168 -113 0
8 169 -150 0
-129 -169 -56 0
169 4 -143 0
1 169 120 0
-169 -107 150 0
-145 169 -95 0
-169 83 -104 0
170 -12 -132 0
170 -145 -11 0
170 -74 31 0
-170 -139 -41 0
-170 19 -99 0
-42 -170 75 0
170 146 31 0
-170 29 158 0
-170 -5 14 0
170 19 -82 0
170 -81 60 0
