p cnf 155 659
-18 121 120 0
-129 -18 -104 0
110 19 3 0
19 -149 -121 0
-19 -89 80 0
154 -19 13 0
19 -108 14 0
-19 150 -15 0
-77 -19 -49 0
-19 27 29 0
19 124 148 0
-19 -64 20 0
19 -89 -52 0
-69 -19 -79 0
-153 -19 72 0
110 -19 123 0
-19 -132 -107 0
-19 39 -7 0
138 -20 -14 0
54 -20 82 0
-93 20 140 0
129 -20 83 0
124 20 -15 0
21 -72 140 0
123 -21 5 0
-119 21 105 0
38 21 64 0
35 21 64 0
21 46 -39 0
35 21 -67 0
115 23 -150 0
-110 -23 112 0
130 -23 120 0
-10 23 113 0
24 89 29 0
-24 -101 21 0
17 -24 -104 0
24 124 -121 0
-110 -24 -108 0
24 118 108 0
-17 -24 -36 0
-68 24 -40 0
1 24 -73 0
-24 16 -55 0
24 72 99 0
-24 41 -105 0
-129 24 -15 0
-25 -34 -106 0
25 46 -151 0
-25 -92 -18 0
-25 -65 143 0
25 -153 -2 0
-25 -92 -74 0
-25 9 -62 0
17 25 -73 0
-25 147 29 0
-25 -12 99 0
25 -100 -2 0
25 103 89 0
-118 -26 63 0
-26 106 -66 0
40 26 -47 0
26 36 -22 0
26 -99 -36 0
-1 -26 44 0
117 26 86 0
-102 -26 141 0
92 -26 -91 0
118 -26 23 0
27 -26 -80 0
26 -150 -30 0
-27 -121 134 0
-27 12 -105 0
146 27 -13 0
76 27 -135 0
27 -71 38 0
69 27 141 0
-19 27 29 0
146 27 -97 0
27 -32 89 0
27 -26 -80 0
-27 121 31 0
27 66 -15 0
16 28 104 0
72 -28 150 0
-28 6 75 0
133 -28 65 0
-145 29 44 0
-100 -29 -4 0
-34 -29 132 0
138 -29 89 0
-126 29 91 0
-29 -74 112 0
-29 -83 -74 0
-9 29 115 0
-29 99 135 0
-50 -30 -75 0
114 -31 -61 0
-133 31 44 0
91 31 15 0
13 -31 -30 0
-39 -31 105 0
-110 32 6 0
27 -32 89 0
2 -32 -23 0
32 2 99 0
100 -32 54 0
-33 80 23 0
33 89 15 0
129 -33 -104 0
-144 -33 13 0
-154 -33 4 0
87 33 14 0
-155 -33 135 0
-33 89 -53 0
33 98 -112 0
137 33 -105 0
-25 -34 -106 0
-34 78 52 0
-34 -29 132 0
34 -76 -134 0
-129 -34 31 0
-34 106 -132 0
34 -116 7 0
34 -106 -142 0
34 148 -72 0
34 136 -83 0
-34 -103 107 0
34 -56 -13 0
93 -35 -6 0
-35 139 133 0
35 -5 -73 0
35 -148 -121 0
-152 -35 57 0
-35 -145 146 0
-35 -36 -142 0
-43 35 -33 0
-35 -111 -71 0
-35 -57 -99 0
35 21 64 0
35 5 -7 0
35 -154 79 0
-35 -77 -94 0
-35 78 -140 0
35 21 -67 0
51 -35 65 0
106 -36 105 0
26 36 -22 0
-35 -36 -142 0
-48 36 74 0
-56 36 -45 0
144 36 134 0
-145 36 -14 0
51 36 -151 0
-38 36 -90 0
-46 36 22 0
36 105 -134 0
46 37 -90 0
37 -82 -22 0
-115 -38 37 0
-38 135 90 0
-1 38 -73 0
85 38 -151 0
84 -38 107 0
38 54 -45 0
38 44 -82 0
-147 38 72 0
-70 -38 -44 0
38 21 64 0
-103 -38 -61 0
-38 36 -90 0
72 -39 96 0
111 -39 83 0
46 -39 -73 0
55 39 36 0
-136 39 -91 0
-50 39 66 0
-39 -31 105 0
-19 39 -7 0
145 -40 -73 0
40 26 -47 0
8 -40 -52 0
40 140 90 0
40 150 30 0
59 -40 26 0
40 87 61 0
-51 -40 114 0
40 -114 -74 0
-40 3 -82 0
-110 41 -151 0
-103 41 -36 0
-153 -41 -26 0
155 41 -112 0
-111 41 -148 0
-41 73 14 0
43 -41 13 0
2 -41 62 0
-136 41 -62 0
-9 -41 -106 0
-24 41 -105 0
-68 -42 3 0
42 -12 -37 0
-93 42 153 0
42 70 151 0
-42 -83 -14 0
42 118 -155 0
42 -103 40 0
42 4 -83 0
42 -136 106 0
42 128 15 0
-42 -43 151 0
51 43 150 0
129 43 -107 0
43 147 141 0
-43 116 -80 0
-43 35 -33 0
43 -41 13 0
-43 80 75 0
-43 49 20 0
93 43 -87 0
43 -5 96 0
-42 -43 151 0
-138 -44 -53 0
-54 -44 31 0
38 44 -82 0
-138 45 -151 0
-46 106 -15 0
-46 140 -134 0
-50 -46 -14 0
25 46 -151 0
-86 -46 105 0
71 46 83 0
46 -39 -73 0
46 -143 -14 0
-118 -46 64 0
46 37 -90 0
-46 -97 -45 0
-46 140 113 0
-46 81 62 0
21 46 -39 0
-110 -46 66 0
-46 36 22 0
89 47 -66 0
81 47 60 0
-48 -47 39 0
141 47 -52 0
47 -121 -60 0
48 133 -142 0
48 -65 143 0
-78 48 -138 0
-48 55 47 0
48 89 -62 0
-48 36 74 0
-48 55 -88 0
59 -48 -133 0
-48 -47 39 0
49 -104 -45 0
153 49 -36 0
58 49 142 0
118 49 13 0
-49 -56 -151 0
-85 -49 -155 0
49 -73 120 0
127 49 -53 0
-49 124 -13 0
-43 49 20 0
-69 -49 -135 0
-49 109 28 0
-50 -30 -75 0
-136 -50 -87 0
50 2 47 0
-50 -46 -14 0
50 -136 -52 0
-50 86 -29 0
50 10 -120 0
-102 -50 -138 0
50 -58 -21 0
-136 -50 82 0
50 58 -47 0
102 -50 -154 0
-68 -50 -41 0
50 155 120 0
-50 39 66 0
-68 -50 -148 0
-111 -50 -134 0
51 -153 86 0
-51 145 35 0
51 43 150 0
51 138 -74 0
51 9 -41 0
-51 -78 52 0
-51 4 -20 0
-51 -6 134 0
-51 -40 114 0
51 36 -151 0
51 -35 65 0
-51 -91 -75 0
10 -52 15 0
125 52 15 0
-14 53 96 0
126 -53 105 0
-81 53 31 0
-135 -53 66 0
-128 -53 -91 0
54 -20 82 0
-54 -44 31 0
38 54 -45 0
-12 54 13 0
-55 54 -142 0
-55 -13 142 0
-76 -55 23 0
-48 55 47 0
-115 55 14 0
55 39 36 0
-48 55 -88 0
70 55 96 0
136 -55 -13 0
127 -55 22 0
-55 54 -142 0
-56 -121 -36 0
-56 -3 106 0
-56 -86 -113 0
153 -56 -121 0
111 -56 -113 0
-49 -56 -151 0
-56 81 149 0
-56 133 80 0
-56 36 -45 0
34 -56 -13 0
-93 -56 29 0
92 57 123 0
57 -18 -120 0
-118 -57 -49 0
-118 -57 -19 0
139 57 149 0
-144 57 -138 0
59 -57 -105 0
-77 57 -120 0
-35 -57 -99 0
137 57 83 0
57 -3 -75 0
-100 57 47 0
-76 -57 -88 0
77 -57 -86 0
131 57 -89 0
-58 -141 106 0
58 -100 -90 0
69 58 -31 0
-58 92 20 0
58 49 142 0
-58 -135 67 0
50 -58 -21 0
-118 -58 -32 0
50 58 -47 0
8 -58 -4 0
-58 -117 -47 0
58 138 107 0
58 -6 105 0
-58 103 38 0
-58 88 97 0
-59 5 143 0
-85 59 69 0
-59 -148 -83 0
59 -57 -105 0
59 122 62 0
59 -17 -79 0
59 -40 26 0
59 -48 -133 0
-59 79 29 0
-59 -10 -89 0
-59 149 -132 0
59 -72 -13 0
69 -60 -90 0
106 -61 -31 0
61 75 67 0
-18 -61 -97 0
155 -62 132 0
133 -62 54 0
130 62 -31 0
-64 62 150 0
-108 -62 -15 0
-62 -74 7 0
-3 -63 -149 0
-139 -63 82 0
63 81 -91 0
63 115 67 0
93 -63 112 0
147 -64 120 0
-68 -64 -4 0
64 5 -20 0
-64 62 150 0
-19 -64 20 0
-65 -73 -22 0
-140 65 -143 0
48 -65 143 0
-118 -65 -61 0
-25 -65 143 0
-131 -65 -142 0
152 -65 112 0
103 -65 -114 0
65 -122 -30 0
-122 65 -107 0
-66 -74 61 0
-66 -82 97 0
-5 66 -6 0
27 66 -15 0
-6 -67 -75 0
-68 -42 3 0
68 136 131 0
-68 -107 -121 0
-68 -64 -4 0
68 -154 -107 0
76 -68 -135 0
68 88 -44 0
-68 -50 -41 0
-68 24 -40 0
-68 3 -142 0
-68 -50 -148 0
69 -60 -90 0
69 58 -31 0
-69 -72 53 0
-69 -72 22 0
-69 -139 47 0
-152 -69 -130 0
69 27 141 0
-69 -3 54 0
-69 -49 -135 0
-69 -19 -79 0
-119 -69 -6 0
-84 70 46 0
127 70 -147 0
92 70 -21 0
42 70 151 0
70 -13 99 0
76 70 117 0
70 109 15 0
-70 124 60 0
-70 -38 -44 0
-70 117 47 0
70 114 44 0
70 55 96 0
-152 -71 45 0
-71 101 -134 0
71 46 83 0
137 -71 -94 0
71 143 -150 0
27 -71 38 0
-9 -71 -86 0
-71 116 121 0
79 71 -89 0
-71 -80 143 0
-1 -72 28 0
21 -72 140 0
72 -39 96 0
-69 -72 53 0
-69 -72 22 0
72 -28 150 0
24 72 99 0
94 72 96 0
59 -72 -13 0
-65 -73 -22 0
8 -73 150 0
-87 -73 -23 0
-41 73 14 0
-145 -73 135 0
49 -73 120 0
3 73 150 0
-66 -74 61 0
-148 74 -91 0
-29 -74 112 0
-62 -74 7 0
61 75 67 0
-76 -78 47 0
76 -98 -114 0
-76 -84 -138 0
-76 -55 23 0
76 -117 80 0
76 70 117 0
34 -76 -134 0
76 -117 36 0
76 137 -134 0
-76 -110 136 0
76 128 -44 0
76 -68 -135 0
76 27 -135 0
93 -76 -77 0
-76 -148 -122 0
-76 107 82 0
76 111 -56 0
-76 -111 -75 0
-76 -57 -88 0
76 -111 -36 0
-118 77 -135 0
77 81 150 0
-77 101 71 0
-77 -19 -49 0
-77 57 -120 0
-77 87 26 0
77 -107 67 0
77 106 98 0
-77 -116 -90 0
-35 -77 -94 0
-77 -92 49 0
77 -57 -86 0
-76 -78 47 0
-34 78 52 0
-78 48 -138 0
-78 100 -12 0
125 78 -121 0
-126 78 -3 0
-78 -114 -31 0
-51 -78 52 0
-35 78 -140 0
-93 -78 -80 0
144 79 -71 0
93 79 52 0
-137 -79 47 0
-111 79 -142 0
-59 79 29 0
-79 -132 90 0
79 71 -89 0
-93 80 114 0
-33 80 23 0
-80 140 -104 0
-99 80 -104 0
10 -80 -151 0
-43 80 75 0
86 -80 66 0
-89 -80 90 0
-71 -80 143 0
-102 81 -80 0
63 81 -91 0
-56 81 149 0
-139 -81 -46 0
81 47 60 0
-81 53 31 0
77 81 150 0
-145 -81 28 0
-81 -114 112 0
-81 -99 60 0
127 81 -120 0
-46 81 62 0
81 -123 -122 0
86 81 39 0
106 82 -52 0
-66 -82 97 0
37 -82 -22 0
-42 -83 -14 0
-85 -83 -96 0
-110 -83 37 0
-29 -83 -74 0
8 -83 -97 0
-84 70 46 0
-76 -84 -138 0
-84 -111 -107 0
84 -38 107 0
84 -13 -60 0
126 84 53 0
84 -16 -33 0
-9 84 -121 0
84 -155 79 0
-152 -84 -27 0
-85 109 150 0
-85 147 -134 0
85 135 36 0
-85 -138 120 0
85 38 -151 0
-85 59 69 0
-85 -83 -96 0
-85 153 105 0
-85 -49 -155 0
85 122 23 0
-85 3 -63 0
-85 1 -33 0
-85 -17 88 0
-50 86 -29 0
-86 -46 105 0
-56 -86 -113 0
86 121 30 0
-18 86 -121 0
144 -86 71 0
86 -80 66 0
103 86 -73 0
-86 -130 98 0
86 81 39 0
87 -14 67 0
87 -130 -98 0
-87 104 -6 0
-87 -73 -23 0
87 -108 94 0
87 33 14 0
152 87 124 0
-77 87 26 0
-87 12 75 0
87 -124 -133 0
16 87 20 0
40 87 61 0
-87 -140 -132 0
-18 -88 -36 0
-17 -88 45 0
68 88 -44 0
-100 88 90 0
93 88 74 0
88 151 142 0
-58 88 97 0
24 89 29 0
-89 104 -112 0
89 47 -66 0
33 89 15 0
-19 -89 80 0
89 -13 97 0
48 89 -62 0
-33 89 -53 0
-89 -80 90 0
19 -89 -52 0
91 31 15 0
-51 -91 -75 0
128 -92 -108 0
92 57 123 0
-58 92 20 0
92 70 -21 0
-25 -92 -18 0
-92 100 143 0
111 92 -106 0
-25 -92 -74 0
137 92 -21 0
92 -26 -91 0
119 92 66 0
-92 114 97 0
17 -92 -105 0
-77 -92 49 0
-93 80 114 0
93 -35 -6 0
-93 42 153 0
-93 20 140 0
93 79 52 0
-93 103 -63 0
93 -76 -77 0
93 133 64 0
93 1 26 0
93 88 74 0
93 43 -87 0
93 -63 112 0
-93 148 150 0
93 -126 -104 0
-93 -103 39 0
-93 -78 -80 0
-93 12 62 0
-93 -56 29 0
147 -94 64 0
-145 94 98 0
131 -94 65 0
94 -147 -135 0
94 104 52 0
152 -94 -13 0
-1 -94 -44 0
94 72 96 0
95 -155 -66 0
137 95 79 0
103 95 -105 0
-128 -95 52 0
-95 154 -116 0
-1 95 65 0
-152 95 -135 0
-127 -96 -97 0
-118 -96 -23 0
136 -96 7 0
-101 96 -112 0
153 97 -52 0
-46 -97 -45 0
98 -121 -142 0
76 -98 -114 0
-1 98 62 0
-145 -98 37 0
138 98 105 0
9 98 122 0
33 98 -112 0
26 -99 -36 0
-99 140 -122 0
149 -99 28 0
-99 80 -104 0
-81 -99 60 0
-154 99 -91 0
-29 99 135 0
-109 99 47 0
-123 -99 -66 0
58 -100 -90 0
100 12 97 0
-100 -29 -4 0
-100 147 -56 0
-100 154 112 0
145 -100 -139 0
-78 100 -12 0
-92 100 143 0
-100 88 90 0
-100 -104 37 0
100 -4 -99 0
-100 130 47 0
25 -100 -2 0
-100 57 47 0
119 100 -67 0
100 -32 54 0
-125 100 40 0
-24 -101 21 0
-71 101 -134 0
-77 101 71 0
-101 96 -112 0
101 12 97 0
-102 115 121 0
102 8 151 0
102 155 -5 0
-102 81 -80 0
-102 -50 -138 0
102 -141 -4 0
-102 -26 141 0
102 -50 -154 0
-102 139 143 0
-119 -102 99 0
103 95 -105 0
-103 -2 81 0
-103 41 -36 0
-129 103 -105 0
-103 -16 -120 0
103 -130 -143 0
42 -103 40 0
103 -65 -114 0
-93 103 -63 0
-103 -38 -61 0
-34 -103 107 0
103 86 -73 0
-58 103 38 0
-93 -103 39 0
25 103 89 0
49 -104 -45 0
-89 104 -112 0
-87 104 -6 0
-100 -104 37 0
-148 -104 14 0
104 143 -67 0
94 104 52 0
117 -105 60 0
36 105 -134 0
-46 106 -15 0
106 -5 -104 0
106 -36 105 0
144 106 13 0
-26 106 -66 0
106 -61 -31 0
106 82 -52 0
-2 106 -74 0
-34 106 -132 0
106 140 -121 0
-106 107 13 0
34 -106 -142 0
123 106 121 0
77 106 98 0
-68 -107 -121 0
-106 107 13 0
-76 107 82 0
77 -107 67 0
16 -108 -28 0
19 -108 14 0
87 -108 94 0
-108 -62 -15 0
-131 -108 -67 0
-153 108 -46 0
-85 109 150 0
70 109 15 0
9 -109 -54 0
-109 151 82 0
-8 -109 -3 0
-49 109 28 0
-109 99 47 0
152 109 -74 0
-110 41 -151 0
-110 8 -132 0
-110 -24 -108 0
110 19 3 0
-76 -110 136 0
110 12 20 0
-110 -23 112 0
-110 -83 37 0
-110 32 6 0
-110 -124 67 0
110 -3 -121 0
110 -19 123 0
-110 -46 66 0
110 -9 55 0
-84 -111 -107 0
-111 41 -148 0
111 -56 -113 0
111 -39 83 0
111 92 -106 0
-111 -155 73 0
-35 -111 -71 0
-111 79 -142 0
76 111 -56 0
-76 -111 -75 0
-111 -50 -134 0
76 -111 -36 0
-144 -113 -143 0
147 113 134 0
9 -113 142 0
124 -113 -74 0
114 -31 -61 0
-137 -114 149 0
-78 -114 -31 0
-81 -114 112 0
70 114 44 0
-92 114 97 0
40 -114 -74 0
130 -114 -7 0
-102 115 121 0
-115 -38 37 0
115 23 -150 0
-115 55 14 0
63 115 67 0
-125 116 -21 0
9 116 7 0
-116 -14 104 0
-145 -116 -142 0
-43 116 -80 0
-155 -116 88 0
34 -116 7 0
-8 -116 105 0
-144 116 -13 0
-77 -116 -90 0
-71 116 121 0
-117 148 23 0
76 -117 80 0
117 123 -151 0
117 -125 -48 0
76 -117 36 0
117 26 86 0
129 -117 108 0
117 -105 60 0
-70 117 47 0
-58 -117 -47 0
-118 -26 63 0
-118 -57 -49 0
-118 -57 -19 0
145 118 -57 0
-118 128 63 0
-118 77 -135 0
42 118 -155 0
118 49 13 0
-118 -65 -61 0
24 118 108 0
-118 -58 -32 0
-118 -96 -23 0
-118 -46 64 0
118 -26 23 0
118 148 -82 0
118 123 105 0
-119 127 -139 0
-119 -10 -13 0
-119 21 105 0
-119 128 -41 0
119 92 66 0
-119 -13 60 0
119 131 86 0
-119 -102 99 0
-119 -69 -6 0
119 100 -67 0
-56 -121 -36 0
98 -121 -142 0
-27 -121 134 0
133 121 -91 0
86 121 30 0
-18 121 120 0
-27 121 31 0
47 -121 -60 0
85 122 23 0
59 122 62 0
65 -122 -30 0
-122 65 -107 0
1 123 96 0
123 -21 5 0
117 123 -151 0
-130 -123 -120 0
-145 -123 5 0
123 106 121 0
-123 142 45 0
81 -123 -122 0
118 123 105 0
-123 -99 -66 0
-124 -5 -132 0
24 124 -121 0
136 -124 -7 0
-70 124 60 0
124 -113 -74 0
-124 -4 132 0
124 148 134 0
19 124 148 0
128 124 97 0
124 20 -15 0
-49 124 -13 0
87 -124 -133 0
-110 -124 67 0
-124 141 -15 0
-125 116 -21 0
117 -125 -48 0
125 78 -121 0
126 -125 88 0
125 52 15 0
-125 100 40 0
126 -53 105 0
-126 78 -3 0
-126 29 91 0
-126 -4 -22 0
126 84 53 0
-152 -126 80 0
126 -125 88 0
16 -126 -74 0
-1 -126 -35 0
93 -126 -104 0
-127 -96 -97 0
-119 127 -139 0
-127 -129 -120 0
127 70 -147 0
-127 7 97 0
127 153 -78 0
127 49 -53 0
127 81 -120 0
127 -55 22 0
128 -92 -108 0
-128 -18 -63 0
128 -1 46 0
-118 128 63 0
152 -128 -46 0
-128 -147 -83 0
76 128 -44 0
-128 -95 52 0
-119 128 -41 0
128 -4 83 0
-128 -53 -91 0
128 124 97 0
42 128 15 0
-129 148 91 0
129 -33 -104 0
-129 -145 131 0
-127 -129 -120 0
-129 103 -105 0
129 43 -107 0
-137 -129 -149 0
129 -20 83 0
-129 -34 31 0
129 -117 108 0
-129 139 -75 0
-8 129 -118 0
-129 -18 -104 0
-129 24 -15 0
87 -130 -98 0
130 62 -31 0
-130 -123 -120 0
103 -130 -143 0
-138 130 73 0
-130 6 -67 0
-100 130 47 0
130 -23 120 0
-86 -130 98 0
130 -114 -7 0
-17 131 -4 0
131 -94 65 0
-131 -65 -142 0
131 -5 151 0
119 131 86 0
-136 131 -138 0
-131 -108 -67 0
-144 131 -98 0
131 57 -89 0
144 132 -75 0
-79 -132 90 0
-19 -132 -107 0
133 -62 54 0
48 133 -142 0
-9 133 -114 0
133 121 -91 0
-56 133 80 0
-133 31 44 0
93 133 64 0
133 -28 65 0
-38 135 90 0
85 135 36 0
-18 135 104 0
5 -135 -52 0
-58 -135 67 0
-135 -53 66 0
-136 -5 -113 0
68 136 131 0
-136 -50 -87 0
50 -136 -52 0
-137 -136 92 0
136 -124 -7 0
-136 -50 82 0
136 -96 7 0
136 -55 -13 0
34 136 -83 0
-136 39 -91 0
-136 131 -138 0
42 -136 106 0
-136 41 -62 0
137 95 79 0
-137 -136 92 0
137 140 -104 0
76 137 -134 0
-137 -79 47 0
-137 -129 -149 0
-137 -114 149 0
137 92 -21 0
137 -71 -94 0
137 57 83 0
-137 -138 135 0
137 33 -105 0
137 149 132 0
138 -20 -14 0
-138 -44 -53 0
-85 -138 120 0
51 138 -74 0
-138 130 73 0
138 -29 89 0
138 98 105 0
-138 45 -151 0
-137 -138 135 0
58 138 107 0
-35 139 133 0
-139 -146 44 0
139 57 149 0
-139 -63 82 0
-69 -139 47 0
-139 -81 -46 0
-129 139 -75 0
-102 139 143 0
16 -139 117 0
-46 140 -134 0
40 140 90 0
-140 65 -143 0
-99 140 -122 0
137 140 -104 0
-80 140 -104 0
106 140 -121 0
-46 140 113 0
-87 -140 -132 0
-58 -141 106 0
102 -141 -4 0
-124 141 -15 0
141 47 -52 0
-123 142 45 0
-154 143 105 0
46 -143 -14 0
71 143 -150 0
104 143 -67 0
144 132 -75 0
144 79 -71 0
144 106 13 0
-144 -113 -143 0
-144 -33 13 0
-144 57 -138 0
-144 -10 -22 0
-144 116 -13 0
144 -10 142 0
144 36 134 0
144 -86 71 0
-144 131 -98 0
-145 -147 47 0
-51 145 35 0
145 -40 -73 0
-145 29 44 0
145 118 -57 0
-129 -145 131 0
145 -100 -139 0
-145 94 98 0
-145 -116 -142 0
-17 145 -30 0
-145 -2 105 0
-145 -123 5 0
-35 -145 146 0
-145 -73 135 0
-145 -98 37 0
-145 -81 28 0
-145 154 -44 0
-145 36 -14 0
-139 -146 44 0
8 146 -32 0
146 27 -13 0
146 27 -97 0
17 -146 -114 0
-145 -147 47 0
147 -64 120 0
-85 147 -134 0
147 -94 64 0
-100 147 -56 0
-152 147 -18 0
-128 -147 -83 0
43 147 141 0
147 113 134 0
94 -147 -135 0
-147 38 72 0
-25 147 29 0
-147 12 -7 0
-129 148 91 0
-117 148 23 0
35 -148 -121 0
-1 148 -31 0
-148 74 -91 0
-59 -148 -83 0
-76 -148 -122 0
148 -150 142 0
124 148 134 0
34 148 -72 0
-148 -104 14 0
118 148 -82 0
-8 -148 -99 0
-93 148 150 0
19 -149 -121 0
149 -99 28 0
-59 149 -132 0
137 149 132 0
40 150 30 0
-19 150 -15 0
148 -150 142 0
26 -150 -30 0
-109 151 82 0
88 151 142 0
152 3 -44 0
152 2 28 0
-152 147 -18 0
152 11 -151 0
-152 -71 45 0
152 -128 -46 0
-152 -35 57 0
152 -65 112 0
-152 -69 -130 0
-152 -126 80 0
152 87 124 0
152 -94 -13 0
-152 -84 -27 0
-152 95 -135 0
152 109 -74 0
51 -153 86 0
153 97 -52 0
-153 -41 -26 0
153 49 -36 0
153 -56 -121 0
25 -153 -2 0
127 153 -78 0
-85 153 105 0
-153 -19 72 0
-153 108 -46 0
-100 154 112 0
-154 143 105 0
68 -154 -107 0
154 -19 13 0
-154 -33 4 0
-95 154 -116 0
-145 154 -44 0
35 -154 79 0
-154 99 -91 0
95 -155 -66 0
155 -62 132 0
-155 -6 -134 0
102 155 -5 0
155 41 -112 0
-111 -155 73 0
-155 -116 88 0
-155 -33 135 0
50 155 120 0
84 -155 79 0
