p cnf 170 723
-81 -14 -104 0
128 -14 97 0
113 -15 -164 0
61 -15 -120 0
17 15 -151 0
16 87 -61 0
-119 16 107 0
-16 147 71 0
-93 -16 78 0
16 -146 101 0
-16 167 -105 0
-16 117 -23 0
-136 16 113 0
-16 -33 20 0
16 124 -5 0
-16 168 165 0
16 -14 6 0
16 -70 101 0
-16 -141 106 0
-17 118 86 0
-17 84 138 0
17 26 11 0
17 118 -32 0
17 99 67 0
-17 -118 -84 0
119 -17 24 0
-17 -78 164 0
-17 -136 -94 0
17 -169 67 0
17 15 -151 0
-17 -84 97 0
17 48 -132 0
18 56 135 0
18 101 81 0
18 -14 -104 0
-18 -21 -99 0
32 18 -147 0
18 5 -157 0
-18 -156 141 0
51 18 121 0
18 -122 105 0
-35 18 123 0
-35 -18 143 0
-34 -18 -148 0
18 147 -96 0
-18 -53 -30 0
-49 -19 158 0
-19 122 112 0
19 124 148 0
2 -19 -4 0
27 -19 120 0
-1 19 167 0
-19 73 -66 0
34 -19 122 0
-129 19 60 0
-19 -131 52 0
19 23 -121 0
-19 88 61 0
-19 3 -156 0
-19 -147 -106 0
136 19 70 0
166 20 28 0
-1 20 -99 0
106 -20 -120 0
100 20 122 0
-20 -143 -112 0
-95 20 -105 0
-20 66 159 0
-25 -20 61 0
-64 -21 65 0
-43 -21 114 0
-11 21 91 0
24 21 -52 0
-18 -21 -99 0
21 -133 39 0
24 -21 -65 0
-21 -80 -164 0
-11 21 -99 0
-163 21 88 0
161 21 -80 0
41 21 -75 0
163 -23 82 0
19 23 -121 0
-65 23 97 0
-110 23 -121 0
24 154 -6 0
24 21 -52 0
137 -24 -36 0
-24 97 -151 0
24 -21 -65 0
-24 5 6 0
-24 -162 -100 0
-24 56 -30 0
-34 24 40 0
129 24 -101 0
119 24 -130 0
-24 -154 104 0
25 -2 157 0
25 -92 -116 0
-25 -86 120 0
-25 -113 -121 0
25 -1 136 0
25 -163 -5 0
-25 -70 54 0
-25 146 6 0
-25 -20 61 0
-25 110 60 0
-25 148 52 0
69 -26 -75 0
26 123 15 0
-26 149 -143 0
26 -60 67 0
-32 -26 -4 0
17 26 11 0
-154 26 4 0
110 -26 -82 0
-50 -26 13 0
139 26 -7 0
-169 27 133 0
27 41 120 0
27 83 52 0
27 -19 120 0
-153 -27 39 0
27 123 -67 0
169 27 -151 0
-27 -99 37 0
-136 27 159 0
27 150 -91 0
95 -27 91 0
68 27 -122 0
-106 -28 13 0
126 28 -88 0
167 28 67 0
145 -28 -150 0
59 -28 -5 0
64 -28 140 0
147 -28 104 0
-87 -28 -45 0
29 31 -37 0
49 29 -47 0
111 -29 -52 0
29 135 -67 0
71 29 151 0
116 -29 -82 0
144 29 -47 0
95 -29 54 0
-99 -30 -22 0
29 31 -37 0
141 -31 -112 0
167 31 -120 0
-111 32 164 0
32 117 53 0
145 32 66 0
-32 -26 -4 0
-32 -36 120 0
32 18 -147 0
-42 -32 -79 0
-162 -32 -79 0
32 -2 56 0
33 114 -122 0
101 -33 -156 0
-77 -33 -62 0
33 -38 -159 0
-33 105 97 0
-16 -33 20 0
-8 33 -13 0
-51 -33 86 0
-152 -33 -88 0
-95 33 -5 0
68 33 41 0
-126 -33 -7 0
-34 -78 -114 0
34 163 -70 0
-34 -110 -149 0
34 -144 14 0
110 -34 -29 0
34 -19 122 0
127 -34 133 0
-34 69 27 0
-34 24 40 0
-34 -95 45 0
-34 -18 -148 0
34 76 169 0
-68 -34 112 0
-35 -114 -150 0
-35 -92 74 0
-35 -100 -90 0
-35 12 -157 0
-119 -35 -133 0
35 -123 65 0
-92 -35 99 0
-35 18 123 0
-35 48 -53 0
-35 -18 143 0
-35 166 -165 0
-42 35 -47 0
35 -132 -31 0
-115 36 -37 0
-123 36 14 0
-32 -36 120 0
78 -36 37 0
-116 -36 -7 0
-108 36 112 0
101 36 164 0
-44 -36 30 0
167 37 142 0
146 37 159 0
38 -166 112 0
-156 -38 164 0
133 -38 -5 0
48 38 150 0
-101 38 -74 0
38 -89 23 0
-38 5 -166 0
33 -38 -159 0
38 -83 75 0
-38 54 -73 0
-100 -38 158 0
43 38 -65 0
138 -38 -157 0
-86 -38 -121 0
38 132 15 0
-94 39 -150 0
148 39 61 0
43 39 14 0
-87 -39 -158 0
-39 -74 60 0
123 39 -13 0
39 -73 13 0
40 -79 -4 0
-77 40 61 0
-43 40 -66 0
-119 40 55 0
-40 -122 -61 0
-40 62 66 0
-162 -40 22 0
-77 -41 -13 0
27 41 120 0
-129 -41 99 0
136 41 -52 0
117 -41 112 0
-110 -41 138 0
41 -124 -74 0
-41 64 -7 0
-58 -41 26 0
139 -41 106 0
41 21 -75 0
8 41 -22 0
42 -165 -105 0
-42 -12 -52 0
-42 -32 -79 0
42 3 120 0
152 42 -125 0
42 155 141 0
-129 42 46 0
-42 -87 -139 0
-42 87 107 0
-42 35 -47 0
42 -133 99 0
-42 68 89 0
-42 -79 157 0
-43 -21 114 0
-43 -103 -49 0
43 55 -96 0
-43 40 -66 0
-136 43 -56 0
43 101 122 0
43 101 98 0
43 39 14 0
-43 -126 132 0
43 38 -65 0
-43 -98 29 0
43 -92 70 0
-43 -55 73 0
104 -44 164 0
49 44 112 0
-87 44 83 0
-111 -44 -37 0
-44 -36 30 0
-48 -45 -90 0
86 -46 140 0
147 -46 -88 0
46 134 -30 0
133 46 -159 0
47 -166 14 0
49 -47 52 0
-47 -99 -90 0
154 -47 -121 0
145 -47 -166 0
92 47 6 0
-48 -45 -90 0
48 38 150 0
-48 88 -90 0
58 48 6 0
48 62 -91 0
-35 48 -53 0
48 -91 -37 0
129 48 -62 0
17 48 -132 0
-48 -140 -132 0
48 12 -52 0
49 29 -47 0
-49 143 -90 0
-49 -19 158 0
-49 89 -123 0
49 -47 52 0
-49 87 67 0
-49 -123 -96 0
-10 -49 -39 0
-49 -11 80 0
-49 62 -14 0
85 49 -86 0
162 -49 165 0
49 44 112 0
49 11 6 0
50 138 101 0
152 -50 52 0
163 -50 -32 0
50 148 -134 0
50 -1 -105 0
-50 80 113 0
50 169 165 0
-50 66 83 0
50 -146 23 0
-50 -26 13 0
50 -3 -165 0
50 -111 109 0
144 -50 -107 0
-50 -108 -88 0
50 78 60 0
51 -98 44 0
51 18 121 0
-51 99 80 0
51 10 45 0
51 -131 -74 0
-51 -33 86 0
51 -125 22 0
-51 78 -15 0
51 -81 12 0
-124 -52 15 0
-92 52 -90 0
116 53 60 0
-149 53 97 0
-2 53 90 0
-113 -53 159 0
53 113 -159 0
119 53 -158 0
-86 -53 90 0
-18 -53 -30 0
-168 -54 -134 0
-133 54 -83 0
70 -54 142 0
-38 54 -73 0
-114 -54 -121 0
169 54 159 0
-140 -54 -30 0
-55 65 -112 0
43 55 -96 0
55 -12 53 0
11 55 -121 0
-43 -55 73 0
18 56 135 0
154 56 156 0
-163 56 -81 0
-100 -56 -37 0
56 155 -62 0
-8 56 -75 0
145 -56 167 0
86 56 -132 0
-24 56 -30 0
169 57 -130 0
57 10 106 0
-57 167 14 0
-129 57 139 0
57 -150 -120 0
-57 165 -121 0
-76 -58 -139 0
-58 -156 20 0
102 -58 162 0
-58 -70 120 0
58 48 6 0
144 -58 -147 0
137 -58 -41 0
127 58 21 0
58 -2 -65 0
-58 -41 26 0
58 63 -7 0
-8 58 -108 0
59 -126 165 0
59 -149 114 0
59 169 21 0
59 162 -62 0
-59 -8 -167 0
76 59 115 0
59 -28 -5 0
-59 -63 -80 0
26 -60 67 0
92 61 -30 0
61 -15 -120 0
9 -61 -164 0
161 -61 -91 0
-62 -140 52 0
48 62 -91 0
-49 62 -14 0
-119 -62 6 0
62 80 -54 0
-40 62 66 0
-144 63 54 0
147 63 -149 0
58 63 -7 0
-63 115 -133 0
-59 -63 -80 0
-10 -63 38 0
1 -63 6 0
86 -63 -115 0
-8 -64 47 0
-109 64 -83 0
100 64 159 0
-64 -21 65 0
92 64 -45 0
-160 64 -53 0
-41 64 -7 0
123 64 44 0
76 64 -60 0
64 -28 140 0
-2 -64 46 0
-55 65 -112 0
128 65 -31 0
-141 65 -7 0
98 -65 83 0
77 -65 -113 0
-65 23 97 0
66 -97 30 0
11 66 97 0
-50 66 83 0
-111 -66 -158 0
-84 66 112 0
-20 66 159 0
-2 -67 82 0
76 -67 159 0
68 -162 -96 0
68 88 -39 0
-68 102 -161 0
-68 153 74 0
-85 68 -129 0
68 -87 -71 0
-68 -72 -66 0
68 -160 151 0
-68 -146 31 0
68 107 -105 0
93 68 100 0
68 33 41 0
-42 68 89 0
68 116 -15 0
-68 -34 112 0
68 27 -122 0
-69 -156 -55 0
69 -26 -75 0
128 -69 -35 0
-127 -69 94 0
69 122 -113 0
-69 -114 -5 0
69 -111 112 0
-69 -170 33 0
-69 -94 104 0
-69 100 121 0
69 101 -55 0
-34 69 27 0
102 -69 67 0
69 -155 61 0
69 -92 6 0
70 79 -53 0
70 138 -82 0
152 70 141 0
70 -94 -62 0
-58 -70 120 0
70 -54 142 0
153 -70 -61 0
-25 -70 54 0
-70 -73 -82 0
70 10 -12 0
-70 -87 52 0
92 70 -72 0
16 -70 101 0
-93 71 -130 0
-71 -157 82 0
71 29 151 0
93 71 81 0
-170 71 -90 0
-71 82 -52 0
-100 -71 -82 0
72 -157 83 0
-162 72 -156 0
-68 -72 -66 0
-100 -72 -66 0
-2 72 133 0
-93 -72 96 0
-72 112 -22 0
-73 150 134 0
-19 73 -66 0
-99 -73 112 0
-70 -73 -82 0
39 -73 13 0
163 -74 45 0
-39 -74 60 0
161 74 -60 0
131 75 -97 0
-82 75 97 0
-76 -58 -139 0
76 -67 159 0
76 -129 -64 0
76 11 67 0
76 59 115 0
76 64 -60 0
76 98 20 0
76 -84 56 0
34 76 169 0
85 -76 -94 0
-77 -41 -13 0
-77 86 -20 0
-77 -33 -62 0
-77 40 61 0
77 -103 -13 0
-77 -155 133 0
-77 5 96 0
77 157 -113 0
77 -65 -113 0
110 77 -1 0
77 141 121 0
-77 -78 -151 0
78 -131 -101 0
78 -94 -73 0
78 -156 73 0
-34 -78 -114 0
78 -36 37 0
-78 -94 -36 0
-17 -78 164 0
78 -95 -45 0
-78 -98 -30 0
-78 106 -112 0
8 -78 75 0
-51 78 -15 0
-77 -78 -151 0
50 78 60 0
40 -79 -4 0
70 79 -53 0
-79 96 134 0
136 -79 158 0
-169 79 75 0
-42 -79 157 0
-93 -80 44 0
-50 80 113 0
103 80 31 0
126 -80 114 0
-138 80 66 0
62 80 -54 0
-21 -80 -164 0
-115 -80 134 0
80 165 90 0
109 -81 151 0
-168 81 151 0
9 -81 -90 0
-93 81 65 0
-81 -14 -104 0
51 -81 12 0
-82 75 97 0
-71 82 -52 0
152 -83 -66 0
27 83 52 0
-150 83 159 0
38 -83 75 0
-125 83 -91 0
-17 84 138 0
111 84 -155 0
-84 98 -114 0
-84 66 112 0
84 10 30 0
76 -84 56 0
-17 -84 97 0
-85 154 -83 0
-85 68 -129 0
-85 -110 -36 0
85 49 -86 0
85 -147 -132 0
85 -76 -94 0
86 133 28 0
-77 86 -20 0
-25 -86 120 0
-154 -86 89 0
86 -157 -99 0
-154 -86 -37 0
-126 -86 -104 0
86 -147 -120 0
110 86 -60 0
94 86 81 0
86 56 -132 0
-131 86 75 0
119 86 -46 0
-86 -38 -121 0
86 -46 140 0
86 -63 -115 0
-86 -53 90 0
86 -112 37 0
16 87 -61 0
87 169 46 0
-49 87 67 0
68 -87 -71 0
126 87 21 0
-87 -39 -158 0
-42 -87 -139 0
-42 87 107 0
-87 44 83 0
-87 -148 -133 0
-70 -87 52 0
-153 87 133 0
87 -158 -159 0
-87 -28 -45 0
68 88 -39 0
-167 88 -122 0
-48 88 -90 0
88 158 7 0
-19 88 61 0
101 -88 -15 0
-49 89 -123 0
-1 -89 -74 0
38 -89 23 0
89 -112 -22 0
-89 140 -150 0
-139 89 99 0
-100 89 -37 0
-98 -89 -83 0
-162 90 30 0
-152 91 -30 0
-91 -97 -105 0
48 -91 -37 0
92 -107 23 0
111 -92 151 0
92 64 -45 0
-35 -92 74 0
92 61 -30 0
25 -92 -116 0
92 117 -114 0
92 9 155 0
-92 -35 99 0
92 -132 159 0
92 47 6 0
-92 9 -126 0
69 -92 6 0
43 -92 70 0
92 70 -72 0
92 123 -141 0
-92 52 -90 0
-93 -80 44 0
-93 -16 78 0
-93 71 -130 0
-93 111 117 0
93 71 81 0
-93 98 -53 0
-93 -128 -167 0
-93 169 -55 0
93 68 100 0
-93 81 65 0
-93 -72 96 0
94 166 14 0
-94 39 -150 0
78 -94 -73 0
70 -94 -62 0
-161 -94 -88 0
94 115 -142 0
-78 -94 -36 0
94 86 81 0
-69 -94 104 0
-94 -156 148 0
129 95 -75 0
-95 168 81 0
-95 20 -105 0
111 95 -49 0
95 -101 -74 0
127 95 62 0
78 -95 -45 0
127 95 -116 0
-95 99 91 0
-110 95 86 0
-95 33 -5 0
-34 -95 45 0
95 -29 54 0
95 -27 91 0
-95 121 -105 0
-79 96 134 0
-169 -96 105 0
99 96 7 0
66 -97 30 0
-24 97 -151 0
-91 -97 -105 0
-2 -98 83 0
51 -98 44 0
136 -98 150 0
-98 104 -30 0
-128 -98 -123 0
9 98 -65 0
-93 98 -53 0
-84 98 -114 0
-161 -98 -83 0
98 -65 83 0
-78 -98 -30 0
76 98 20 0
-98 -99 -120 0
-43 -98 29 0
-98 -89 -83 0
161 99 44 0
-99 -30 -22 0
17 99 67 0
-47 -99 -90 0
-99 -73 112 0
99 -143 -60 0
-98 -99 -120 0
-51 99 80 0
-95 99 91 0
163 99 60 0
-115 -99 -166 0
-27 -99 37 0
161 99 37 0
99 96 7 0
-102 -100 27 0
100 64 159 0
-100 -166 14 0
-100 -114 31 0
-35 -100 -90 0
100 20 122 0
-100 -56 -37 0
-100 -72 -66 0
-69 100 121 0
-100 -71 -82 0
-100 -38 158 0
-100 89 -37 0
101 -33 -156 0
2 101 116 0
101 140 30 0
18 101 81 0
-101 38 -74 0
-117 101 122 0
-119 101 -88 0
95 -101 -74 0
103 101 46 0
43 101 122 0
43 101 98 0
69 101 -55 0
101 36 164 0
-101 -133 -20 0
101 -88 -15 0
-102 -100 27 0
102 -58 162 0
-102 -9 82 0
-68 102 -161 0
102 -147 -107 0
102 154 -135 0
102 148 -123 0
102 -69 67 0
-102 -128 -162 0
-102 -155 56 0
-102 -8 154 0
163 102 156 0
-102 -118 -105 0
-103 10 89 0
77 -103 -13 0
-43 -103 -49 0
103 80 31 0
103 101 46 0
-103 -136 -157 0
-103 161 123 0
-103 10 -11 0
-98 104 -30 0
-168 104 112 0
104 -44 164 0
-33 105 97 0
148 -106 -96 0
106 -20 -120 0
-160 -106 45 0
-106 -28 13 0
163 -106 -113 0
-78 106 -112 0
-160 -106 -150 0
-123 107 120 0
92 -107 23 0
-169 -107 37 0
68 107 -105 0
153 -107 -6 0
108 -166 61 0
-108 36 112 0
108 167 -13 0
-50 -108 -88 0
-109 64 -83 0
117 -109 73 0
109 -81 151 0
110 -109 52 0
110 -158 -82 0
-110 -139 41 0
-110 -41 138 0
-110 -117 -130 0
-85 -110 -36 0
-34 -110 -149 0
110 -34 -29 0
110 -26 -82 0
110 11 99 0
110 86 -60 0
-110 130 -46 0
-110 95 86 0
110 77 -1 0
-25 110 60 0
-110 23 -121 0
110 -109 52 0
111 -29 -52 0
-111 32 164 0
111 -92 151 0
-8 -111 -3 0
111 -161 46 0
-93 111 117 0
111 122 -96 0
111 84 -155 0
-111 -66 -158 0
111 95 -49 0
69 -111 112 0
111 -145 -79 0
111 -1 65 0
111 -166 22 0
-111 169 40 0
50 -111 109 0
-111 -44 -37 0
111 1 -115 0
89 -112 -22 0
-129 -112 -7 0
-72 112 -22 0
86 -112 37 0
113 -135 97 0
113 -15 -164 0
-25 -113 -121 0
-113 -53 159 0
53 113 -159 0
33 114 -122 0
-123 -114 -54 0
-35 -114 -150 0
-100 -114 31 0
-69 -114 -5 0
-114 -54 -121 0
-115 36 -37 0
94 115 -142 0
115 135 15 0
126 115 83 0
-118 115 -73 0
-63 115 -133 0
2 -115 -166 0
117 115 105 0
-11 115 -82 0
-115 -99 -166 0
115 -149 -74 0
-115 -80 134 0
-139 -116 74 0
116 53 60 0
-116 -36 -7 0
1 -116 48 0
116 -29 -82 0
-116 12 65 0
-116 -123 -36 0
-116 122 82 0
68 116 -15 0
32 117 53 0
117 -41 112 0
-117 101 122 0
137 -117 140 0
117 -109 73 0
92 117 -114 0
-16 117 -23 0
-162 -117 52 0
-110 -117 -130 0
-126 117 -101 0
-9 -117 150 0
117 115 105 0
128 117 150 0
-117 138 6 0
-118 10 -6 0
-137 -118 160 0
-17 118 86 0
17 118 -32 0
-118 11 -72 0
-17 -118 -84 0
-170 118 47 0
-118 115 -73 0
-118 170 -31 0
-118 -125 -79 0
-118 146 -56 0
-102 -118 -105 0
-119 16 107 0
-119 101 -88 0
119 -17 24 0
-119 -35 -133 0
-119 -62 6 0
-119 40 55 0
119 -122 30 0
119 160 -80 0
119 53 -158 0
119 86 -46 0
119 24 -130 0
-150 120 75 0
12 120 142 0
-1 -121 -22 0
-135 -121 67 0
-95 121 -105 0
-19 122 112 0
69 122 -113 0
170 -122 91 0
111 122 -96 0
18 -122 105 0
-40 -122 -61 0
119 -122 30 0
-116 122 82 0
-123 107 120 0
-123 -114 -54 0
26 123 15 0
-123 36 14 0
8 -123 80 0
-49 -123 -96 0
35 -123 65 0
123 64 44 0
27 123 -67 0
-116 -123 -36 0
123 39 -13 0
92 123 -141 0
10 123 29 0
-124 -52 15 0
-124 -147 -39 0
19 124 148 0
41 -124 -74 0
-162 124 -109 0
127 -124 21 0
16 124 -5 0
144 124 114 0
-118 -125 -79 0
51 -125 22 0
-125 83 -91 0
-125 -138 -149 0
59 -126 165 0
127 126 -155 0
126 -168 -140 0
126 28 -88 0
-126 117 -101 0
126 87 21 0
126 115 83 0
126 -80 114 0
126 10 -82 0
-126 -86 -104 0
-43 -126 132 0
145 -126 -26 0
-126 140 142 0
-126 165 66 0
-126 -33 -7 0
127 126 -155 0
-127 -69 94 0
127 58 21 0
127 95 62 0
127 -34 133 0
127 95 -116 0
127 -124 21 0
127 -169 -72 0
-128 -147 -38 0
128 -69 -35 0
-128 -98 -123 0
128 65 -31 0
163 128 75 0
-93 -128 -167 0
-128 -161 -123 0
128 117 150 0
-102 -128 -162 0
128 -14 97 0
-129 -41 99 0
-137 -129 -50 0
76 -129 -64 0
129 95 -75 0
-129 -112 -7 0
-129 19 60 0
8 -129 -47 0
-129 42 46 0
-129 57 139 0
129 48 -62 0
129 24 -101 0
-160 -130 64 0
-130 140 -159 0
-130 157 -164 0
144 130 13 0
130 6 143 0
-146 130 147 0
130 -141 62 0
163 -130 156 0
130 -3 -81 0
-110 130 -46 0
78 -131 -101 0
-1 -131 53 0
131 75 -97 0
131 141 134 0
-19 -131 52 0
51 -131 -74 0
-131 86 75 0
131 165 120 0
-145 131 -28 0
2 -131 -3 0
-152 -132 52 0
-8 132 -166 0
-161 132 -149 0
161 132 -112 0
92 -132 159 0
35 -132 -31 0
38 132 15 0
86 133 28 0
-11 133 115 0
133 -38 -5 0
21 -133 39 0
-133 54 -83 0
42 -133 99 0
133 -13 114 0
133 -150 -75 0
-101 -133 -20 0
133 46 -159 0
46 134 -30 0
113 -135 97 0
29 135 -67 0
115 135 15 0
155 -135 -15 0
-135 -121 67 0
-160 135 -67 0
5 -135 -165 0
136 139 94 0
136 41 -52 0
136 -98 150 0
162 -136 54 0
136 -79 158 0
-136 16 113 0
-136 43 -56 0
-17 -136 -94 0
-136 27 159 0
-103 -136 -157 0
136 19 70 0
-136 10 -22 0
-137 -118 160 0
-137 -129 -50 0
137 -24 -36 0
137 -117 140 0
137 -58 -41 0
-137 -162 37 0
137 13 -67 0
-137 161 23 0
50 138 101 0
70 138 -82 0
2 -138 112 0
-138 80 66 0
-162 138 -135 0
138 -38 -157 0
-117 138 6 0
138 157 143 0
-125 -138 -149 0
-139 -116 74 0
136 139 94 0
-110 -139 41 0
-139 89 99 0
139 -41 106 0
-154 139 100 0
-163 -139 99 0
139 26 -7 0
101 140 30 0
-130 140 -159 0
-62 -140 52 0
-89 140 -150 0
-126 140 142 0
-48 -140 -132 0
-140 -54 -30 0
162 -141 -133 0
141 -31 -112 0
155 141 28 0
-141 65 -7 0
131 141 134 0
130 -141 62 0
-145 -141 -81 0
77 141 121 0
-16 -141 106 0
-49 143 -90 0
-20 -143 -112 0
99 -143 -60 0
144 -143 31 0
-144 63 54 0
144 -58 -147 0
144 130 13 0
34 -144 14 0
144 124 114 0
144 -143 31 0
144 -50 -107 0
144 29 -47 0
145 32 66 0
145 -28 -150 0
111 -145 -79 0
-145 153 64 0
145 11 -96 0
145 -47 -166 0
-145 -141 -81 0
145 -56 167 0
145 -126 -26 0
-145 131 -28 0
146 169 149 0
16 -146 101 0
146 37 159 0
-146 130 147 0
-68 -146 31 0
50 -146 23 0
-25 146 6 0
-118 146 -56 0
-163 146 -47 0
-128 -147 -38 0
-16 147 71 0
-124 -147 -39 0
147 63 -149 0
102 -147 -107 0
86 -147 -120 0
-19 -147 -106 0
147 -28 104 0
85 -147 -132 0
147 -46 -88 0
18 147 -96 0
148 -106 -96 0
50 148 -134 0
-148 5 65 0
148 39 61 0
102 148 -123 0
-87 -148 -133 0
-25 148 52 0
5 149 73 0
59 -149 114 0
-26 149 -143 0
-149 53 97 0
-168 -149 60 0
170 -149 -159 0
115 -149 -74 0
-73 150 134 0
-150 120 75 0
-150 83 159 0
57 -150 -120 0
27 150 -91 0
133 -150 -75 0
152 -50 52 0
-152 -132 52 0
152 70 141 0
152 -83 -66 0
-152 91 -30 0
152 42 -125 0
152 158 113 0
-152 -33 -88 0
-152 -154 -101 0
-153 165 -142 0
-153 155 -13 0
-68 153 74 0
1 153 -99 0
-153 -27 39 0
-145 153 64 0
153 -70 -61 0
153 -107 -6 0
153 160 -22 0
-153 87 133 0
8 154 12 0
24 154 -6 0
-9 -154 -130 0
154 56 156 0
-154 -86 89 0
-85 154 -83 0
-154 26 4 0
163 -154 141 0
154 -47 -121 0
-154 -86 -37 0
102 154 -135 0
154 -160 142 0
161 -154 -101 0
-154 -158 91 0
-154 139 100 0
154 -12 -158 0
-152 -154 -101 0
-24 -154 104 0
-153 155 -13 0
-77 -155 133 0
155 -135 -15 0
155 141 28 0
56 155 -62 0
42 155 141 0
-102 -155 56 0
69 -155 61 0
-58 -156 20 0
-69 -156 -55 0
-156 -38 164 0
78 -156 73 0
-18 -156 141 0
-170 156 -113 0
-94 -156 148 0
72 -157 83 0
-71 -157 82 0
-130 157 -164 0
86 -157 -99 0
77 157 -113 0
138 157 143 0
110 -158 -82 0
2 -158 -97 0
88 158 7 0
152 158 113 0
-154 -158 91 0
87 -158 -159 0
-170 160 -47 0
-160 64 -53 0
-160 -106 45 0
-160 -130 64 0
68 -160 151 0
119 160 -80 0
154 -160 142 0
-160 135 -67 0
-160 -106 -150 0
153 160 -22 0
111 -161 46 0
161 99 44 0
-161 167 39 0
-161 -94 -88 0
-161 132 -149 0
-128 -161 -123 0
-161 -98 -83 0
161 132 -112 0
161 21 -80 0
161 99 37 0
161 -154 -101 0
161 74 -60 0
161 -61 -91 0
-137 161 23 0
-103 161 123 0
68 -162 -96 0
162 -141 -133 0
162 -136 54 0
59 162 -62 0
-162 -117 52 0
-162 72 -156 0
162 169 99 0
-162 90 30 0
-162 124 -109 0
-137 -162 37 0
-162 138 -135 0
-24 -162 -100 0
-162 -32 -79 0
162 -49 165 0
162 2 78 0
-162 -40 22 0
163 -50 -32 0
163 -74 45 0
-163 56 -81 0
163 128 75 0
34 163 -70 0
163 -154 141 0
163 -23 82 0
25 -163 -5 0
163 -130 156 0
-163 21 88 0
163 -106 -113 0
163 99 60 0
163 102 156 0
-163 146 -47 0
-163 -139 99 0
42 -165 -105 0
-153 165 -142 0
-10 -165 90 0
-8 165 -105 0
-57 165 -121 0
131 165 120 0
-126 165 66 0
80 165 90 0
38 -166 112 0
94 166 14 0
-100 -166 14 0
47 -166 14 0
166 20 28 0
108 -166 61 0
111 -166 22 0
-11 166 52 0
-35 166 -165 0
167 37 142 0
-167 88 -122 0
-16 167 -105 0
-161 167 39 0
167 28 67 0
-57 167 14 0
108 167 -13 0
9 167 -89 0
167 31 -120 0
126 -168 -140 0
-168 -54 -134 0
-168 104 112 0
-95 168 81 0
-168 81 151 0
-9 168 62 0
-168 -149 60 0
-16 168 165 0
-169 27 133 0
146 169 149 0
59 169 21 0
169 57 -130 0
87 169 46 0
50 169 165 0
162 169 99 0
-169 -107 37 0
-169 79 75 0
-169 -96 105 0
169 27 -151 0
127 -169 -72 0
-93 169 -55 0
17 -169 67 0
169 54 159 0
-111 169 40 0
-170 160 -47 0
170 -122 91 0
-170 118 47 0
-170 71 -90 0
-69 -170 33 0
-118 170 -31 0
170 -149 -159 0
-170 156 -113 0
