p cnf 150 638
28 140 -142 0
57 -29 -121 0
-144 29 73 0
16 -29 -36 0
-141 29 105 0
77 -29 -15 0
-11 29 46 0
29 -150 -30 0
11 29 -75 0
-11 -30 -134 0
-137 -30 -134 0
-147 -30 15 0
-8 -30 -82 0
-117 -31 -105 0
-11 -31 -37 0
95 -31 -36 0
-31 -6 14 0
-81 31 90 0
-40 -32 -39 0
-42 -32 -148 0
-118 -32 -75 0
-32 106 -112 0
32 41 73 0
34 -32 66 0
49 -32 66 0
49 -32 -148 0
136 32 38 0
-32 -5 -37 0
57 -32 138 0
144 -32 -130 0
33 148 91 0
92 33 130 0
33 -3 -94 0
-125 -33 -3 0
42 -33 89 0
-136 33 -36 0
33 135 134 0
-34 108 -100 0
34 -138 121 0
-34 -56 134 0
-85 -34 -14 0
34 17 141 0
34 -131 -6 0
34 -129 79 0
34 -32 66 0
102 -34 -37 0
-34 78 7 0
-34 77 -89 0
34 93 3 0
34 -42 -16 0
34 131 -66 0
34 -44 23 0
25 35 -70 0
-25 35 -117 0
-76 35 23 0
35 64 143 0
35 101 21 0
-35 -46 15 0
-35 -48 112 0
35 3 -13 0
-35 78 -3 0
35 131 -6 0
35 108 -97 0
35 118 -29 0
148 36 96 0
-100 -36 30 0
107 36 -75 0
-72 -36 60 0
59 -38 -52 0
-38 20 23 0
-38 107 -75 0
38 149 31 0
-116 -38 30 0
50 38 -4 0
10 -38 120 0
38 -123 -122 0
26 -38 -107 0
39 5 -75 0
89 -39 -83 0
-68 -39 65 0
-117 39 20 0
64 39 -91 0
40 -5 -150 0
-40 -32 -39 0
-40 -55 -113 0
-40 64 -134 0
69 -40 -99 0
51 -40 -38 0
49 40 -115 0
-40 148 -134 0
-40 87 80 0
41 -133 -89 0
126 41 -48 0
-108 -41 -61 0
85 -41 5 0
41 52 -22 0
32 41 73 0
-51 -41 -91 0
126 -41 66 0
41 46 105 0
-59 -41 65 0
1 41 -89 0
-42 -68 11 0
-42 -118 -22 0
-42 -3 -121 0
-42 25 -91 0
-42 -92 -91 0
42 116 132 0
42 86 -63 0
42 21 -7 0
-42 -32 -148 0
51 42 75 0
-42 107 142 0
-137 -42 65 0
42 -33 89 0
42 130 -109 0
34 -42 -16 0
-25 42 49 0
-42 -88 -82 0
42 73 52 0
43 61 -60 0
43 -61 -14 0
-43 -81 113 0
93 -43 -91 0
43 148 74 0
85 -43 -114 0
-132 -44 45 0
-111 -44 -120 0
57 -44 150 0
-79 44 -22 0
-132 -44 -36 0
-118 44 83 0
146 44 82 0
34 -44 23 0
47 -44 -7 0
19 -45 90 0
-5 -45 105 0
-101 -45 -60 0
62 45 112 0
77 45 -22 0
-100 46 -121 0
46 -47 74 0
-64 46 -134 0
-35 -46 15 0
41 46 105 0
129 -46 30 0
110 -46 120 0
95 -46 96 0
110 -47 -53 0
-78 -47 -14 0
46 -47 74 0
-8 47 -30 0
-76 47 -135 0
92 -47 -7 0
-47 90 60 0
47 -44 -7 0
127 -48 -22 0
95 -48 121 0
48 -53 -142 0
-125 -48 -73 0
70 -48 -29 0
-48 74 -121 0
-48 121 15 0
-68 48 46 0
57 48 -90 0
-35 -48 112 0
103 -48 -63 0
49 -123 39 0
58 49 97 0
-126 49 -121 0
136 49 41 0
49 -32 66 0
-16 49 -38 0
-49 -20 -5 0
-137 49 -63 0
49 26 -33 0
-77 -49 -36 0
78 49 97 0
49 -32 -148 0
51 -49 133 0
49 79 89 0
49 40 -115 0
-128 49 -26 0
-144 50 -94 0
-50 140 150 0
50 139 -99 0
50 38 -4 0
-93 50 -2 0
50 66 44 0
-145 -50 117 0
50 -69 -138 0
-50 21 -52 0
-50 -86 -61 0
50 -100 -116 0
-51 -9 -40 0
51 -72 112 0
51 -145 148 0
51 -88 -134 0
51 10 -6 0
-51 -41 -91 0
51 42 75 0
51 -5 52 0
-51 85 -15 0
-51 -128 -99 0
-51 53 -97 0
51 -49 133 0
-51 -97 112 0
-119 -51 -49 0
51 -40 -38 0
150 52 90 0
-121 -52 45 0
41 52 -22 0
79 -53 142 0
48 -53 -142 0
-51 53 -97 0
12 54 30 0
-126 54 135 0
-103 -54 31 0
149 54 -39 0
54 121 96 0
19 -54 -142 0
72 -55 20 0
-111 55 73 0
-55 -113 -150 0
-63 -55 112 0
-40 -55 -113 0
69 -55 -20 0
128 -55 13 0
55 91 -97 0
-55 -13 5 0
-1 55 -28 0
-55 96 30 0
125 56 23 0
11 56 4 0
56 -149 80 0
-56 -80 -23 0
-34 -56 134 0
-101 -56 -4 0
-25 56 -88 0
57 -141 134 0
57 -29 -121 0
57 -44 150 0
-57 -96 -104 0
-118 57 -46 0
-57 -27 150 0
57 -11 -38 0
57 132 6 0
57 71 -150 0
57 124 -31 0
-85 -57 36 0
-127 57 -148 0
57 48 -90 0
57 -32 138 0
57 124 89 0
-58 -136 27 0
58 10 -23 0
58 49 97 0
102 58 -90 0
58 10 142 0
137 58 -71 0
-58 -146 135 0
-58 84 148 0
-118 -58 19 0
-85 58 7 0
59 -38 -52 0
59 -11 -4 0
93 -59 113 0
-59 146 -90 0
59 -113 135 0
59 18 72 0
-59 -41 65 0
-59 139 -116 0
-107 -60 67 0
43 61 -60 0
43 -61 -14 0
-16 -61 22 0
114 61 31 0
16 -61 31 0
-9 62 -120 0
149 62 -61 0
-62 7 -90 0
-62 -88 -67 0
24 62 15 0
106 62 112 0
62 -14 82 0
129 -62 -142 0
62 45 112 0
93 62 14 0
-76 62 143 0
-85 62 -91 0
-16 -62 -22 0
87 -63 140 0
63 83 97 0
-94 -63 -31 0
63 107 45 0
-63 -55 112 0
146 63 140 0
-64 63 -52 0
-126 -63 -89 0
109 63 73 0
-63 -15 112 0
-64 -115 134 0
100 -64 104 0
-64 63 -52 0
35 64 143 0
92 -64 -106 0
-40 64 -134 0
-64 46 -134 0
138 -64 -75 0
-64 -97 -52 0
64 39 -91 0
-117 64 36 0
126 65 90 0
-136 -65 -143 0
-65 -113 60 0
50 66 44 0
98 -66 105 0
115 66 134 0
73 67 -90 0
3 -67 -22 0
68 5 30 0
-42 -68 11 0
68 138 113 0
-68 1 92 0
-68 -39 65 0
-68 -107 -15 0
-68 48 46 0
68 117 -60 0
68 28 -149 0
68 98 135 0
-68 -21 99 0
69 -132 75 0
-69 104 -15 0
-69 -148 143 0
127 69 21 0
69 -55 -20 0
69 87 -41 0
-69 -95 61 0
50 -69 -138 0
69 -40 -99 0
-69 -70 -22 0
-69 24 -123 0
69 -116 61 0
-127 -69 14 0
70 88 -113 0
146 -70 132 0
70 -89 -39 0
70 -48 -29 0
126 -70 -142 0
-70 139 -104 0
-144 70 28 0
-69 -70 -22 0
-16 71 44 0
-125 71 52 0
-93 -71 36 0
-79 71 -36 0
57 71 -150 0
-87 -71 -63 0
147 -71 -89 0
-131 -71 135 0
-100 71 13 0
71 133 53 0
72 -55 20 0
51 -72 112 0
-16 72 -65 0
141 -72 -90 0
-10 72 -67 0
93 -72 114 0
10 72 -38 0
-72 -36 60 0
72 -121 75 0
-103 73 83 0
-148 -73 134 0
73 67 -90 0
16 -73 -36 0
-102 -73 143 0
42 73 52 0
-48 74 -121 0
-150 -74 -22 0
122 74 -150 0
-76 74 -75 0
118 75 -30 0
114 75 -134 0
-76 128 58 0
76 -14 61 0
-76 -116 45 0
-76 -140 47 0
-76 35 23 0
-76 62 143 0
-76 47 -135 0
-76 -145 84 0
-76 74 -75 0
119 77 27 0
-77 -99 91 0
77 111 109 0
1 77 143 0
-77 140 6 0
-77 125 -148 0
77 -116 -64 0
77 -29 -15 0
-77 -49 -36 0
-144 77 32 0
77 130 -22 0
-34 77 -89 0
77 45 -22 0
-77 -88 -22 0
-102 -77 -88 0
-77 103 -150 0
78 -113 -7 0
78 -125 142 0
-78 -47 -14 0
-25 78 21 0
108 -78 48 0
78 140 -83 0
24 -78 148 0
-87 78 99 0
78 49 97 0
85 78 13 0
-34 78 7 0
-78 89 46 0
8 -78 135 0
-35 78 -3 0
-11 79 -123 0
87 79 36 0
79 -53 142 0
-79 71 -36 0
-79 44 -22 0
87 79 -109 0
144 79 -107 0
27 79 86 0
49 79 89 0
-80 140 -14 0
-80 -140 -44 0
80 150 7 0
-56 -80 -23 0
-85 80 67 0
-140 80 14 0
-43 -81 113 0
16 -81 -47 0
-81 14 -7 0
10 81 -114 0
138 81 -74 0
-81 6 -23 0
-81 31 90 0
-81 140 82 0
-25 -81 -149 0
91 -82 -142 0
63 83 97 0
-11 -83 121 0
-26 -83 7 0
-12 -83 -75 0
99 83 -97 0
17 -84 -130 0
-84 -10 -109 0
-137 84 148 0
-84 -10 -122 0
-58 84 148 0
129 84 130 0
-129 -84 66 0
85 8 14 0
-85 -34 -14 0
85 98 -88 0
-85 124 105 0
85 -41 5 0
85 -125 -82 0
-85 -129 44 0
-85 -57 36 0
85 -43 -114 0
-51 85 -15 0
85 23 -134 0
85 78 13 0
-85 98 134 0
85 114 82 0
-85 62 -91 0
-85 80 67 0
-85 58 7 0
25 86 47 0
42 86 -63 0
95 -86 -47 0
-25 -86 -12 0
-86 104 96 0
-16 -86 -53 0
-146 -86 98 0
-86 23 142 0
-50 -86 -61 0
-129 87 80 0
-117 87 120 0
87 79 36 0
87 -63 140 0
-87 -14 -6 0
69 87 -41 0
-118 -87 3 0
-87 26 -150 0
-87 78 99 0
87 18 -66 0
-87 -71 -63 0
-87 -132 53 0
87 79 -109 0
119 -87 -79 0
-139 87 130 0
87 -3 122 0
-40 87 80 0
-11 88 -142 0
70 88 -113 0
-62 -88 -67 0
51 -88 -134 0
-139 88 -97 0
-16 88 113 0
-77 -88 -22 0
-42 -88 -82 0
125 89 -83 0
-136 89 -15 0
144 89 60 0
70 -89 -39 0
110 -89 6 0
-26 -89 -31 0
89 -39 -83 0
-24 89 -5 0
-78 89 46 0
89 12 104 0
-17 -89 36 0
-47 90 60 0
-116 -91 -104 0
91 -82 -142 0
-136 -91 -7 0
-25 -91 120 0
55 91 -97 0
92 9 96 0
92 33 130 0
92 101 90 0
-42 -92 -91 0
92 -64 -106 0
-92 -125 112 0
92 -143 -23 0
92 -47 -7 0
-92 -15 45 0
93 -129 -107 0
-93 -146 -18 0
-93 107 142 0
-93 -71 36 0
93 -72 114 0
93 -59 113 0
93 -43 -91 0
93 107 150 0
93 62 14 0
-93 50 -2 0
93 94 38 0
34 93 3 0
-94 -63 -31 0
118 -94 -75 0
93 94 38 0
94 150 -36 0
94 -141 6 0
111 -94 -55 0
-95 138 91 0
95 -31 -36 0
95 -86 -47 0
95 -48 121 0
-118 -95 -56 0
-69 -95 61 0
-126 95 -49 0
95 -46 96 0
-57 -96 -104 0
-55 96 30 0
23 -97 7 0
-64 -97 -52 0
-51 -97 112 0
-136 98 30 0
-127 -98 -52 0
-127 -98 -148 0
-102 -98 -143 0
85 98 -88 0
118 98 -73 0
16 98 -121 0
-98 -132 75 0
-98 -12 81 0
98 -66 105 0
-85 98 134 0
68 98 135 0
-148 -99 -53 0
-77 -99 91 0
-141 -99 62 0
99 83 -97 0
-100 46 -121 0
100 -64 104 0
100 12 114 0
-100 -36 30 0
-126 -100 40 0
100 18 48 0
-100 71 13 0
108 100 -132 0
50 -100 -116 0
2 100 -75 0
92 101 90 0
-101 -56 -4 0
8 101 105 0
-101 -45 -60 0
1 -101 90 0
35 101 21 0
-11 -101 -105 0
108 -101 44 0
-101 123 13 0
116 101 30 0
-119 -101 -55 0
-101 115 -73 0
-102 -98 -143 0
102 58 -90 0
-102 -16 57 0
102 -3 67 0
102 -34 -37 0
102 108 104 0
-102 -77 -88 0
-102 -73 143 0
-102 117 -143 0
-103 -111 -105 0
103 -1 -120 0
103 5 -54 0
-103 -54 31 0
-103 73 83 0
-103 -142 -22 0
-103 -108 18 0
25 103 20 0
-118 103 -97 0
103 -48 -63 0
-77 103 -150 0
128 103 -100 0
-69 104 -15 0
-86 104 96 0
25 104 -7 0
-25 105 45 0
-24 105 -90 0
2 -106 -52 0
-19 106 -141 0
-32 106 -112 0
106 62 112 0
-146 -106 113 0
106 -28 143 0
110 -106 -89 0
-108 -107 -60 0
-109 107 30 0
-11 -107 82 0
140 -107 66 0
114 -107 60 0
63 107 45 0
-93 107 142 0
-38 107 -75 0
-42 107 142 0
93 107 150 0
-68 -107 -15 0
-110 -107 7 0
107 36 -75 0
18 107 -112 0
-26 107 14 0
-107 -60 67 0
-108 -107 -60 0
-34 108 -100 0
144 108 -143 0
-1 -108 -96 0
108 -78 48 0
-108 -41 -61 0
-103 -108 18 0
102 108 104 0
108 -101 44 0
108 -146 -36 0
-139 108 -29 0
129 -108 -81 0
108 100 -132 0
35 108 -97 0
-109 107 30 0
24 109 -56 0
109 63 73 0
-109 -14 44 0
-109 -18 -30 0
-110 -115 28 0
110 -47 -53 0
-110 111 -146 0
110 -89 6 0
110 139 -89 0
110 -106 -89 0
-110 -107 7 0
-110 -24 89 0
110 -46 120 0
110 133 75 0
-110 -122 14 0
-111 55 73 0
-103 -111 -105 0
-111 -44 -120 0
77 111 109 0
-110 111 -146 0
111 -18 81 0
-136 111 -14 0
111 -16 22 0
111 133 -20 0
111 -125 -86 0
111 -94 -55 0
78 -113 -7 0
-55 -113 -150 0
59 -113 135 0
-114 -113 -53 0
-65 -113 60 0
-18 -113 -142 0
-128 -114 112 0
114 -107 60 0
114 75 -134 0
-114 -113 -53 0
114 61 31 0
85 114 82 0
-64 -115 134 0
-110 -115 28 0
-115 -21 -62 0
115 120 97 0
-101 115 -73 0
115 66 134 0
-116 -91 -104 0
42 116 132 0
-76 -116 45 0
116 -3 106 0
77 -116 -64 0
-116 -38 30 0
116 101 30 0
-136 -116 -7 0
69 -116 61 0
-117 87 120 0
-117 -31 -105 0
-117 130 116 0
117 -18 123 0
-117 39 20 0
-117 -139 95 0
68 117 -60 0
-117 64 36 0
-102 117 -143 0
-42 -118 -22 0
118 75 -30 0
118 20 149 0
-144 -118 44 0
118 -94 -75 0
-118 -146 121 0
-118 57 -46 0
-118 -32 -75 0
118 98 -73 0
-118 -87 3 0
-118 -95 -56 0
-118 44 83 0
-118 21 12 0
-118 -58 19 0
-118 103 -97 0
35 118 -29 0
-119 125 -94 0
119 77 27 0
-119 16 58 0
-119 -12 62 0
17 119 -81 0
119 -87 -79 0
-119 -101 -55 0
-119 -51 -49 0
115 120 97 0
137 121 22 0
-121 -52 45 0
-48 121 15 0
54 121 96 0
124 -121 134 0
72 -121 75 0
-139 -122 -142 0
11 122 -20 0
122 74 -150 0
-110 -122 14 0
49 -123 39 0
-146 -123 105 0
123 20 74 0
17 123 37 0
-17 123 -90 0
-101 123 13 0
38 -123 -122 0
2 124 -31 0
-85 124 105 0
57 124 -31 0
16 124 -72 0
-25 124 -45 0
136 -124 122 0
124 -121 134 0
57 124 89 0
125 56 23 0
-125 71 52 0
125 -147 107 0
-119 125 -94 0
125 89 -83 0
78 -125 142 0
128 -125 99 0
-125 -26 148 0
-77 125 -148 0
125 -147 -94 0
85 -125 -82 0
-125 -48 -73 0
131 125 66 0
131 125 10 0
125 143 90 0
-92 -125 112 0
128 125 -116 0
-137 125 57 0
-125 -33 -3 0
-9 125 -121 0
111 -125 -86 0
-126 54 135 0
126 41 -48 0
-126 49 -121 0
126 65 90 0
-126 -63 -89 0
126 -70 -142 0
126 -41 66 0
8 126 142 0
-126 -100 40 0
25 126 -133 0
126 21 121 0
-126 95 -49 0
-127 -98 -52 0
-127 -140 52 0
-127 -98 -148 0
127 -48 -22 0
127 69 21 0
127 -26 21 0
-127 57 -148 0
127 12 -14 0
-127 -69 14 0
-76 128 58 0
-8 -128 15 0
-128 -114 112 0
-128 -131 -134 0
25 128 71 0
128 -125 99 0
-128 10 -104 0
128 143 -97 0
128 -55 13 0
128 -10 -95 0
-128 147 141 0
128 125 -116 0
-51 -128 -99 0
128 -130 -6 0
128 -26 -90 0
128 103 -100 0
-128 49 -26 0
93 -129 -107 0
-129 87 80 0
129 6 -75 0
129 18 90 0
34 -129 79 0
129 -62 -142 0
-85 -129 44 0
129 -1 -4 0
129 -46 30 0
-129 -138 -45 0
-129 23 -74 0
129 84 130 0
129 -108 -81 0
-129 -84 66 0
8 -130 -91 0
-117 130 116 0
9 -130 113 0
42 130 -109 0
77 130 -22 0
130 -147 -113 0
128 -130 -6 0
24 -131 -21 0
131 -12 143 0
-128 -131 -134 0
34 -131 -6 0
131 125 66 0
131 125 10 0
-131 -132 -74 0
-131 -71 135 0
-131 147 39 0
-131 18 63 0
34 131 -66 0
35 131 -6 0
-132 -44 45 0
69 -132 75 0
-9 -132 -37 0
57 132 6 0
-132 -44 -36 0
-131 -132 -74 0
-98 -132 75 0
-87 -132 53 0
11 -132 -104 0
41 -133 -89 0
16 133 -47 0
133 150 97 0
-133 13 -60 0
110 133 75 0
71 133 53 0
111 133 -20 0
-148 -135 105 0
-141 -135 134 0
33 135 134 0
-136 98 30 0
-58 -136 27 0
-136 150 45 0
-136 -91 -7 0
-136 89 -15 0
136 49 41 0
-136 -65 -143 0
-136 2 109 0
-136 111 -14 0
136 -145 -66 0
-136 33 -36 0
136 32 38 0
136 -124 122 0
-136 -116 -7 0
-137 -30 -134 0
137 121 22 0
-137 84 148 0
137 58 -71 0
-137 49 -63 0
-137 -42 65 0
-137 125 57 0
-137 -12 -60 0
34 -138 121 0
-95 138 91 0
68 138 113 0
25 138 39 0
138 81 -74 0
138 -64 -75 0
-129 -138 -45 0
-139 -122 -142 0
-139 88 -97 0
50 139 -99 0
110 139 -89 0
-70 139 -104 0
-117 -139 95 0
-139 87 130 0
-59 139 -116 0
-139 108 -29 0
140 -107 66 0
-80 140 -14 0
-80 -140 -44 0
-127 -140 52 0
24 140 -91 0
-10 -140 -82 0
-77 140 6 0
78 140 -83 0
-50 140 150 0
-76 -140 47 0
147 140 52 0
21 140 30 0
28 140 -142 0
-140 80 14 0
-81 140 82 0
-9 141 -45 0
-9 141 -61 0
-141 -149 66 0
57 -141 134 0
141 -72 -90 0
9 -141 81 0
-141 -99 62 0
-141 29 105 0
-141 -135 134 0
-26 141 30 0
94 -141 6 0
150 142 82 0
-103 -142 -22 0
12 143 -112 0
128 143 -97 0
125 143 90 0
92 -143 -23 0
-144 50 -94 0
-144 -118 44 0
144 108 -143 0
-144 29 73 0
-144 19 18 0
144 89 60 0
-144 70 28 0
144 10 -45 0
-144 77 32 0
144 79 -107 0
144 -32 -130 0
-145 20 104 0
145 -2 7 0
51 -145 148 0
25 145 135 0
-145 -50 117 0
-76 -145 84 0
136 -145 -66 0
-145 10 -107 0
-146 -123 105 0
-93 -146 -18 0
-118 -146 121 0
146 -70 132 0
-146 147 99 0
-59 146 -90 0
146 63 140 0
-146 -3 134 0
-146 -106 113 0
-58 -146 135 0
108 -146 -36 0
-146 -86 98 0
1 146 -120 0
146 44 82 0
125 -147 107 0
1 147 -12 0
-146 147 99 0
-1 -147 -28 0
125 -147 -94 0
-147 -21 -45 0
25 147 -116 0
-128 147 141 0
147 140 52 0
147 -71 -89 0
-147 -30 15 0
-131 147 39 0
130 -147 -113 0
33 148 91 0
-148 -99 -53 0
-69 -148 143 0
-148 -135 105 0
-10 148 -65 0
148 36 96 0
-148 -73 134 0
43 148 74 0
-40 148 -134 0
149 62 -61 0
-141 -149 66 0
-149 -150 -45 0
56 -149 80 0
21 149 45 0
38 149 31 0
-149 28 -97 0
149 54 -39 0
150 52 90 0
-136 150 45 0
80 150 7 0
-149 -150 -45 0
150 142 82 0
133 150 97 0
29 -150 -30 0
-150 -74 -22 0
94 150 -36 0
