p cnf 160 680
-43 41 37 0
160 -41 -64 0
-110 -41 39 0
-56 41 -52 0
70 41 -140 0
-144 -41 18 0
-27 -41 88 0
-11 41 142 0
-42 -156 -106 0
42 107 -83 0
42 -60 45 0
42 43 -41 0
-42 -69 -56 0
-42 -74 -22 0
42 11 98 0
-42 56 -62 0
42 96 15 0
42 -109 64 0
-42 136 3 0
42 -47 159 0
42 25 155 0
43 86 -39 0
43 -28 -151 0
42 43 -41 0
128 43 -23 0
-68 -43 14 0
-43 79 -91 0
-43 41 37 0
43 63 -80 0
-43 -50 -15 0
-43 146 -44 0
16 -43 66 0
-93 -43 19 0
16 43 -70 0
-43 56 -67 0
-43 149 65 0
1 43 -4 0
-43 26 -134 0
-144 43 -48 0
-43 117 -67 0
-43 1 -126 0
43 -70 26 0
-44 -36 -105 0
-145 -44 -67 0
141 -44 75 0
13 44 113 0
-39 -44 67 0
-125 -44 97 0
-139 -44 -31 0
-159 45 -90 0
-116 45 15 0
-58 46 7 0
-49 -46 -121 0
-46 -66 30 0
-46 74 66 0
-32 46 -47 0
-77 46 14 0
155 46 -54 0
111 -46 -54 0
-46 -53 -67 0
136 46 98 0
46 47 -151 0
-138 46 159 0
126 47 83 0
156 47 96 0
-81 -47 -158 0
-26 47 -90 0
-49 -47 -13 0
24 -47 114 0
-68 47 -97 0
118 -47 -134 0
42 -47 159 0
69 -47 142 0
46 47 -151 0
-111 -48 120 0
-48 88 -60 0
-153 48 82 0
-48 -133 -151 0
18 48 107 0
48 -121 75 0
-48 -28 82 0
-131 -48 113 0
-131 -48 37 0
102 48 -123 0
-101 -48 -63 0
48 29 -14 0
49 -2 -62 0
49 86 72 0
49 64 5 0
-102 49 121 0
-49 -46 -121 0
-127 49 -109 0
103 49 5 0
49 123 148 0
93 -49 89 0
-1 49 -156 0
-49 -47 -13 0
-152 -49 -94 0
68 50 96 0
-50 12 -140 0
102 -50 46 0
-126 -50 19 0
17 -50 123 0
-50 62 158 0
-43 -50 -15 0
50 -138 54 0
50 -32 139 0
110 50 -123 0
50 148 132 0
16 -50 -48 0
-51 -84 -56 0
-51 3 -30 0
-51 125 140 0
-51 136 -105 0
51 62 112 0
51 144 -50 0
-51 -77 -147 0
51 -71 143 0
-51 102 -27 0
51 64 83 0
51 -78 148 0
-51 -84 -27 0
51 19 87 0
-51 136 -47 0
51 24 43 0
51 23 -150 0
-103 52 22 0
136 53 -31 0
63 53 -112 0
-53 66 -15 0
-46 -53 -67 0
-24 -54 -132 0
153 54 -6 0
63 54 -121 0
129 54 157 0
79 54 -132 0
-2 54 -83 0
-55 -106 157 0
101 -55 -134 0
92 -55 20 0
-9 55 45 0
55 -141 4 0
-11 55 -15 0
-55 22 -75 0
-94 55 -75 0
-137 55 -97 0
55 -80 61 0
55 38 142 0
-18 56 -44 0
110 56 -120 0
-101 -56 -45 0
102 -56 -112 0
-43 56 -67 0
-42 56 -62 0
-56 91 44 0
-56 41 -52 0
-59 -56 -147 0
-56 -148 142 0
-56 -66 74 0
160 -56 -105 0
127 57 -21 0
131 -57 -114 0
-10 57 -11 0
-57 -65 74 0
-68 -57 -87 0
102 57 46 0
102 57 63 0
-102 57 -2 0
-10 -57 -112 0
-58 2 88 0
-58 46 7 0
-58 111 120 0
-58 -157 15 0
-58 -83 -90 0
-58 2 -30 0
-58 -32 99 0
-58 -145 -36 0
-9 58 -63 0
-58 1 -104 0
59 131 80 0
59 -142 67 0
-8 59 148 0
-59 -156 30 0
59 157 -96 0
144 59 -12 0
59 139 96 0
59 79 -4 0
-59 -68 87 0
-59 84 -10 0
-59 98 -140 0
-59 -56 -147 0
59 -109 86 0
59 118 -92 0
-10 -60 142 0
42 -60 45 0
1 -60 -7 0
-1 -61 -112 0
-157 -61 52 0
69 -61 -151 0
-29 -61 45 0
11 62 158 0
-62 -31 -135 0
-50 62 158 0
-73 62 -113 0
51 62 112 0
102 62 75 0
43 63 -80 0
8 63 159 0
-63 123 53 0
63 54 -121 0
-24 -63 -13 0
63 53 -112 0
11 -63 -150 0
-2 64 -52 0
-64 -39 -104 0
160 64 -13 0
49 64 5 0
51 64 83 0
-160 -64 140 0
-77 -64 39 0
-64 -38 -6 0
86 -65 -7 0
21 -65 -134 0
-57 -65 74 0
93 65 -88 0
-137 65 -151 0
119 66 -105 0
-46 -66 30 0
3 66 90 0
4 -66 82 0
-25 -66 158 0
-152 66 -30 0
-125 -66 -105 0
-53 66 -15 0
-56 -66 74 0
68 140 104 0
68 50 96 0
-68 12 -106 0
-68 -93 -87 0
68 117 132 0
-68 -43 14 0
-68 103 -33 0
-68 100 -142 0
-68 -57 -87 0
-68 128 -92 0
-25 68 63 0
-59 -68 87 0
68 -86 -105 0
-68 47 -97 0
68 95 38 0
-68 -2 -96 0
-69 133 -64 0
-69 -145 -117 0
-69 114 -150 0
69 -13 -132 0
85 69 -70 0
-42 -69 -56 0
69 6 -90 0
-69 -98 -14 0
8 -69 -86 0
144 -69 3 0
69 -95 -124 0
69 -61 -151 0
-69 -118 3 0
69 72 20 0
69 -47 142 0
-69 131 78 0
70 73 23 0
-145 70 90 0
-70 -23 105 0
70 -140 150 0
144 -70 106 0
-70 -32 -80 0
70 -131 44 0
-70 -11 142 0
-85 -70 109 0
70 41 -140 0
-40 -70 -147 0
43 -70 26 0
-154 70 -116 0
9 -71 61 0
51 -71 143 0
-152 71 -91 0
-71 -29 -55 0
-153 -72 -88 0
-40 72 97 0
8 72 88 0
-101 -72 80 0
69 72 20 0
73 31 -97 0
130 73 20 0
70 73 23 0
-73 62 -113 0
-21 -73 -45 0
-16 -73 -52 0
-126 -73 7 0
-24 -73 36 0
-73 143 -53 0
77 -73 -82 0
-137 74 159 0
35 74 -142 0
33 74 -134 0
-130 -74 -53 0
-46 74 66 0
-42 -74 -22 0
17 74 -23 0
153 75 -22 0
76 145 124 0
76 16 -111 0
76 -125 30 0
76 -2 142 0
76 148 -140 0
-76 154 -99 0
-76 84 -139 0
-77 -80 -122 0
77 124 36 0
77 -133 -99 0
-77 -86 89 0
-77 46 14 0
-51 -77 -147 0
-77 -149 75 0
77 -131 148 0
77 79 54 0
144 -77 -130 0
-77 -86 -6 0
-77 -64 39 0
77 -73 -82 0
-77 146 -41 0
-92 -78 -99 0
-145 -78 91 0
-145 78 -117 0
-24 -78 -138 0
103 78 -97 0
78 -79 -55 0
78 -141 23 0
-78 -12 114 0
-78 -121 15 0
51 -78 148 0
19 -78 -60 0
-78 106 -107 0
-43 79 -91 0
79 98 5 0
79 11 53 0
79 -109 60 0
11 -79 -150 0
59 79 -4 0
77 79 54 0
78 -79 -55 0
147 79 94 0
-79 149 -60 0
79 54 -132 0
-117 79 97 0
-77 -80 -122 0
-17 -80 -66 0
117 -80 67 0
156 -80 -150 0
138 80 53 0
-152 80 -37 0
-153 -80 142 0
-115 -80 -20 0
24 -80 67 0
55 -80 61 0
103 -80 5 0
81 -4 36 0
-8 -81 88 0
111 -81 -39 0
-109 -81 99 0
-81 -47 -158 0
10 81 157 0
-11 81 67 0
-155 81 -47 0
-81 6 83 0
117 81 64 0
-106 83 -150 0
-58 -83 -90 0
-96 -83 91 0
83 159 60 0
-92 -83 -104 0
-137 -83 -45 0
-51 -84 -56 0
-84 -24 -80 0
-84 116 38 0
-84 -87 107 0
-84 10 60 0
84 86 98 0
-59 84 -10 0
17 84 18 0
-84 2 88 0
-84 2 151 0
-51 -84 -27 0
-76 84 -139 0
84 125 -158 0
-85 108 -66 0
-85 103 -87 0
-85 -32 60 0
-25 -85 -79 0
85 69 -70 0
85 -26 4 0
85 -157 -120 0
-102 85 -35 0
85 -39 65 0
-85 -70 109 0
-85 21 -151 0
86 -65 -7 0
43 86 -39 0
92 -86 -53 0
-27 -86 143 0
86 5 -134 0
32 -86 15 0
49 86 72 0
-138 86 -30 0
94 86 60 0
-77 -86 89 0
-101 86 -105 0
84 86 98 0
27 -86 155 0
68 -86 -105 0
-86 149 121 0
-77 -86 -6 0
-93 86 65 0
17 -87 -79 0
-84 -87 107 0
87 29 -90 0
87 -104 52 0
87 138 -44 0
136 -87 114 0
87 -94 155 0
102 -88 82 0
-48 88 -60 0
-89 88 66 0
17 88 -6 0
88 149 52 0
-116 -88 -20 0
89 134 7 0
129 89 -135 0
-89 88 66 0
-115 -89 -82 0
147 -89 -99 0
90 22 67 0
154 90 -159 0
137 -91 -104 0
91 151 97 0
-139 -91 97 0
-56 91 44 0
-33 -91 30 0
-92 -117 -73 0
25 92 88 0
92 -86 -53 0
-92 -19 -62 0
-92 -78 -99 0
92 -55 20 0
-24 -92 15 0
92 103 149 0
-92 -83 -104 0
-102 -92 -12 0
25 92 89 0
-110 -93 38 0
-68 -93 -87 0
-93 -123 -159 0
-93 107 6 0
93 -129 88 0
-93 -43 19 0
93 116 71 0
93 -49 89 0
93 65 -88 0
-93 107 -159 0
93 156 -5 0
-93 86 65 0
-1 94 141 0
94 86 60 0
-128 94 -52 0
160 94 71 0
-94 5 -107 0
94 -11 -107 0
-2 -94 133 0
-94 55 -75 0
87 -94 155 0
-17 95 61 0
95 -132 104 0
-95 4 141 0
154 -95 33 0
-129 -95 53 0
69 -95 -124 0
68 95 38 0
-3 -96 -151 0
-96 -36 -90 0
119 96 -60 0
-96 -83 91 0
42 96 15 0
-35 96 -52 0
79 98 5 0
24 -98 -112 0
-69 -98 -14 0
139 98 82 0
-146 -98 66 0
-59 98 -140 0
155 99 61 0
-4 99 143 0
1 99 -113 0
-99 -5 -158 0
40 99 -15 0
132 99 -22 0
35 99 -105 0
99 23 -91 0
-111 99 -23 0
-68 100 -142 0
-1 100 140 0
100 -147 151 0
100 101 -90 0
-145 100 41 0
100 -160 -141 0
-119 -100 28 0
108 -101 -72 0
101 -55 -134 0
-126 -101 -132 0
-101 -56 -45 0
130 -101 31 0
-144 101 -150 0
-101 20 150 0
-101 86 -105 0
100 101 -90 0
33 101 -18 0
101 -140 -28 0
-101 -72 80 0
-101 -48 -63 0
101 5 -151 0
154 -101 -79 0
102 -88 82 0
102 -50 46 0
-102 -117 -30 0
102 -129 111 0
-102 49 121 0
102 -56 -112 0
-102 85 -35 0
102 57 46 0
102 57 63 0
-102 57 -2 0
-102 147 -155 0
-51 102 -27 0
102 48 -123 0
102 62 75 0
-102 -92 -12 0
-152 102 2 0
-103 52 22 0
-85 103 -87 0
-103 -160 67 0
-68 103 -33 0
103 49 5 0
25 -103 -50 0
103 125 -37 0
-103 -155 -159 0
16 103 140 0
-103 -133 12 0
103 78 -97 0
92 103 149 0
103 29 -134 0
103 -80 5 0
87 -104 52 0
-55 -106 157 0
-106 83 -150 0
106 -114 -54 0
108 -106 150 0
-78 106 -107 0
19 106 159 0
-139 -107 -75 0
42 107 -83 0
130 -107 150 0
-93 107 6 0
33 107 112 0
107 -31 159 0
-124 -107 44 0
-93 107 -159 0
118 107 -113 0
-85 108 -66 0
108 -101 -72 0
108 133 -6 0
-129 108 -160 0
108 123 90 0
110 108 132 0
108 -115 -80 0
108 -106 150 0
-108 148 -73 0
-109 -81 99 0
-109 11 -124 0
109 160 143 0
-32 -109 133 0
79 -109 60 0
-111 109 -159 0
42 -109 64 0
-1 109 6 0
59 -109 86 0
-110 -93 38 0
110 -111 125 0
110 123 -74 0
110 56 -120 0
110 153 100 0
110 116 -12 0
-110 -41 39 0
110 153 157 0
110 -115 75 0
110 50 -123 0
110 108 132 0
111 124 -14 0
110 -111 125 0
-111 -48 120 0
111 -81 -39 0
-111 -21 -23 0
-58 111 120 0
-111 109 -159 0
111 -46 -54 0
111 138 -23 0
111 -145 -155 0
-111 99 -23 0
-17 -112 60 0
156 -113 -36 0
-34 114 -44 0
-69 114 -150 0
106 -114 -54 0
-156 114 53 0
-139 -115 66 0
-119 -115 75 0
-124 -115 96 0
-115 -89 -82 0
110 -115 75 0
-137 -115 133 0
-130 115 150 0
-115 -80 -20 0
108 -115 -80 0
-147 115 122 0
2 115 65 0
130 116 -21 0
40 -116 -63 0
-24 -116 134 0
110 116 -12 0
-84 116 38 0
127 116 151 0
-136 -116 135 0
93 116 71 0
-116 45 15 0
16 116 -74 0
-116 -88 -20 0
-92 -117 -73 0
-129 -117 -41 0
-10 117 -134 0
68 117 132 0
-102 -117 -30 0
117 -124 80 0
117 -80 67 0
-117 -11 -45 0
-117 18 -31 0
34 -117 63 0
117 10 -113 0
-43 117 -67 0
-117 79 97 0
-8 -117 41 0
117 -123 149 0
117 81 64 0
117 130 -113 0
-118 -18 36 0
-118 9 12 0
118 -47 -134 0
-69 -118 3 0
118 107 -113 0
59 118 -92 0
-119 -17 143 0
119 66 -105 0
119 15 142 0
-119 -115 75 0
-119 156 112 0
119 96 -60 0
119 -35 12 0
119 -19 21 0
-119 -100 28 0
125 -121 151 0
48 -121 75 0
-149 -121 -75 0
-78 -121 15 0
26 -122 7 0
34 122 -132 0
-29 -122 -105 0
131 -122 61 0
-35 122 37 0
25 123 47 0
123 143 -60 0
110 123 -74 0
-93 -123 -159 0
49 123 148 0
-63 123 53 0
123 -14 -52 0
108 123 90 0
123 20 159 0
123 4 36 0
117 -123 149 0
111 124 -14 0
77 124 36 0
9 124 -90 0
153 -124 -98 0
-124 36 143 0
117 -124 80 0
-124 -115 96 0
-124 -107 44 0
-33 -124 -141 0
-137 125 -148 0
125 -121 151 0
76 -125 30 0
-51 125 140 0
103 125 -37 0
125 -146 62 0
-125 -44 97 0
-125 -66 -105 0
84 125 -158 0
126 47 83 0
-126 -50 19 0
152 126 -159 0
-126 -101 -132 0
-126 -73 7 0
127 57 -21 0
127 -17 96 0
127 -146 64 0
127 -27 48 0
-127 -146 -67 0
-127 49 -109 0
127 135 120 0
127 116 151 0
128 43 -23 0
1 -128 -39 0
128 2 -30 0
-128 94 -52 0
-68 128 -92 0
128 -24 157 0
128 11 22 0
-128 -14 -134 0
16 -128 -3 0
128 -14 134 0
129 -128 -124 0
-144 128 -37 0
-129 -117 -41 0
129 -132 31 0
129 89 -135 0
129 -136 97 0
-129 -1 29 0
102 -129 111 0
-129 108 -160 0
-129 150 44 0
93 -129 88 0
129 54 157 0
-129 -95 53 0
129 -128 -124 0
-152 -129 -140 0
-129 12 104 0
-129 -157 -96 0
130 116 -21 0
130 73 20 0
-25 130 -66 0
-130 -74 -53 0
130 -107 150 0
130 160 -73 0
130 -101 31 0
-130 115 150 0
117 130 -113 0
59 131 80 0
131 150 -15 0
131 18 60 0
131 -57 -114 0
-131 11 -7 0
-1 -131 -65 0
70 -131 44 0
-131 -48 113 0
-131 -48 37 0
77 -131 148 0
131 132 99 0
131 -122 61 0
-25 131 134 0
-131 -30 -7 0
-69 131 78 0
129 -132 31 0
132 99 -22 0
95 -132 104 0
131 132 99 0
139 132 140 0
25 -132 15 0
-69 133 -64 0
-48 -133 -151 0
108 133 -6 0
-17 133 -143 0
77 -133 -99 0
-133 -39 -36 0
-35 -133 -23 0
-103 -133 12 0
-18 133 -30 0
-27 -133 -15 0
89 134 7 0
9 134 -37 0
127 135 120 0
5 135 30 0
-136 -22 -151 0
136 53 -31 0
34 -136 -67 0
129 -136 97 0
136 -146 62 0
-34 136 -134 0
-51 136 -105 0
-34 -136 113 0
136 40 -39 0
-136 -116 135 0
136 18 -138 0
-42 136 3 0
1 -136 -149 0
136 -87 114 0
-51 136 -47 0
136 46 98 0
-137 74 159 0
-137 125 -148 0
-137 -153 -160 0
-137 -35 -47 0
137 -91 -104 0
137 18 99 0
-137 -115 133 0
-137 65 -151 0
-137 55 -97 0
144 -137 -31 0
-137 -83 -45 0
160 138 13 0
-138 86 -30 0
147 138 5 0
138 80 53 0
138 157 75 0
50 -138 54 0
-8 -138 -22 0
-144 -138 88 0
111 138 -23 0
-10 -138 30 0
87 138 -44 0
-138 46 159 0
-139 -107 -75 0
-154 139 -147 0
-139 -115 66 0
139 156 74 0
59 139 96 0
139 98 82 0
-139 -91 97 0
153 139 57 0
139 132 140 0
-139 -44 -31 0
68 140 104 0
70 -140 150 0
101 -140 -28 0
145 -141 -36 0
-19 141 -142 0
141 159 -151 0
141 -44 75 0
55 -141 4 0
141 -39 -66 0
78 -141 23 0
141 -157 -39 0
59 -142 67 0
123 143 -60 0
-73 143 -53 0
-144 -35 -131 0
-144 -11 -14 0
-144 -10 -3 0
144 -70 106 0
51 144 -50 0
-144 101 -150 0
144 59 -12 0
144 9 11 0
-144 33 -45 0
144 -69 3 0
144 -77 -130 0
-144 -11 157 0
-144 43 -48 0
-144 -138 88 0
-144 -27 -15 0
-144 -41 18 0
-144 128 -37 0
-144 35 1 0
144 -137 -31 0
-69 -145 -117 0
76 145 124 0
145 -141 -36 0
-145 -78 91 0
-145 70 90 0
-145 78 -117 0
145 19 150 0
-145 -44 -67 0
-145 100 41 0
111 -145 -155 0
8 145 -78 0
-58 -145 -36 0
127 -146 64 0
136 -146 62 0
146 154 115 0
-127 -146 -67 0
146 -5 135 0
146 5 -80 0
-43 146 -44 0
125 -146 62 0
-146 -98 66 0
146 -18 53 0
-77 146 -41 0
-32 -147 -80 0
147 138 5 0
100 -147 151 0
-102 147 -155 0
147 -89 -99 0
-147 115 122 0
-147 148 -46 0
147 79 94 0
1 -148 134 0
-34 148 133 0
76 148 -140 0
-148 5 82 0
-147 148 -46 0
50 148 132 0
-56 -148 142 0
-108 148 -73 0
149 -39 -36 0
-77 -149 75 0
-149 -121 -75 0
154 149 61 0
-43 149 65 0
28 -149 15 0
88 149 52 0
-152 -149 90 0
-86 149 121 0
-79 149 -60 0
131 150 -15 0
-129 150 44 0
91 151 97 0
17 -152 -21 0
152 126 -159 0
152 21 12 0
-152 3 120 0
-152 80 -37 0
-152 71 -91 0
-152 -129 -140 0
-152 -149 90 0
-152 8 112 0
-152 66 -30 0
-152 -49 -94 0
-152 102 2 0
-153 -72 -88 0
-153 -33 134 0
-153 -21 159 0
153 -124 -98 0
-153 48 82 0
-137 -153 -160 0
110 153 100 0
34 -153 -79 0
153 54 -6 0
110 153 157 0
-153 -80 142 0
153 139 57 0
153 75 -22 0
153 26 -121 0
-153 -23 -82 0
153 -32 133 0
-154 41 -90 0
154 -4 39 0
-154 139 -147 0
146 154 115 0
17 154 61 0
-154 160 36 0
154 -95 33 0
-76 154 -99 0
154 149 61 0
154 90 -159 0
35 -154 -80 0
-154 70 -116 0
154 -101 -79 0
-154 -32 -133 0
155 99 61 0
-103 -155 -159 0
155 46 -54 0
-155 81 -47 0
9 -155 149 0
-42 -156 -106 0
-18 156 -23 0
156 47 96 0
156 -80 -150 0
-119 156 112 0
139 156 74 0
-59 -156 30 0
-156 114 53 0
156 -113 -36 0
93 156 -5 0
9 -156 28 0
-58 -157 15 0
85 -157 -120 0
35 157 96 0
59 157 -96 0
138 157 75 0
-157 -61 52 0
-129 -157 -96 0
141 -157 -39 0
-1 -157 114 0
13 158 90 0
12 158 134 0
-159 45 -90 0
141 159 -151 0
83 159 60 0
160 138 13 0
-103 -160 67 0
160 64 -13 0
160 -41 -64 0
160 -20 45 0
130 160 -73 0
160 94 71 0
109 160 143 0
-154 160 36 0
-160 -64 140 0
100 -160 -141 0
32 160 159 0
160 -56 -105 0
